"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Lypla1",2.22044604925031e-16,1.19306840707763,1.78452329703653,0.272164196139339,2.22044604925031e-16,1.22362860260156,1.04357671976852,1.96069065243052,0.595873966201483
"Tcea1",2.22044604925031e-16,2.22044604925031e-16,0.958929006919304,1.10847367946358,0.0472248720769977,2.22044604925031e-16,4.28480346839851,1.97214084645442,2.22044604925031e-16
"Atp6v1h",9.09257288094711,2.22044604925031e-16,11.8713460313814,2.22044604925031e-16,2.22044604925031e-16,2.34321872162568,2.22044604925031e-16,5.14364638491435,2.22044604925031e-16
"Rb1cc1",14.0268328561133,6.50431887674854,10.5452761224883,4.98884961616665,14.9124983708862,15.1947993380017,11.3667056273446,2.62829274788841,3.74367780963304
"4732440D04Rik",2.22044604925031e-16,1.16037771095952,2.22044604925031e-16,2.22044604925031e-16,3.39081666682148,2.22044604925031e-16,1.59281203679688,0.21391498657301,0.773803481924907
"Pcmtd1",10.1062686476651,3.54102349251468,12.2888630658066,0.134354598600723,7.76047516291511,5.96629655549742,3.13227733882535,6.55883470816708,5.69480102508978
"Gm26901",0.838792924009225,2.22044604925031e-16,4.05463857131023,2.22044604925031e-16,2.12934349488318,2.22044604925031e-16,2.22044604925031e-16,0.849602844195932,2.22044604925031e-16
"Sntg1",2.22044604925031e-16,0.282508371725225,0.730296703648564,2.22044604925031e-16,5.49662679522156e-08,2.22044604925031e-16,0.167059464487414,0.554583573184045,2.22044604925031e-16
"Vcpip1",0.77840471002269,2.22044604925031e-16,2.22044604925031e-16,0.953791925070233,2.62407107556272,1.21414441836172,2.22044604925031e-16,2.74809705845621,3.3923379419088
"Sgk3",2.99281178574754,3.46765721560403,1.75699151407723,4.94068887967775,2.92397965655662,11.3277117495652,3.39068306357736,3.43998643252506,5.91488876861364
"Mcmdc2",0.18323253991308,0.26320841462651,2.22044604925031e-16,0.387121502556171,2.22044604925031e-16,2.22044604925031e-16,0.401302007249838,2.22044604925031e-16,0.834478614164067
"Ppp1r42",0.0246947192363344,0.0671974569022032,2.22044604925031e-16,2.28732666811746,0.147829789334604,0.29852901993688,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Cops5",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.15464119271901,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.53154334397921,2.22044604925031e-16
"Cspp1",0.0222555501066331,2.22044604925031e-16,2.64500049253518,2.78453275289203,0.199755335166569,5.05686756765992,0.655166045832908,2.78078348875669,1.05371496236876
"Arfgef1",5.83349929029381,0.351128629108838,0.423928703069657,6.1708662953059,7.91456988680033,5.62568978430965,3.39389828897269,9.95317344194368,3.7139738923515
"Cpa6",2.22044604925031e-16,2.22044604925031e-16,0.363077786651487,0.675151785901605,2.22044604925031e-16,2.22044604925031e-16,4.08963316938315e-05,0.803307252751242,0.526700876292585
"Ncoa2",15.4913686373253,6.47509512179364,10.2490819399336,4.57891673051809,7.94963386729495,11.4060634370718,5.11343599682913,8.28567674103483,1.46603533005968
"Tram1",2.22044604925031e-16,5.287804601095e-09,1.51716426132542e-13,3.31862411429078,2.30329838904795,2.94173846853256,1.43182296415956e-06,3.38466919902328,2.22044604925031e-16
"Lactb2",1.43684407153919,2.22044604925031e-16,2.22044604925031e-16,0.285558721835258,1.16603420898503,2.22044604925031e-16,2.22044604925031e-16,0.802005548473436,2.22044604925031e-16
"Terf1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.527074309917322,2.22044604925031e-16,2.35874829205729,0.107671042492595
"Rpl7",2.22044604925031e-16,2.22044604925031e-16,7.361887785517,22.9987758227984,4.23290820603335,0.494975540369849,1.40706587804114,24.7189142302574,2.22044604925031e-16
"Rdh10",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.3541463737472,0.974974477147462,0.33483513096929,0.604902594656528,0.534981538057918,2.22044604925031e-16
"Ube2w",2.03227724838795,3.26734376458511,4.6707728360008,2.57337681818705,4.36889986534424,6.26145947700512,2.22044604925031e-16,2.99925065927209,0.895064615557373
