"","V1","V2","V3","V4","V5","V6"
"Lypla1",2.84501671339129,1.03666595520823,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.827069649934343
"Tcea1",1.0573058072063,1.28814321837615,2.12491248373115,2.22044604925031e-16,2.22044604925031e-16,2.72569645937449
"Atp6v1h",5.0360162536313,2.00511905528139,0.379914470288389,3.59138910064148,4.33421584078529,2.13839105427659
"Rb1cc1",13.1920002851591,3.66161887789586,4.92474676318442,10.2775200016085,4.81946287582489,14.0663613520993
"4732440D04Rik",0.429044095074082,0.0709326206000395,0.404422214024103,2.22044604925031e-16,2.12513116483496,1.03257882607895
"Pcmtd1",12.7424231303112,5.8163122198419,1.2722418529341,4.33050725694157,6.4400391159646,4.54284268747777
"Gm26901",1.97831442452053,0.574612324627494,2.22044604925031e-16,2.22044604925031e-16,2.15669246352903,0.975986198644412
"Sntg1",2.22044604925031e-16,2.22044604925031e-16,0.325779093299015,2.22044604925031e-16,0.245056353505596,0.94801026421247
"Vcpip1",2.02335765254051,1.65454746001491,0.289909837593713,1.97310765969928,0.633420035554516,1.29234615663191
"Sgk3",3.09532951031606,4.93582867624713,3.30668646172759,3.35948351325832,0.626857170866597,2.0255782342078
"Ppp1r42",2.22044604925031e-16,2.22044604925031e-16,0.487828906562544,0.748344274657719,1.4805963467155,2.22044604925031e-16
"Cops5",0.48889128588377,2.22044604925031e-16,2.22044604925031e-16,0.763271381548281,0.296699954518192,2.22044604925031e-16
"Cspp1",3.01255177514617,2.40383144333157,1.08837005286915,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Arfgef1",3.04623924329509,6.14451139033305,6.40632888023212,9.55427667106531,10.1658715612827,5.39438851820432
"Prex2",2.22044604925031e-16,0.440805852621646,0.236362254166686,0.245434177788759,0.163648346226736,2.22044604925031e-16
"Ncoa2",7.26494588447912,6.48131938910035,3.75300984503306,12.9205572932681,7.15965519920993,8.06547097652394
"Tram1",1.55288833384001,2.88403217349195,3.18174874130886,2.10831671112464,2.22044604925031e-16,0.929075739676823
"Lactb2",2.22044604925031e-16,0.339150741850105,0.27145113807155,2.22044604925031e-16,0.116535009896272,2.22044604925031e-16
"Terf1",2.22044604925031e-16,1.04412100937605,2.22044604925031e-16,1.0773935054081,0.237505672792906,2.22044604925031e-16
"Rpl7",2.22044604925031e-16,18.6282674113309,4.31001453677869,3.73774881570729,2.22044604925031e-16,0.271327182612814
"Rdh10",2.22044604925031e-16,0.702646420200103,2.22044604925031e-16,2.22044604925031e-16,0.404996715388175,2.22044604925031e-16
"Ube2w",2.4148837030367,1.618960942777,2.86966599572904,2.3969627211041,1.05324747559086,0.768430928704994
"Tceb1",3.78638810538212,3.16738742822671,4.72809621022443,3.40249505812151,1.88109375209654,6.70948993622883
"Ly96",1.24791433971927,2.5293864090408,2.20271089262526,1.41520333478174,2.55587469511352,2.22044604925031e-16
"Tram2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.116390138693441,0.686833277213705,2.22044604925031e-16
"Kcnq5",2.22044604925031e-16,1.10140516646632,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ogfrl1",6.68696420188039,2.22044604925031e-16,11.9504805026785,11.790580915102,11.3540923270712,10.7496996911784
"Smap1",4.35616930296528,2.3438716470306,0.0274737100783831,2.38197730807951,3.64529235047734,1.27266833322081
"Lmbrd1",12.206847625317,2.98631272759418,6.3730370089965,2.9961125011213,10.8633068489675,3.38831863851819
"Phf3",1.81517271338136,1.97252694152666,0.967045774817052,7.04733544493119,2.52911666810133,3.44625709006197
"Ptp4a1",31.617075872567,4.40599833974011,15.6186335337624,3.57367135935505,18.5186840523355,22.0247629147665
"Prim2",2.22044604925031e-16,0.775737279502056,2.22044604925031e-16,0.926365248423212,2.22044604925031e-16,2.22044604925031e-16
"Zfp451",2.22044604925031e-16,1.25802509535977,0.323176699137807,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ccdc115",1.08500642746256,0.360860724550437,0.122375238333058,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Imp4",4.18224105738334,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ptpn18",3.94995962746299,2.91467810082171,12.1644287437652,5.57214380808385,5.27923687868861,7.09069241796407
"Fam168b",2.20320841814818,4.32643350201367,5.95958007821698,1.67253467532055,6.31431127129093,4.88336486245559
"Plekhb2",1.33470510679846,0.219101304834077,2.55998874922777,0.241484756149967,2.22044604925031e-16,1.04179093505423
"Neurl3",15.2069623182353,4.37884342094845,4.37096139024958,16.0181414749132,22.1358428898121,35.3468038957311
"Arid5a",5.44818432179622,1.83477902289462,5.60251567390392,7.2184127186029,6.02246225031217,1.92408973761503
"4930403P22Rik",1.01790977906938,2.22044604925031e-16,6.37181060618779e-07,2.22044604925031e-16,0.0906605641887108,2.22044604925031e-16
"Kansl3",1.6576932397196,1.22508893587343,2.22044604925031e-16,0.781550024817249,2.43349637787877,0.91502967671427
"Lman2l",1.44493600685234,0.415820617689223,2.22044604925031e-16,1.22587793462711,2.22044604925031e-16,2.22044604925031e-16
"Cnnm4",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.64170667705551,1.43865539097206,2.85682649735259
"Cox5b",7.09258695091252,2.88641335308992,6.25469215863887,2.97675578112215,3.53781067971415,6.2059330297589
"Actr1b",0.536032859600618,2.22044604925031e-16,1.49740888689315,2.22044604925031e-16,0.35006452839349,0.763783160190664
"Tmem131",2.46815326031242,4.61683257458238,3.54989374456839,4.93968410602778,1.75649843120338,0.275563967298049
"Cnga3",2.22044604925031e-16,2.22044604925031e-16,0.8458670046798,2.22044604925031e-16,2.22044604925031e-16,0.441197028235949
"Inpp4a",2.54885583089807,1.8234196712779,5.9555784093871,9.1064766272428,9.63241255365609,2.21308977030403
"Coa5",1.775393900919,2.75142710067174,0.379663302384104,1.23102120643539,3.5721101105502,2.22044604925031e-16
"Unc50",0.661423656376371,3.83949867577861,1.30514473258342,2.22044604925031e-16,3.62617370263517,2.22044604925031e-16
"Mgat4a",4.5152018437389,4.41437876133115,8.14054387111259,5.52524066503271,12.6848298450946,5.87853917750017
"Tsga10",2.22044604925031e-16,0.839597781929614,2.22044604925031e-16,0.958789344065043,0.820175598378056,0.415296609033938
"Mitd1",2.22044604925031e-16,0.401281184241088,2.22044604925031e-16,1.83132258487624,2.22044604925031e-16,2.22044604925031e-16
"Mrpl30",1.19322828588638,2.04287842165926,0.289546200520023,1.05340243847213,1.01153534428679,0.361677162317856
"Txndc9",1.192815491457,2.03644764745878,1.55679207420355,2.22044604925031e-16,0.923512714616523,1.544098705469
"Eif5b",2.22044604925031e-16,1.32869651285686,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Rev1",0.943543880614101,0.00529985219764168,0.763026913243381,3.7815498799856e-15,2.22044604925031e-16,1.16821347886731
"Aff3",2.22044604925031e-16,1.66062491033063,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Pdcl3",0.76397140557819,3.69162225920064,1.03555198001279,0.521285842378312,3.01550791298129,1.03050950899147
"Rpl31",1.70293009515204,7.21548552987809,0.927805281592952,2.22044604925031e-16,2.22044604925031e-16,6.87226980646155e-08
"Tbc1d8",2.22044604925031e-16,2.88964115101294,1.99614479815337,2.41029824350348,1.00168370167634,3.74565539939358
"Cnot11",2.22044604925031e-16,0.345648684978734,2.22044604925031e-16,0.0432761102056081,1.23115886330297,0.399582064429422
"Rnf149",54.4784133380514,5.38447978487643,25.8874879054516,36.5399568688863,53.333968797793,68.2693030384353
"Map4k4",4.43438553441912,12.1526408410853,3.65941211976183,0.515966419140181,12.7133476314035,21.6287151506378
"Il1r2",83.6643431632912,1.35130409150578,45.1998065769092,46.9623448883072,64.5462891124431,49.4710821092708
"Gm16894",3.99825702277945e-16,2.22044604925031e-16,2.22044604925031e-16,1.6122917657936,0.857139412573522,2.22044604925031e-16
"Il1rl1",1.47497323019783,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.964223625051183
"Il18r1",2.22044604925031e-16,0.969670109619187,2.1005113573612,2.22044604925031e-16,0.00495767386518717,2.22044604925031e-16
"Il18rap",8.23385184558617,5.33981348208715,11.9664475176351,15.4261976551065,18.6756719482328,13.4380388378512
"Tgfbrap1",2.22044604925031e-16,0.1684491366779,2.22044604925031e-16,0.808099041575439,2.22044604925031e-16,2.22044604925031e-16
"Uxs1",2.22044604925031e-16,0.142198006794615,2.22044604925031e-16,0.815542590211626,2.22044604925031e-16,2.22044604925031e-16
"Tpp2",0.225928638778398,4.30434824402814,2.22044604925031e-16,0.442215956437496,2.22044604925031e-16,2.22044604925031e-16
"Tex30",2.22044604925031e-16,2.14647201153209,2.22044604925031e-16,0.000839353143600974,0.000949385587825843,2.22044604925031e-16
"Ercc5",1.20073545068623,0.871538125329858,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Slc40a1",16.4848550633957,2.22044604925031e-16,6.25493851784782,21.9323499588583,2.61956885255078e-12,2.47081201549794
"Gm28321",2.22044604925031e-16,2.22044604925031e-16,0.863313056426522,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Nabp1",5.80735457206615,3.09226093651616,10.2970030619521,5.09562663301219,20.5806777041015,5.53890894712492
"Stat4",3.95271440192705,5.4746110403091,1.54809350868476,2.22044604925031e-16,2.28954715301108,5.97531642063064
"Stat1",2.22044604925031e-16,1.94644220541098,2.71549350387164,9.90548331319684,4.50545121613473,4.40861375673313
"Gls",12.5550665797967,5.12072891382563,4.73562668721631,12.6084196356639,10.7552058147484,8.45990424582671
"Nab1",12.4573803701133,9.4457713380056,8.98053607574203,1.21261526627369,22.9225391125999,26.9071146402748
"Tmem194b",1.02440253493512,0.435843426497922,2.22044604925031e-16,0.688278443882807,2.22044604925031e-16,2.22044604925031e-16
"Mfsd6",7.60841779951301,3.74932606129099,6.38344000277311,9.73845896063096,0.132381527315674,4.69547771586127
"Inpp1",2.22044604925031e-16,1.14954312147244,4.7048049394861,2.05793372416391,0.553544387369715,2.03377269287726
"Hibch",2.22044604925031e-16,0.638939548749171,1.01679180297226,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ormdl1",0.245634559539049,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.72310980888076,0.158234889232862
"Asnsd1",2.22044604925031e-16,1.49006932261451,2.12229796286486,2.22044604925031e-16,2.22044604925031e-16,0.688577584929448
"Dnah7a",0.562316746569216,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.233914362200658,0.35310650257886
"Stk17b",30.1244676312541,10.6253720048954,30.4604516653553,44.58627681686,33.3178287309323,17.120000311696
"Hecw2",2.22044604925031e-16,1.23482792049516,2.22044604925031e-16,0.964989881938987,0.00595273300037978,2.22044604925031e-16
"Ankrd44",20.746701581536,1.17846795723557,11.6461588292498,21.8182593974599,18.1794033942776,19.3750106596059
"4930444A19Rik",2.22044604925031e-16,2.22044604925031e-16,0.513362746560844,1.01039143535857,2.36170161042734,2.22044604925031e-16
"Sf3b1",19.2355366590321,9.09027623608566,11.3542526277818,11.0810693822746,18.1091198841505,19.7760308835404
"Coq10b",45.4222567169031,5.15873143947243,23.1037856121678,17.8893642099864,19.9732329456728,25.4007204615198
"Hspd1",2.22044604925031e-16,1.21308156499126,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Mob4",11.0677125149497,4.13108572940273,4.54208391165113,3.18030155093112,16.9709829003205,4.40092575428952
"Rftn2",2.22044604925031e-16,2.22044604925031e-16,0.173791564168322,2.22044604925031e-16,0.378778539194632,0.244804543447267
"Plcl1",2.22044604925031e-16,0.686472471605721,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Kctd18",2.22044604925031e-16,0.749145612063879,0.640033409258341,1.26921183004663e-12,2.22044604925031e-16,0.271862974928257
"Bzw1",5.18486629915782,5.93983931393434,2.50260161844492,3.0633257381041,1.80985315837613,3.60167035977169
"Clk1",19.6532767575023,5.10381222659636,16.4210334095723,19.6203798874521,20.0581513565822,14.7909643185087
"Ppil3",1.52940349101399,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.506151437297137
"Nif3l1",0.425843874069234,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.38199099087132
"Ndufb3",2.6171027116758,2.40567103611864,3.46580107806029,2.22044604925031e-16,2.22044604925031e-16,0.711447121495849
"Cflar",2.22044604925031e-16,2.63113270230394,9.56668279772653,1.31767906757137,2.5777563763624,19.1814928903074
"Casp8",2.22044604925031e-16,1.24262137366302,2.22044604925031e-16,0.416035478764088,0.17583084427022,2.22044604925031e-16
"Trak2",2.22044604925031e-16,0.625437705053884,0.000135536556658557,2.14598268631285,1.08045863632757,2.22044604925031e-16
"Stradb",0.101013417790903,0.285671888576278,3.86665174095647e-09,0.421560924331146,2.22044604925031e-16,0.214891479711386
"Als2",2.22044604925031e-16,0.147176862271637,0.314535183909117,1.0052469844123,2.22044604925031e-16,2.22044604925031e-16
"Sumo1",5.74035235623246,3.31639015541053,9.13013829394756,1.69859118166421,4.4415659506122,7.23368427222262
"Nop58",0.831887519335326,1.51638832163535,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Bmpr2",2.22044604925031e-16,3.08511142685482,4.87753484209639,9.0217777395288,4.76873816452223,5.74235324515436
"Fam117b",2.22044604925031e-16,0.919793624402561,3.34031673180424,0.487854267335208,2.22044604925031e-16,2.22044604925031e-16
"Nbeal1",2.02762505084536,3.38758375262383,1.28536806575589,0.0310686070053824,1.3353358665468,4.45773969621962
"Icos",2.22044604925031e-16,1.18935467957837,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ino80d",0.869088550789693,1.17088153154158,0.246941787112461,2.36937825556598,3.30685735266932,3.74695556099732
"Ino80dos",2.22044604925031e-16,1.36516668845793,2.22044604925031e-16,2.22044604925031e-16,1.17195823766042,2.22044604925031e-16
"Gm20342",2.22044604925031e-16,0.751483540397811,2.22044604925031e-16,2.22044604925031e-16,1.51463288968029,0.476689939446787
"Ndufs1",2.22044604925031e-16,2.10137173427728,0.0860132331492932,0.392761948922247,2.22044604925031e-16,0.579925285678259
"Eef1b2",2.22044604925031e-16,17.566824924072,1.34606545535055,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Klf7",7.92099278016516,3.50253675686022,12.1880400526012,7.96486694808482,13.7737695022657,10.5559495966612
"Gm28981",0.670019953171218,0.572644623822817,2.22044604925031e-16,0.904922190797722,1.52331100162576,2.76808197410747
"Creb1",2.22044604925031e-16,2.45124668893255,3.89795913111783,4.61972458361055,6.21031881899545,23.0501167354564
"Ccnyl1",2.22044604925031e-16,2.52933658542711,2.22044604925031e-16,0.922676571326229,0.717248834657984,2.22044604925031e-16
"Fzd5",2.22044604925031e-16,1.3547933387334,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Plekhm3",9.6345748467928,4.06359232045433,5.43205876216033,11.6528837221524,11.6788002512756,8.41898515647192
"Idh1",2.22044604925031e-16,1.16963902559011,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Pikfyve",2.22044604925031e-16,2.5122067811789,2.22044604925031e-16,1.38482592619122,0.437595585511564,2.22044604925031e-16
"Rpe",2.22044604925031e-16,1.05553704669587,1.35455333153812,0.0889242620792622,1.12987180025301,0.268571983697797
"Kansl1l",14.4002341166423,2.22044604925031e-16,6.78101928618517,0.918517369744111,24.2461160810154,9.93970472871361
"Acadl",2.22044604925031e-16,0.992531051050872,0.964046544598267,0.551785674562535,2.22044604925031e-16,1.35705572106573
"Mreg",1.09785631805026,0.0960784372658437,2.22044604925031e-16,0.760014523143003,0.983880035957311,7.04570541531231
"Rpl37a",8.97317484391507,37.9520705731513,8.65742002729534,4.37137612983347,2.62808782536499,3.33389426710953
"Tns1",0.885662551740039,0.0717590665113417,0.779366903973693,2.04904274855337,0.222543110623969,1.27522503675235
"Rufy4",2.74538898304032,0.000247955052758413,2.22044604925031e-16,1.87832066992067,0.589853632677801,2.22044604925031e-16
"Cxcr2",10.5373578068293,0.78788380685756,20.3590087789158,39.8118892235519,24.0943846357651,13.3577175253309
"Cxcr1",2.22044604925031e-16,2.22044604925031e-16,0.943086170212811,1.17587228082869,0.582432866074113,0.90564906572664
"Arpc2",26.9085111448915,14.5885521526699,35.4650766194947,20.3737185520924,42.3461414210928,31.9438331667609
"Aamp",4.32418870061686,1.40933032540786,1.76286705178315,3.20854807264868,2.75680870273391,1.3377535854
"Tmbim1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.5927270168416,0.611412082158316
"Catip",4.31953101615768e-16,1.41789014676956,1.03837557590791,2.22044604925031e-16,3.13017472424155,2.22044604925031e-16
"Slc11a1",19.0442870031686,5.89422169296562,13.1630921166385,5.30943435389088,33.5959568431312,20.4244492156765
"Ctdsp1",2.17590364138827,0.617517975740922,4.88199203918295,2.54267014567288,3.54954237749972,1.94127044300251
"Usp37",3.06973915678833,2.46286599718807,2.22044604925031e-16,2.22044604925031e-16,0.873591765346684,1.79105698884038
"Rnf25",2.22044604925031e-16,2.22044604925031e-16,0.80726847063619,1.81030094931854,0.109595797444854,2.22044604925031e-16
"Nhej1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.90387659636583,0.598609941405723,2.22044604925031e-16
"Cnppd1",5.0781714495044,4.10114633029885,1.14898665150386,2.36959200805735,2.22044604925031e-16,2.95546345025281
"Fam134a",2.64728182692518,1.17263274008191,4.2230879944967,0.250513546297371,0.314408628311847,2.22044604925031e-16
"Zfand2b",0.0057595363635624,0.880732264025773,2.30658592992037,2.22044604925031e-16,0.525432716703487,2.50143365975547
"Atg9a",0.683159856684577,2.22044604925031e-16,0.515065932832102,2.22044604925031e-16,2.22044604925031e-16,3.88473751386528
"Ankzf1",2.22044604925031e-16,0.534673599184332,0.454977551111866,0.826964379153367,0.360135487060482,0.025824790543238
"Stk16",2.22044604925031e-16,1.98911696033127,1.26892188952591,1.71368264060557,1.5525199606896,0.416508849112467
"Tuba4a",2.22044604925031e-16,2.22044604925031e-16,1.31061661650064,2.91047576323546,3.26411222962874,3.95279074705771
"Dnajb2",2.00649583669332,2.22044604925031e-16,1.48880981121572,1.73663270731345,2.98279320802223,4.06599338107426
"Ptprn",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.928709701296865,2.22044604925031e-16
"Dnpep",0.305478065290464,2.22044604925031e-16,0.349904292588038,0.73996627038848,2.22044604925031e-16,2.22044604925031e-16
"Stk11ip",0.365168889571507,2.22044604925031e-16,2.22044604925031e-16,0.673964417640067,2.22044604925031e-16,0.574261746010016
"Ap1s3",2.22044604925031e-16,0.67304944541239,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Wdfy1",0.612313931516799,0.286285243133598,0.507031969206725,1.53029104492809,0.0545877323473757,1.56596612113662
"Cul3",6.38530791665439,0.806872481069703,2.82143177683997,7.7075846166869,17.1615809091745,12.7469973131631
"Dock10",2.22044604925031e-16,6.98255075361013,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,22.0180187181239
