"","V1","V2","V3","V4"
"Lypla1",0.35679066046901,1.41472540495667,1.13551579394557,1.37105407913941
"Tcea1",0.17364692733741,1.0741844361406,0.394357742803349,2.36489996597123
"Atp6v1h",5.9146189230862,0.850734482129951,2.50976898916656,2.65393743065635
"Rb1cc1",11.7242697619514,6.45187403276096,12.1349245164985,8.44331511365179
"4732440D04Rik",0.942672073973313,0.659056504839126,2.22044604925031e-16,0.701693416799863
"Pcmtd1",8.79650464382987,1.71677061710329,5.74668566130776,4.69609319771722
"Gm26901",0.645085517899749,2.22044604925031e-16,2.22044604925031e-16,1.2326546620204
"Sntg1",0.176195670015907,0.180584969504329,0.440616036409199,0.0811799848173744
"Vcpip1",2.95374114811868,1.37276020911003,2.08886314125703,3.03748926788654
"Sgk3",3.04997875915183,5.2063898363539,9.68661857923977,3.58349159749266
"Mcmdc2",2.22044604925031e-16,2.22044604925031e-16,0.73430658442106,0.299016736361215
"Ppp1r42",0.441081157889893,1.54187104710193,1.14371944384487e-05,2.22044604925031e-16
"Cops5",2.22044604925031e-16,1.421284238399,0.188104231866138,2.22044604925031e-16
"Cspp1",0.268102925411103,2.20694529630527,5.27487690010882,1.45150396091366
"Arfgef1",7.1197674404477,6.77773942248618,3.41922864497179,4.75840239300699
"Ncoa2",10.0210946523156,4.81216954099807,14.61216946527,3.18911089508724
"Tram1",0.639337309339505,2.65927081460721,0.978894911517003,0.714778039489111
"Lactb2",0.920058793083148,0.354836412602253,2.22044604925031e-16,0.0936407167970351
"Terf1",2.22044604925031e-16,0.294122936706289,0.90667888816029,0.509945544538013
"Rpl7",2.22044604925031e-16,18.3608037506025,0.101119220562911,4.31758114896367
"Rdh10",0.257650441789565,2.22044604925031e-16,0.566807795070102,0.733622113236206
"Ube2w",2.06688826533313,2.34988987826117,6.29645109764072,5.05472440324582e-05
"Tceb1",8.21611510495655,2.08237328595254,8.5626260263547,8.55375224221085
"Ly96",2.522441851801,3.10643512581505,2.64631906094456,1.52041939458335
"Tram2",2.22044604925031e-16,0.484182794508824,0.574030286710499,0.371449781347148
"Ogfrl1",15.1203828937449,7.35378111434649,17.634373700989,7.28279276715396
"Smap1",2.73466353315462,4.53976997327822,1.98671814447618,1.59968492653851
"Lmbrd1",13.0667788914063,4.18227723696185,3.40791604202499,5.09044952862679
"Phf3",3.2742697667242,1.97177394396725,6.22113808353681,1.78856025675662
"Ptp4a1",26.5027678679673,3.38119866683782,20.3023666068187,12.7100087834625
"Khdrbs2",0.110490496750391,2.22044604925031e-16,0.0372831875248351,0.94513856487566
"Prim2",2.22044604925031e-16,2.22044604925031e-16,0.451061510020034,0.127616412638871
"Rab23",2.22044604925031e-16,0.271914081720279,0.673081338352014,2.22044604925031e-16
"Zfp451",0.3002397229178,0.170662685012403,0.091301864684457,0.667697053002657
"Ccdc115",0.03613490898773,0.539711895757772,2.22044604925031e-16,0.233871315141759
"Imp4",0.773703448720527,0.0959749116873757,2.22044604925031e-16,0.83317995362663
"Ptpn18",0.914841211906775,9.39915040902687,3.96896168340869,4.56833229282023
"Fam168b",1.90332790927569,3.32874588722716,2.84452617126757,3.48109175735552
"Plekhb2",0.292211859636152,0.453944990471124,0.206329230003927,0.988999525057079
"Uggt1",2.22044604925031e-16,0.452125318224972,1.26632110140816,2.79969553523178e-07
"Neurl3",8.78594616082077,0.427230624987162,8.01808348315816,21.687622807817
"Arid5a",7.07999525098308,1.76014683070291,15.1100538696162,6.72966171596735
"4930403P22Rik",0.415044699913561,2.22044604925031e-16,0.261420015152574,0.235405844907454
"Kansl3",1.62929712839719,0.363093668048001,0.911887921493332,0.697027492777449
"Lman2l",0.239107384808076,1.12565483907077,1.27640201292794,2.22044604925031e-16
"Cnnm4",1.75686476285747,0.479949317212443,0.63507830461541,0.885709525935493
"Cnnm3",2.22044604925031e-16,0.297651216380685,0.413003965104634,0.22846789584409
"Cox5b",4.13443916015232,10.7267599902794,3.65711085148616,6.30778386134563
"Actr1b",0.13325690429418,0.829243295318893,0.505332943468615,0.538844204272145
"Tmem131",0.0288179208209246,5.00795747341253,5.91469479365835,0.294733521414471
"Cnga3",0.424208934383583,0.573988612874406,2.22044604925031e-16,0.490721929886599
"Inpp4a",7.93347601114922,6.33094648916,6.69135618858771,0.0419970588487563
"Coa5",0.257920986052485,1.72984050833628,0.609749703691727,1.84971868564788
"Unc50",1.27309823718209,1.65020265605003,1.33768202272088,0.57356200211586
"Mgat4a",9.48987046218245,2.99669602937704,6.44932594896327,3.45311053730898
"Tsga10",0.387195842114545,0.135647247269461,0.281306337393713,0.28217627995877
"Mitd1",0.334517446467279,0.941964475355733,0.328283151782797,2.04918262674141
"Mrpl30",0.0932322479688893,2.03726826078949,0.668780797370296,2.94834128931702
"Txndc9",0.885620582325447,1.98899068188163,8.1980341469939e-06,1.21322434467203
"Eif5b",2.22044604925031e-16,0.72784969540842,2.22044604925031e-16,1.04222186715352
"Rev1",0.111075280553481,0.41509126478553,2.22044604925031e-16,0.398429820023924
"Pdcl3",1.19821758117456,2.57559367607513,0.721908484373526,1.1533017857284
"Rpl31",2.22044604925031e-16,4.35585420602669,2.22044604925031e-16,3.57877610712548
"Tbc1d8",2.33782131772478,4.42455133570633,2.22044604925031e-16,0.958530603245616
"Cnot11",0.311855318144008,0.254468046892735,1.17210527096657,0.285703257043355
"Rnf149",62.3724025057865,9.21227230504112,57.8956599229832,37.3908716823379
"Creg2",0.228233461558296,2.22044604925031e-16,0.274884883506693,0.167355872465348
"Map4k4",3.33161277358111,6.50652519187373,2.22044604925031e-16,9.41180508050678
"Il1r2",69.9376735482862,8.14038187634785,62.3882436431589,38.5588896529988
"Gm16894",2.22044604925031e-16,0.168276350128991,1.71011460103199,0.90102568248189
"Il1rl1",0.357631236212273,0.566208499024687,2.22044604925031e-16,2.22044604925031e-16
"Il18r1",0.498268083141553,0.86938077027836,0.169836179571526,0.968768601217887
"Il18rap",21.9250167548432,6.14528822084173,21.4469622114734,9.37580426499892
"Uxs1",2.22044604925031e-16,0.226640050763559,1.17251276754575,2.22044604925031e-16
"Tpp2",0.640783095530014,1.51541262411142,2.16267627450078,2.68952121190402
"Tex30",0.288702821428973,0.139799851054629,0.426869348930731,0.129456298302331
"Ercc5",0.212693189780888,0.32142750560831,2.22044604925031e-16,2.22044604925031e-16
"Slc40a1",10.9019984197535,1.45867903076483,29.3377906131272,1.53594633347762
"Gm28321",1.06637102666659,2.22044604925031e-16,2.22044604925031e-16,0.0955909779807692
"Nabp1",16.1534623011981,8.94635848669638,7.21753603165221,4.16085963840432
"Stat4",4.52449613180297,3.26187421561569e-09,0.348785271451493,3.24030195896228
"Stat1",10.4887129312034,4.47493194858199,4.04614842437027,18.0771934332234
"Gls",14.5363437196254,0.610308203681316,14.6248506256931,14.9158054146811
