"","V1","V2","V3","V4"
"Xkr4",0.345805676145668,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Lypla1",2.22044604925031e-16,0.275462812774541,2.22044604925031e-16,0.953945748431769
"Tcea1",0.169224912769439,0.76619253089618,2.22044604925031e-16,0.955717862257861
"Rgs20",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.338941043835312
"Atp6v1h",2.02251466334357,0.950438539326212,1.33799276259074,3.23463295119478
"Rb1cc1",15.4411787122917,10.6961164972003,8.43034669301943,7.71471525584266
"4732440D04Rik",2.87922964895442,0.247723288122062,1.05309989716802,2.50202847982558
"Pcmtd1",8.92373692076242,2.25251001344688,2.13645004580283,9.69324063926704
"Gm26901",1.84753748261109,0.875603868935861,2.22044604925031e-16,2.22044604925031e-16
"Sntg1",0.932116378112547,0.788107151507395,2.22044604925031e-16,2.22044604925031e-16
"Mybl1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.279408724468893
"Vcpip1",0.268351528960866,2.22044604925031e-16,2.22044604925031e-16,2.17628675543743
"Sgk3",1.68207408156024,0.40003554678774,4.24724529533875,4.72620844450908
"Mcmdc2",0.173150142266731,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Tcf24",2.22044604925031e-16,2.22044604925031e-16,0.29828255193616,2.22044604925031e-16
"Ppp1r42",0.879083190070447,2.22044604925031e-16,2.22044604925031e-16,0.375643817277818
"Cspp1",2.22044604925031e-16,2.22044604925031e-16,0.370049589954242,6.13506975265384
"Arfgef1",2.01192228944353,1.59585564204616,2.35136552682214,14.1954108440616
"Cpa6",2.22044604925031e-16,2.22044604925031e-16,0.787303336539433,0.388202385176002
"Prex2",0.559276235020764,0.514006869976768,2.22044604925031e-16,0.216573038361883
"Ncoa2",2.4099596267176,2.00003336361786,3.66264781644405,9.47917313074069
"Gm29570",2.22044604925031e-16,0.457340317012034,0.253732571932005,0.140164950865629
"Tram1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.279408724468893
"Lactb2",2.22044604925031e-16,2.22044604925031e-16,0.241346915168696,0.283101152381546
"Kcnb2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.369864017919735
"Terf1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.279408724468893
"Sbspon",2.22044604925031e-16,0.20688288433387,2.22044604925031e-16,2.22044604925031e-16
"4930444P10Rik",2.22044604925031e-16,2.22044604925031e-16,0.244134490904692,2.22044604925031e-16
"Rpl7",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.64499299822898
"Rdh10",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.688282608680552
"Ube2w",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.807540357541789
"Tceb1",6.70217501840249,6.99866425446315,3.75967546666388,0.964551412394868
"Tmem70",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.355266210298
"Ly96",3.73877407427163,2.16853638224986,3.47575917530735,1.71915067658164e-06
"Tram2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.4073916798156
"Ogfrl1",16.8648449343839,14.752245924815,5.5089849480384,4.08881317278694
"B3gat2",0.242142952064413,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Smap1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.24875526159708
"Lmbrd1",13.9910573975149,2.22044604925031e-16,2.31596711864691,9.53346993314889
"Adgrb3",0.196143229245683,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Phf3",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.974049123109579
"Ptp4a1",33.2764103594634,22.9697482391385,16.9532237109721,5.30541657896266
"Zfp451",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.566795306617963
"Imp4",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.279969854303717
"Ptpn18",2.22044604925031e-16,0.634327701775379,8.11156172986998,2.73297236863028
"Fam168b",0.713836708289151,2.22044604925031e-16,0.51052329656044,4.01899655558722
"Plekhb2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.33347565360732
"Uggt1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.279408724468893
"Neurl3",18.1957443306408,35.9636020696287,13.514299443543,6.73518157428786
"Arid5a",6.16311683491899,7.03222601569939,4.34644481584975,2.22044604925031e-16
"4930403P22Rik",0.393571719971925,0.575302131970197,2.22044604925031e-16,2.22044604925031e-16
"Kansl3",2.22044604925031e-16,2.22044604925031e-16,0.402900898610756,1.43159928146994
