"","V1","V2","V3","V4"
"Lypla1",1.0263060417857,1.08343208944676,1.03636057378046,0.80264381425327
"Tcea1",0.151522673739577,0.558222676377767,3.40947218974477,0.140007290071077
"Atp6v1h",1.53879707382499,9.99464435596215,2.63657281382096,2.51517395566896
"Rb1cc1",7.29839824215649,5.8795165806988,9.24716913432128,13.9805654872257
"4732440D04Rik",2.22044604925031e-16,0.177287872047868,0.987642997150855,2.90333959088116
"Pcmtd1",4.51133397519493,10.0000865772049,4.41029935962681,9.19321210271125
"Gm26901",2.22044604925031e-16,1.96677560780488,0.712180343515708,1.04488514116073
"Sntg1",2.22044604925031e-16,0.181724370911665,0.461139221048966,0.0718681292408299
"Vcpip1",1.83447328353872,2.39964560644655,2.22044604925031e-16,1.86321003530836
"Sgk3",6.58666919893601,1.56485277667202,2.27304371099357,2.02030870926154
"Ppp1r42",1.35305327587884,2.22044604925031e-16,2.22044604925031e-16,0.343795098273954
"Cops5",0.122632661129824,0.663316092418782,2.22044604925031e-16,0.352700561427362
"Cspp1",3.81772316051025,1.44920197757238,2.22044604925031e-16,2.22044604925031e-16
"Arfgef1",5.25577728591729,9.91810537798943,3.66862142614032,10.7406703305982
"Prex2",0.025139163545559,2.22044604925031e-16,2.22044604925031e-16,0.35855576917546
"Ncoa2",7.60637664841975,7.97535505970102,5.59101305645763,9.32412683246878
"Tram1",0.86378789315747,2.24893714160778,2.22044604925031e-16,0.203561489823847
"Lactb2",0.214576478745469,0.640358946097546,0.3457770070699,0.106470563405622
"Terf1",0.119209920147238,0.8250589380887,2.22044604925031e-16,2.22044604925031e-16
"Rpl7",3.72860988693244,1.64859762785715,2.22044604925031e-16,2.22044604925031e-16
"Rdh10",0.398273889206006,0.792862903235555,0.0218255924157439,2.22044604925031e-16
"Ube2w",1.17389120316315,1.78957417697339,2.22044604925031e-16,2.31435975327386
"Tceb1",1.46818448277988,5.24460073253623,4.09112227020983,7.94155331788513
"Ly96",1.49409111001227,2.22044604925031e-16,2.01037336246747,3.36080166212211
"Tram2",0.429482884958039,0.458683024833899,2.22044604925031e-16,2.22044604925031e-16
"Ogfrl1",11.5395007382128,6.23431501455629,10.3827407376727,12.7200145202359
"Smap1",2.12616336818047,1.54634505757166,1.34082131474674,2.75689918060058
"Lmbrd1",2.07931834080542,12.4723964329254,4.75168619450254,11.6685858261949
"Phf3",3.64344070020618,2.80286838306225,0.226353456651431,1.75378868490965
"Ptp4a1",17.3138069990966,15.1098507603408,21.3466115796865,23.0786897969632
"Zfp451",0.322204251082347,0.531815863869269,2.22044604925031e-16,2.22044604925031e-16
"Ccdc115",2.22044604925031e-16,0.797997510846116,0.132670356839685,0.566200323400935
"Imp4",3.9382697837428e-16,1.75509660996986,2.22044604925031e-16,0.504562444320207
"Ptpn18",8.04925278680455,3.76573299784869,3.61391314126753,7.67681909792335
"Fam168b",1.86001604977467,6.9905348570396,2.0582807298684,2.64807574179838
"Plekhb2",0.112952422169423,0.888482651223273,0.615911394140583,0.323091503014805
"Uggt1",0.432401095606131,0.258923895793886,0.237155082753255,2.22044604925031e-16
