"","V1","V2","V3","V4","V5","V6","V7","V8"
"Lypla1",0.762975410059738,3.46270998235555,1.16759240234224,1.21526946911669,1.69072588263206,0.559153549264435,2.22044604925031e-16,2.22044604925031e-16
"Tcea1",3.25874430135149,0.799077959361586,4.0763582083376,2.22044604925031e-16,0.526281844717585,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Atp6v1h",1.77391210656966e-05,5.50400609412607,6.11443150604367,8.94678622505707,0.70585938915055,2.96662618915277e-12,10.820171006559,0.62604350883083
"Rb1cc1",8.13339919481975,0.0146822925215375,9.42010536858398,9.95696900187382,10.9877639383427,10.23691984354,16.4043326096347,7.62124487935304
"4732440D04Rik",2.38898183597305,2.22044604925031e-16,2.22044604925031e-16,0.302501772563323,0.930628401117066,3.70225469927277,1.29665467668119,2.22044604925031e-16
"Pcmtd1",0.562232138848685,3.78848650797113,7.07140746199381,8.96500287130668,4.15085442446599,15.5939267022198,9.7588664402449,5.14205534405241
"Gm26901",2.22044604925031e-16,2.22044604925031e-16,1.70657101441871,2.39522886646752,2.22044604925031e-16,1.63883252830412,1.10533000660619,2.22044604925031e-16
"Sntg1",0.931116554269596,7.7730555825778e-09,1.00907857614126e-08,2.22044604925031e-16,2.22044604925031e-16,0.324291864285645,2.22044604925031e-16,2.22044604925031e-16
"Vcpip1",0.251958508294392,3.48742859153372,0.11210027956906,2.43249262713136,1.87729281275164,1.8043722673057,1.11858287252635,1.66572794706649
"Sgk3",2.54931726873586,2.64135141119394,2.67291945414121,2.55457056292289,5.14332321655058,2.67788816799652e-09,1.25008278942657,7.62706569701583
"Ppp1r42",0.183602582375968,0.88027938206105,2.22044604925031e-16,2.22044604925031e-16,2.30046500043932,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Cops5",2.22044604925031e-16,1.22244521006108,2.22044604925031e-16,2.22044604925031e-16,0.455041565177382,0.924252414193325,2.22044604925031e-16,2.22044604925031e-16
"Cspp1",2.22044604925031e-16,3.62412698707184,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,6.77183278607698e-16,7.62318922386987
"Arfgef1",4.04166108570483,7.7291436844928,4.64495373625243,7.1534511672897,5.20491639992515,15.0505617958446,10.3876843380771,5.8942744529328
"Prex2",2.25193105842732e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.90235625450975,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ncoa2",1.5706848195702,3.87273246274313,10.201829200065,5.13110692875988,6.27049120778514,9.9060303472871,15.5198869358829,9.02053133763482
"Tram1",2.22044604925031e-16,4.664014397474,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.71012847164093,2.22044604925031e-16,1.3860588166779
"Lactb2",2.22044604925031e-16,0.93235543346668,0.688240665998277,0.577051699102473,0.560967020942159,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Terf1",2.22044604925031e-16,2.33537597701015,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.199460958788634,2.22044604925031e-16,0.11520873164956
"Rpl7",2.22044604925031e-16,11.8924109303353,2.22044604925031e-16,0.303172749223819,1.59554080101158,2.22044604925031e-16,2.22044604925031e-16,0.57002061897234
"Rdh10",2.22044604925031e-16,2.19042165241704,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.876019851122885,2.22044604925031e-16
"Ube2w",2.22044604925031e-16,3.18389093480166,2.22044604925031e-16,2.22044604925031e-16,2.04538426125814,4.13192638107928,1.22294134059098,1.02255280727986
"Tceb1",5.29061452422378,1.88983730254202,4.24682994038633,6.19788638582042,8.62093194216018,10.3315612538099,2.22044604925031e-16,0.350243206679212
"Ly96",3.44698675374073,2.22044604925031e-16,2.22044604925031e-16,3.94119593128785,4.27646074525263,0.727777724282058,0.331975859342242,1.01003030964253
"Tram2",2.22044604925031e-16,1.30295543144481,2.22044604925031e-16,0.354140196693017,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.413708046343725
"Ogfrl1",10.7985335973727,0.00467324816442999,9.73385882765465,15.3414206413065,20.9194603936396,8.84587632855705,2.91262376619171,9.47058529374478
"Smap1",1.53511553224394,0.766618753398364,1.4191778869617,3.38711357482297,4.79444730779459,1.15901089048587,1.04460957575266,1.07117071463038
"Lmbrd1",4.12523343365187,3.31916272608045,6.09118857124514,13.1441855794553,5.07640121843366,13.5020100951159,14.2156968127159,1.1071161529966
"Phf3",2.22044604925031e-16,5.59248805730607,1.33327533579582,2.22044604925031e-16,2.51558156820337,3.89017005888259,5.25264168755371e-11,4.6761562930181
"Ptp4a1",23.2819363619355,7.53181564696783,16.9191606241419,33.214361151585,25.0380417277778,13.2927955769032,16.2435336788596,14.6772132449242
"Zfp451",2.22044604925031e-16,1.54528862589788,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.0009464718040958,2.22044604925031e-16,0.671117092565967
"Ccdc115",2.22044604925031e-16,0.267503863695759,0.729598102489605,2.22044604925031e-16,2.22044604925031e-16,1.8900807213674,2.22044604925031e-16,2.22044604925031e-16
"Imp4",2.22044604925031e-16,0.37176935664632,0.445493069781961,1.20171799935619,0.250657156795126,1.66462439815694,3.20771267604614e-16,2.22044604925031e-16
"Ptpn18",4.32141764864368,2.409025673246,1.8241263058126,11.4213645742154,15.1740513126714,3.78058892723882,2.22044604925031e-16,5.43688165500813
"Fam168b",2.85664248795816e-15,3.66940380747291,6.38387550718732,3.01395903720858,5.50430874258489e-07,9.19614927918413,2.22044604925031e-16,3.89968026395944
"Plekhb2",0.763382515082305,0.71247702927236,0.655688533466137,0.118364299324268,0.172777373316136,1.34922724637464,2.22044604925031e-16,2.22044604925031e-16
