"","V1","V2","V3","V4","V5","V6","V7"
"Lypla1",1.05075672210794,0.951996311419156,1.4410714852902,1.10145934384449,2.22044604925031e-16,2.22044604925031e-16,2.17200536599713
"Tcea1",2.22044604925031e-16,1.16511158628751,2.22044604925031e-16,3.27806097668671,2.22044604925031e-16,0.928117523514046,1.22175355863973
"Atp6v1h",3.49550599414751e-08,7.39533719727078,4.41182716380464,0.0201694700646769,5.91194151867416,2.22044604925031e-16,4.75816726293157
"Rb1cc1",8.11018517746426,8.09700470799084,14.0161276795457,10.6226833737313,17.3381438434735,5.77301656362046,2.51257010193672
"4732440D04Rik",1.4382609037747,0.506968202178611,2.22044604925031e-16,1.48918756518012,2.13964718611594,2.22044604925031e-16,0.0487137566669682
"Pcmtd1",4.93530290264839,9.24595923598637,6.88314875425175,4.18799161694589,11.5795284595306,2.22044604925031e-16,5.62430991625131
"Gm26901",0.52499966117885,3.74271738037805,2.22044604925031e-16,2.22044604925031e-16,1.64228761070109,2.22044604925031e-16,0.00141410122853617
"Sntg1",0.236159599600629,0.700446748695973,2.22044604925031e-16,0.112833786238264,2.22044604925031e-16,2.22044604925031e-16,0.233026066693914
"Vcpip1",2.22044604925031e-16,0.970814928506289,1.0349452717281,2.22044604925031e-16,2.79994183040129,1.63841797298327,1.89976854533705
"Sgk3",2.89141437013366,2.61131416261559,10.4629222691104,3.22294856536347,3.6571827905701,5.02619534704848,2.69740383259641
"Mcmdc2",0.366600094543016,2.22044604925031e-16,0.451365892589423,0.31870253642099,0.14805416605611,2.22044604925031e-16,2.22044604925031e-16
"Ppp1r42",0.11041888372141,2.22044604925031e-16,0.211951828107533,2.22044604925031e-16,2.22044604925031e-16,1.70359079346195,2.22044604925031e-16
"Cops5",1.48854345875561e-10,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.35958597946915,1.6586017531043
"Cspp1",2.22044604925031e-16,2.55130465350171,4.46735141866137,0.436020701854129,2.22044604925031e-16,2.46515720038168,2.00240516300433
"Arfgef1",1.81321772880369e-10,2.50140637866635,4.29961073149891,2.92669028547056,8.84471493909192,7.43858065612671,8.1749328525601
"Cpa6",2.78834772041295e-07,0.183026397548506,2.22044604925031e-16,0.279499240462939,2.22044604925031e-16,0.3687412569644,1.09238971499662
"Ncoa2",7.08407251394676,5.43632122131112,13.7351464665067,5.20983502090446,15.2834996368009,2.02742552838058,7.95907800775075
"Tram1",0.117954934657922,1.93354853127656,1.0400345109054,2.22044604925031e-16,2.22044604925031e-16,4.20965914537168,2.30807781418265
"Lactb2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.01769831777942,0.161971606936304,0.860443378920895
"Terf1",2.22044604925031e-16,0.307445905156305,0.456231603413489,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.68163090904598
"Rpl7",2.22044604925031e-16,9.83298729660592,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,20.475592288182,15.7929757193873
"Rdh10",2.22044604925031e-16,1.03031679444721,2.22044604925031e-16,0.227093142761094,2.22044604925031e-16,0.78666213510592,0.144556178806295
"Ube2w",3.57488219895914,4.65974114885578,5.33458649186595,2.22044604925031e-16,2.23309879352533,3.56167091997281,2.11040347313679
"Tceb1",17.5179463762859,20.7787489337302,4.07768483730763,7.0464661953502,3.46992868757395,5.56648666144842,0.581326228517636
"Tmem70",2.22044604925031e-16,2.22044604925031e-16,0.626902124099519,2.22044604925031e-16,2.22044604925031e-16,0.208400349323204,0.295341678698057
"Ly96",5.2748105180254,1.74792856972056,3.02400507764232,2.72709059889332,2.22044604925031e-16,4.4148937510998,0.187806960588888
"Tram2",2.22044604925031e-16,0.526535393802923,0.293121593065248,2.22044604925031e-16,2.22044604925031e-16,0.376584016299182,0.738308437808895
"Kcnq5",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.37819857793506
"Ogfrl1",19.6787163424271,12.9175944417011,15.2483610601329,11.5485204753211,8.04786993294635,14.342846649778,1.13054900753301e-08
"Smap1",7.89762365500613e-13,3.73224358473656,1.03047080057316,0.92828333079733,2.50084071232379,7.0223627830275,4.15507505811635
"Lmbrd1",5.59470849959713,3.60648400435015,3.83697356368416,3.66882859934567,26.5739204213933,6.31247189459692e-14,6.5114782063215
"Phf3",0.287450468286791,2.14436640005617,8.38444355176747,0.0481367860285163,4.16316223009091,0.558398699832679,7.38289132560849
"Ptp4a1",35.2277546262154,23.088006327359,22.0651011763237,15.1132578194564,21.0820188566635,11.1572781208908,0.980113643274457
"Khdrbs2",2.22044604925031e-16,0.43573050301797,0.247903665594834,0.769732271012127,0.123634720846872,2.22044604925031e-16,2.22044604925031e-16
"Prim2",2.22044604925031e-16,0.0761237683086319,2.22044604925031e-16,2.22044604925031e-16,0.204088889855003,2.22044604925031e-16,1.63501636145645
"Rab23",2.22044604925031e-16,2.22044604925031e-16,0.125057398074178,2.22044604925031e-16,2.22044604925031e-16,0.790021308568685,2.22044604925031e-16
"Zfp451",0.533556255557137,0.235589996986866,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.72923661744087
"Imp4",2.22044604925031e-16,1.91735833728363,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.68392763803707,0.641169045459146
"Ptpn18",3.90503327852757,10.2408318256111,1.23157824316514,2.74209501433144,2.22044604925031e-16,14.4822143555903,4.04864131299757
"Fam168b",2.22044604925031e-16,6.69350612170843,4.07512306227279,2.22044604925031e-16,2.30122138945042,1.70384056507918,3.62824758226376
"Plekhb2",2.22044604925031e-16,2.22044604925031e-16,0.883504790617783,2.22044604925031e-16,0.512076707589074,0.72258364464711,0.703998223300562
"Uggt1",2.22044604925031e-16,2.22044604925031e-16,0.846180494491236,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.08035451945044
"Neurl3",9.68056788511862,12.1700759596523,9.21145219585966,29.8877332651142,13.6875460649939,2.22044604925031e-16,3.8510227751365
"Arid5a",11.2704809246542,6.90232157171033,18.639615944054,4.20411083845483,9.93351884684979,0.83730439020203,2.22186749425573
"4930403P22Rik",0.220757248450383,0.143573231079825,0.269652144681165,0.737406672889177,0.243593116975904,2.22044604925031e-16,2.22044604925031e-16
"Kansl3",2.22044604925031e-16,2.54173079860713,2.22044604925031e-16,5.49899651943403e-11,3.01265689282128,0.00691361164955784,2.2455140377493
"Lman2l",2.22044604925031e-16,2.22044604925031e-16,1.25606680504972,2.22044604925031e-16,0.700303398746697,0.516913998231333,0.504727259677191
"Cnnm4",2.22044604925031e-16,2.20996421207979,1.28073308561915,0.529789498643676,0.976520948827927,1.61043670568764,0.963077880409443
"Cnnm3",2.22044604925031e-16,0.332223081087343,0.0916146984862598,2.22044604925031e-16,0.177592509699687,2.22044604925031e-16,0.785519987774732
"Cox5b",3.97767284059292,14.6157061975974,2.48679066223521,5.45408439058327,1.68563636845361,12.357748925292,1.73397629286864
"Actr1b",0.891476376208504,1.40049921369694,0.252496744594033,2.03416707056921e-05,2.22044604925031e-16,0.552567460245122,0.478712907373563
"Tmem131",0.370290406287285,2.22044604925031e-16,4.57057308687136,2.22044604925031e-16,2.22044604925031e-16,4.85681480060565,5.09224469985997
"Cnga3",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.29738114091559,2.22044604925031e-16,0.914612160555302,2.22044604925031e-16
"Inpp4a",5.69396429868466,1.92836908181206,4.55479519922022,0.00145213331108021,9.99315453412736,9.66594563614334,1.26061553272372
"Coa5",0.926549906668695,2.21541479061631,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.19548643601532,0.566524529558943
"Unc50",1.73676005154374,2.863683061737,1.27563312983093,0.498606223402584,0.668416859880614,2.02034133339471,0.141209524757662
"Mgat4a",3.10594621710427,2.22044604925031e-16,4.56747182805542,6.29829545769059,14.1553388434614,6.57762292001154,0.401455050225827
"Tsga10",1.83220759157476e-14,2.22044604925031e-16,2.22044604925031e-16,0.698959401064102,0.298501572554224,2.22044604925031e-16,1.64390106459085
"Mitd1",2.22044604925031e-16,1.41977737699218,0.485513461502358,2.22044604925031e-16,2.22044604925031e-16,1.62018724670413,0.366682033543942
"Mrpl30",2.22044604925031e-16,2.41906570878324,2.66464002838598e-16,1.59014033337055,0.358125638907988,1.54276532620258,2.35308607984936
"Txndc9",1.24542740185583,3.2133343345719,2.22044604925031e-16,0.146059188233886,1.47822124068798,2.43676052164614,0.885255153404065
"Eif5b",2.22044604925031e-16,0.36105127186597,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.1224312455282
"Rev1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.149460114087654,2.22044604925031e-16,0.316061392037552,1.02951005241976
"Aff3",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.35389416348522
"Pdcl3",2.22044604925031e-16,1.95692317476734,1.56397739260373,1.01152961326034,2.46244915430264,5.02145643341988,2.22044604925031e-16
"Rpl31",2.22044604925031e-16,1.75033910166172,1.6690019279877,2.22044604925031e-16,2.22044604925031e-16,5.58785070432957,6.32068431583015
"Tbc1d8",2.46372699154386,2.22044604925031e-16,2.22044604925031e-16,2.0338893942482,3.10442210037409,7.50024342306146,2.11902742026679
"Cnot11",1.27686409551093,2.22044604925031e-16,2.22044604925031e-16,2.84518537430105,1.11126256057364,1.29811806339489,0.139172823443986
"Rnf149",72.4177452255284,29.7250454561192,51.5704637245344,73.7628788164759,61.6951430569154,10.7196295376022,2.52473769744384e-11
"Creg2",2.22044604925031e-16,0.389079462120716,0.0625163290273393,0.702052273082299,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Map4k4",2.22044604925031e-16,1.83944268793399,0.00778042759588496,15.2940923007225,5.7478679912624,0.581491629198523,11.2940678510964
"Il1r2",86.9802402615671,61.2274226809573,56.5100558253537,42.2169028983877,68.55357289539,21.8022588637243,2.00903685856683
"Gm16894",1.00414460327958,1.62619735621237,2.54974013985462,0.479846119928657,0.854134146058312,2.22044604925031e-16,0.43460567968649
"Il1rl1",0.260428591429066,2.22044604925031e-16,2.22044604925031e-16,0.554364501309668,1.83539260737936,0.160271007285355,2.22044604925031e-16
"Il18r1",1.62983512452843,0.237205471379985,0.315095178361978,0.86879036436418,1.65768568703104,0.00021242321257817,1.6124080331449
"Il18rap",19.2191593683503,0.787679333144663,23.3017344062618,22.2912076795726,30.0373751998338,2.07388779025605,4.99086134213057
"Uxs1",2.22044604925031e-16,2.22044604925031e-16,0.828411139976821,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.73718568033372
"Tpp2",2.22044604925031e-16,1.07958986826824,0.253926727474579,1.09481854060511,0.771424670029558,0.000179280621986113,6.14053480951966
"Tex30",2.22044604925031e-16,0.327078646503175,0.376884060521183,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.31231387208252
"Ercc5",2.32768286205227e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.991111217528434,2.22044604925031e-16,0.148139928589203
"Slc40a1",7.55550555295847,2.40270617953708,25.3162585834424,3.31822294029832,6.46321231533492,0.000172934462475648,1.6908902576035
"Gm28321",0.378248869022713,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.1727723068626,2.22044604925031e-16,2.22044604925031e-16
"Nabp1",11.2584841767729,6.49190958659804,7.83022526935348,4.68908747312065,24.0525349103099,9.10750662536431,3.3294392928493
"Stat4",1.03393621789898,2.22044604925031e-16,2.22044604925031e-16,9.77661787367746,2.72084302921251,2.22044604925031e-16,5.90353632034977
"Stat1",2.22044604925031e-16,3.34195919812872,9.10466702626121,7.12551255583905,5.3754880214908,3.8051310626694,1.69172979156611
"Gls",3.59787804526929,23.8156985017224,26.8554320304442,7.37175099533328,15.5380006567474,2.35048449858384,9.85437476829332
"Nab1",11.3449913738927,6.47660201919265,2.22044604925031e-16,29.8467938981985,22.4422943674788,6.40287696024713,0.668651310425653
"Tmem194b",0.306989502493293,2.22044604925031e-16,0.994530274886135,2.22044604925031e-16,0.0298451505450446,0.775843919904053,1.16116936342766
"Mfsd6",8.10841239930926,7.27715677589851,8.12097232040119,3.96442697060874,0.855406706883231,2.76692903681873,1.03530094652034
"Inpp1",0.783537953095455,0.296860213463855,2.40791185171687,1.96379180282712,3.29753248390238,2.89241318826207,0.242378025016196
"Hibch",2.22044604925031e-16,2.22044604925031e-16,0.525898463168853,2.22044604925031e-16,0.71020382312611,0.632240277093688,0.803170899325173
"Ormdl1",4.91734346309542e-07,0.725744908408759,2.22044604925031e-16,0.228258226561859,2.22044604925031e-16,0.789101290988012,1.05247969237223
"Asnsd1",1.03650842214591,0.352614934519405,0.576891336249055,2.22044604925031e-16,2.22044604925031e-16,3.35716384328556,1.27478671644613
