"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Lypla1",2.28531589680046,0.838019757729072,2.22044604925031e-16,2.35204355778136,1.41280079602325,1.14412778068946,2.22044604925031e-16,2.22044604925031e-16,1.7366110115629
"Tcea1",1.67019077830712,2.22044604925031e-16,3.36769947838669,4.73994168391556,0.804941118468256,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Atp6v1h",0.797627785141654,5.76478131124771,0.485882543731901,4.85487974057278,3.16146114351594e-16,4.25918256475215,7.86483646520362,0.00103183015855705,7.32580329856644
"Rb1cc1",2.76094170132899,8.31104596669758,8.63382910237736,2.92322971827291,1.94891443575864,9.33331470612441,20.9587671877237,4.15053599937468,18.2699349632957
"4732440D04Rik",0.593892724097712,1.06913831670666,0.00782236306202204,0.886478544470265,2.22044604925031e-16,1.48437459816078,1.32178203876794,0.85857336351045,2.22044604925031e-16
"Pcmtd1",0.4020240635767,4.87052635763617,4.38958529784018,8.31308091516742,2.22044604925031e-16,7.6769784512897,5.98452591855501,4.29476039384489,6.40827000069833
"Gm26901",2.22044604925031e-16,0.619143766935959,0.584242742405614,2.22044604925031e-16,2.22044604925031e-16,1.62210985695216,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Vcpip1",1.0461906604944,2.22044604925031e-16,1.53014343590221,2.37097687034428,2.22044604925031e-16,0.643307661485671,3.0528272868984,4.29732316405994,2.22805951642085
"Sgk3",5.99834443943191,0.89851877302578,2.22044604925031e-16,3.454132002259,6.56231266042698,3.29699532753583,3.72245968117052,1.06290985631995,12.8162578184977
"Ppp1r42",5.14885256116816,2.22044604925031e-16,0.39077323418654,2.22044604925031e-16,0.706573710403703,2.22044604925031e-16,0.307768071808252,0.0875231282600723,2.22044604925031e-16
"Cops5",1.60611877417225,2.22044604925031e-16,2.22044604925031e-16,3.66983795304907,1.52001839463178,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Cspp1",0.854869711191341,0.672003061660111,1.70937494417843,3.6455162510168,7.38486820622014e-06,3.02117327778042,2.82277621964869,2.22044604925031e-16,7.11399428549841
"Arfgef1",5.0631200388486,3.61185227999634,3.42584546476413,9.27350719703929,2.22044604925031e-16,1.96382601538144,10.9972970058947,2.52472392671641,4.41074881883272
"Cpa6",0.93118657413012,0.221533042429231,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.115038177918551,0.230014531071564,2.22044604925031e-16,2.22044604925031e-16
"Ncoa2",0.844833796750531,7.89202055325754,8.78495445422534,1.72643766924592,2.22044604925031e-16,5.33805573722411,15.4599132805163,0.333873618330058,21.1806267057991
"Tram1",1.82251777465735,0.551381880454194,2.22044604925031e-16,6.26890417816284,1.83400410320069,1.33259731317052,0.509756382623062,2.22044604925031e-16,1.80102381658696
"Lactb2",0.740207137228616,0.309495890193491,2.22044604925031e-16,1.14568914698135,2.22044604925031e-16,0.134496892695465,1.26788652762134,2.22044604925031e-16,2.22044604925031e-16
"Terf1",0.237095261888739,0.883830012091029,2.22044604925031e-16,1.30988212579501,0.299391444283194,2.22044604925031e-16,0.473289528810961,0.419144044742527,2.41625835193548
"Rpl7",26.4630393659757,2.22044604925031e-16,2.22044604925031e-16,27.7388461837902,42.8800456018334,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Rdh10",0.101494437968364,2.22044604925031e-16,2.22044604925031e-16,0.530109193827053,0.537872306030738,2.29390963479499e-12,2.22044604925031e-16,0.369110129364052,1.65103100822158
"Ube2w",1.01489487947245,2.90487778980642,2.22044604925031e-16,3.76187734954452,2.58203798400164,1.02593905720686,5.69663195075055,0.0215922731123031,10.6997676025267
"Tceb1",7.94168144880121,5.85871831038677,2.29171436880121,6.663982582433,16.097769611578,20.2514981096765,0.0320634316923944,4.32105867462194,2.22044604925031e-16
"Ly96",1.29614272122277,0.803379578640955,1.05225993018301,3.93070134058122,7.03091595299344,1.79151344209355,0.913892339385626,3.07245849012682,2.85801819879698
"Tram2",0.703982361347948,0.834852137741521,2.22044604925031e-16,0.494637305033338,0.044536569627959,2.22044604925031e-16,0.000289715090164596,2.22044604925031e-16,1.49796453884292
"Ogfrl1",8.22458137433059,4.88745634453013,2.59140698958103e-07,5.85418156231772,32.2161818927642,14.0540472445687,2.44199423500296,7.68967893291042,10.9900797587739
"Smap1",5.79443411907963,4.6110221938634,0.722319607316255,5.20588626102751,3.14172710528945,1.06627658550075,5.11952860628118,0.95696972181229,4.9058892027311
"Sdhaf4",0.478122186450366,2.22044604925031e-16,2.22044604925031e-16,1.31188769303501,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.397052717234537
"Lmbrd1",6.0942875798786,13.3696047216679,5.27706949411231,5.4313688331498,0.0158455884280739,7.39066198748278,20.4863870670397,2.52886662683453,9.53694348953525
"Phf3",0.749144666258683,6.3620936317064,2.00920085439685,5.67246378409136,0.160722632864321,2.98000794073487,4.925144687613,2.22044604925031e-16,10.1382446640612
"Ptp4a1",3.17538795745421,15.7926841456262,9.0574218504464,9.84017216727441,25.6262901586918,29.729701658388,9.04245416710032,6.65750349642615,8.96224163613054
"Rab23",0.733881284004058,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.337168631664755,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.962629898628302
"Zfp451",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.35617136816682,2.22044604925031e-16,0.395449325301213,0.206197699341447,0.214435294414051,0.67137069142985
"Ccdc115",0.594586188147836,1.99756506467811,2.22044604925031e-16,3.06977837468689,2.22044604925031e-16,1.23919020200167,2.22044604925031e-16,0.314435904715374,2.22044604925031e-16
"Imp4",0.295424207818457,1.28891858124095,2.22044604925031e-16,2.94978523691767,0.0767502245853204,0.64163718811898,0.949589372897488,0.37867188186467,6.404177083192e-11
"Ptpn18",6.74707487037462,2.22044604925031e-16,0.820287449605392,10.701157991789,8.77135294900388,2.14591396901411,2.22044604925031e-16,0.994584275976653,5.35245788564084
"Fam168b",2.70013040879029,5.31509401115431,3.21745886722996,9.03412200394542,0.396882331838452,2.84266646029926,4.32800328066007,0.681473261939841,5.52827814182764
"Plekhb2",0.547554255092328,1.60458519771594,4.54617535741408e-16,3.52721907120475,2.22044604925031e-16,0.843406896777138,0.662627424669054,0.104563023613356,0.570228982071538
"Uggt1",0.674660257293395,2.22044604925031e-16,6.18178992045579e-07,3.15825562801716,2.22044604925031e-16,2.22044604925031e-16,0.565574343289505,0.198086365681684,2.32175366664847
"Neurl3",2.22044604925031e-16,0.209592129343185,32.7631120150786,15.5120244593116,2.34695236987455,9.5387462322159,8.8265021806363,5.8087603391848,4.06397574904241
"Arid5a",1.52374746466503,1.12215001263343,2.22044604925031e-16,1.21136603142056,10.7661851842622,11.1087097526416,2.37369915983876,5.58263862430356,17.2813092237218
"Kansl3",0.0269232153630653,1.28332907422252,0.979656145719348,4.27419480171052,0.000113631430309643,4.1701542194443e-14,3.63218708663132,0.0773480004469462,0.462945547588787
"Lman2l",1.25457005754707,0.350035999745494,2.22044604925031e-16,1.24497400802099,1.05436744073851,7.0987703845465e-10,0.33278151042525,1.26145894393941e-06,0.943490676275942
"Cnnm4",0.228918404072314,1.17750379038563,1.07486251219815,3.30386080806468e-06,0.489536957390965,1.24011996989448,2.34568845001811,2.22044604925031e-16,1.54061898573805
"Cox5b",11.3378686387291,0.858528685103503,1.73421911310458,16.2981897533316,15.1105789109016,6.96898045462171,1.28890008519302e-15,7.26545410860157,2.22044604925031e-16
"Actr1b",0.357522612700355,2.22044604925031e-16,2.22044604925031e-16,1.56587649871666,1.27865468335718,0.47255329491964,2.22044604925031e-16,0.248528925047925,1.4914400867023
"Tmem131",4.43465297244816,3.29124990531496,2.22044604925031e-16,3.89135600881272,2.52714314995275,2.22044604925031e-16,2.20906395303855,1.15202199023504,8.62962831511004
"Cnga3",2.10199796307649,0.650537756820536,1.29081880627836,2.22044604925031e-16,0.301257852682745,2.22044604925031e-16,2.22044604925031e-16,0.328809142194006,0.100961528291935
"Inpp4a",7.95763905485207,5.47361842486273,2.53399705528506,0.00821807739792746,2.22044604925031e-16,1.41769615184481,14.4971672083401,2.13299948898548,12.7612138220749
"Coa5",1.53102823036313,0.946693814623028,2.22044604925031e-16,4.23611896188464,0.861536858151665,0.758211112543125,2.22044604925031e-16,0.630335624193817,0.0404102652209563
