"","SC78_1_r6_f1","SC78_1_r6_f2","SC78_1_r6_f3","SC78_1_r6_f5","SC78_1_r6_f6","SC78_2_r6_f3","SC78_2_r6_f4","SC78_2_r6_f5","SC78_2_r6_f6","SC78_4_r5_f2","SC78_4_r5_f3","SC78_4_r5_f4","SC78_4_r5_f5","SC78_5_r5_f1","SC78_5_r5_f2","SC78_5_r5_f3","SC78_5_r5_f4","SC78_5_r5_f5","SC78_6_r6_f1","SC78_6_r6_f2","SC78_6_r6_f3","SC78_6_r6_f5","SC78_6_r6_f6","SC78_8_r5_f1","SC78_8_r5_f3","SC78_8_r5_f4","SC78_8_r5_f5","SC78_9_r4_f1","SC78_9_r4_f2","SC78_9_r4_f4"
"Mybl1",0.418345287956283,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vcpip1",2.23682333487181,2.22044604925031e-16,1.28183606845383e-09,2.22044604925031e-16,2.22044604925031e-16,1.60645435695409,2.21325906738187,1.80246556858802,2.22044604925031e-16,1.39275116122603,1.86327831521064,1.40047149649046,0.242502293571635,2.01604438034349,4.24247262676339,1.19283426367028,1.64044779590431,3.15643778207516,1.26323569723766,1.77354146342583,1.39613716909505,1.97704442452776,1.74661595889364,1.14030314186705,0.391058957490677,2.22044604925031e-16,1.09006223812583,1.57959396181695,1.30074154133716,2.23226522340784
"Sgk3",3.62676352962208,4.84256997353812,5.10603483111504,2.22044604925031e-16,0.632906472461409,6.86661629405779,2.32029926163945,3.43415896054072,2.45755794910983,1.87466025367435,3.07333332955309,1.78611310517109,2.82497787063525,4.16804113307815,2.31417045483613,5.4086575816879,11.2730212049778,3.10549340183873,6.11294315423346,0.264644189016211,4.27319487679677,3.54675736769236,1.01832406277277,2.33840854038487,8.23580417212797,2.82606872853211,5.34774974609494,1.50597098491969,4.95486071758014,1.46436009312766
"Mcmdc2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.264782274910463,0,0,0,0,0,0,0,0,0.341564293367011,0.0591103835710938,2.22044604925031e-16,0.870768182144888,2.22044604925031e-16,0,0,0,0,0,0.260015274730276,0.328977296820942,0.199179637662308,0.119584020006893,2.22044604925031e-16,2.22044604925031e-16,0.536893611023355
"Tcf24",2.22044604925031e-16,2.22044604925031e-16,0.463237705439153,2.22044604925031e-16,2.22044604925031e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ppp1r42",0.478500341238473,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.38554707482158,0.109522612615024,2.22044604925031e-16,1.00753667130057,2.22044604925031e-16,0.383809695731189,0.569850564526319,2.22044604925031e-16,1.32056025804264,2.22044604925031e-16,2.22044604925031e-16,1.81859023987066,0.0804629211188844,0.397205796589384,3.99860521058071,0.264702866524885,0.0914259644348076,2.22044604925031e-16,8.3338027472501e-12,2.22044604925031e-16,0.114118350866329,2.22044604925031e-16,1.35390953593025,0.108920692059023,1.86223953250553,0.0199072217247204
"Cspp1",9.11860191043287,2.22044604925031e-16,0.617212408856678,2.22044604925031e-16,2.22044604925031e-16,6.64953284267484,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.73098590802582,0.906637408332177,0.0812684559165028,0.849817970552317,4.80360362687205e-14,4.99256324812862,1.34284108672595,5.2937714090095,0.328223804856731,0.872123578633532,1.60122990667626,1.56952395539865,4.18983123641646,0.311530265495297,2.22044604925031e-16,3.77909637085938,0.481580180525676,1.43530801307437,0.9288299331833,0.924156100484485,5.53527180493751
"Arfgef1",7.88777405889015,7.34293246292159,3.23293657766184,1.04736710464379,1.03103588134176,4.88789218581574,6.77135829623037,6.87113165756258,4.09129390346476,7.14237907259886,7.74410673374344,5.17363588403932,7.67023122170956,2.9270617374988,8.2096884383371,6.21560229951256,2.69727585568604,7.74569548926704,5.18421796678991,2.23300705398532,5.58286450274669,7.54622557089704,3.76308260935796,3.98658039627527,2.91469620885525,2.08844274957638,5.9562970453482,4.95294486930944,5.16035579741695,6.16729449526225
"Cpa6",0.586709939934676,0.273649728111668,0.878353854293038,2.22044604925031e-16,2.22044604925031e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610263540187925,2.22044604925031e-16,0.161739058041714,0.0459091029483378,0.147916461949204,2.22044604925031e-16,2.22044604925031e-16,0.13633435825272,0.170012801894867,2.22044604925031e-16,1.00391985999988,0.130705668771869
"Prex2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.192748286650633,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.558664037218436,2.22044604925031e-16,2.22044604925031e-16,0.154002572995642,2.22044604925031e-16,0.330389341380977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncoa2",8.8776726523693,5.03396758718961,3.47952629642153,2.10972781575812,1.39999742437008,10.2843142168178,5.63165922515575,5.19815207236337,7.45203795774126,7.05374060913881,11.3896657954098,8.29920780524946,4.53533175416436,0.637915328981854,9.32719808461035,4.19986496914114,15.5977087054545,11.124693384021,1.48777014436276,5.35940177153016,8.61793373770286,5.9274431966237,6.00048127771597,12.0059932133757,10.9608415138291,4.94337922024344,4.17061864999403,6.15393417412175,3.32290794110747,7.61685635374527
"Gm29570",2.22044604925031e-16,2.22044604925031e-16,0.392081469859087,0.464319539676671,2.22044604925031e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tram1",0.418345287956283,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.841891974580391,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.40216002736487,1.50882458044767,2.28815210414542,2.22044604925031e-16,2.46915192920499,2.82452102349909,0.511596623694033,0.630442838483443,2.21076499949113,2.22044604925031e-16,0.630598318144312,4.78689056209521,0.238408957250006,2.22044604925031e-16,1.1792641069357,2.22044604925031e-16,2.87256426614707,0.695208406355892,2.41153561932426,3.14572000384848
"Lactb2",0.423873783269803,2.22044604925031e-16,0.374815725788205,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.730754277471592,0.133145860318632,0.45531623465912,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.301754959668438,2.22044604925031e-16,0.476168925513034,0.131881228513177,2.22044604925031e-16,1.0495195692774,0.664047380242775,2.22044604925031e-16,0.600401215246629,0.987643930402583,0.0574119857050449,1.0128718552641,2.22044604925031e-16,2.22044604925031e-16,0.191606278675357,0,0,0
"Kcnb2",2.22044604925031e-16,0.281524472278051,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terf1",0.418345287956283,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.249862667168425,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.16011966351523,0.760260327912542,2.22044604925031e-16,2.22044604925031e-16,0.133896278378481,1.15597525111653,0.17194933142243,0.831206313536228,2.22044604925031e-16,0.47349474036774,2.22044604925031e-16,0.25755367069104,0.736125085279624,0.945704819779099,2.22044604925031e-16,0.246951649988367,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.817103725171593,1.70872155576789
"Sbspon",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.304301365383848,2.22044604925031e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930444P10Rik",2.22044604925031e-16,2.22044604925031e-16,0.379144876732348,2.22044604925031e-16,2.22044604925031e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpl7",2.4629691533014,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.741841813204974,0.333893473935098,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.10727218524983,1.43772453598379e-11,3.13802430688473,2.22044604925031e-16,12.2585371708055,15.5479768335193,2.22044604925031e-16,2.22044604925031e-16,37.3763436882045,2.22044604925031e-16,8.32376450803336,14.3411725969275,2.22044604925031e-16,2.22044604925031e-16,1.41403832368393,1.18139483456186,12.6441178371777,11.1488619141309,23.571906905089,8.96794908822418
"Rdh10",2.22044604925031e-16,0.463154727444904,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.466633137797686,1.28498992313441e-09,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.22423285715514,0.690000858992254,0.355308261875737,2.22044604925031e-16,0.623545270231418,0.295050365682791,0.29382110351619,0.134561328322694,0.00401001874012856,0.314146136354172,0.0806303487890642,0.137451392353194,2.22044604925031e-16,0.311659065799082,0.57010387432635,2.22044604925031e-16,0.358733203632251,0.821796565996678
"Ube2w",1.20909146288935,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.762047590425875,2.22044604925031e-16,1.34482360188338,2.22044604925031e-16,1.17550819305106,2.8950186352042,0.891508584938242,2.43249367790497,2.22044604925031e-16,4.15427722606794,1.76301839860891,6.16343813179196,1.8478814646276,1.49411329737975,2.22044604925031e-16,4.29109333089748,2.7603367038333,2.27997731294692,3.61794934371725,5.64531265196525,0.703046410891083,2.9309686629624,2.22029730640066,1.98005426781607,2.77139145667983
"Tceb1",1.02579521369533,8.80615436291197,0.858678359416345,10.4562568290514,5.63923772580868,2.22044604925031e-16,8.07137441721417,10.3611409999243,3.12002955763773,2.14589410062886,3.74833805442889,6.3697575151022,4.27603140886969,7.56860620279593,6.97701228947816,1.5105405856113,9.24992300814493,9.06378921052014,7.3747197726341,8.77317129005576,8.66047856818983,11.9230929278062,3.61041264845965,14.9292728584398,9.18165994027867,12.3005841583099,4.0970496405919,7.24109631568973,4.59964310463626,8.43680017441932
"Tmem70",0.531923064788912,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22044604925031e-16,0.380558319786652,2.22044604925031e-16,0.115710483807776,0,0,0
"Ly96",2.22044604925031e-16,3.80224345254551,3.44299427818297,1.94598368138187,2.19856387871623,1.03070885204427,2.4773069069513,4.84766013200183,1.09697256980568,2.61395628536909,1.43213128633611,2.22044604925031e-16,1.67705816676064,1.4977231524315,1.40076877486019,3.30232682481828,2.96527090832587,2.74580320758406,2.39960122538073,1.67984391271158,3.64725668895785,1.96382373305295,1.69341398624976,1.80114877390601,3.15049922073135,2.46741835553147,5.06523124075181,1.19462255634966,1.67591089003188,2.17567637081099
"Tram2",0.609968031339785,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.422509948324842,0.271177377610584,2.22044604925031e-16,2.22044604925031e-16,0.547307909210477,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.809495308954786,0.304594408584687,0.684529192268212,2.22044604925031e-16,0.634929862545768,2.22044604925031e-16,2.22044604925031e-16,0.298083735633504,0.590177732957239,2.22044604925031e-16,0.303336952739269,2.22044604925031e-16,0.122440495759311,2.22044604925031e-16,0.444788410110034,0.507316789274167
"Ogfrl1",5.35362119848885,8.87088639153462,5.20071979697041,15.8917820156152,18.4758562846526,8.98948440464808,14.5628433694159,17.72233727176,7.87706694130052,8.64428504810233,11.0675480454725,9.96126381510355,13.0843873787537,9.94142275513179,3.77525514921176,8.60458303937607,20.1790455202762,15.6147219660245,10.2716880417889,6.46523424416722,15.529883613384,5.31179937081332,5.19046257779822,13.2013615834348,15.7395170963592,13.3347422930141,16.3371755340239,7.64295831769511,7.0464310002917,5.16296260155131
