"gene"	"out"	"MP"
"Aamp"	1.73691074326048	"MP2"
"Ginm1"	1.73607452363364	"MP2"
"Ndufb11"	1.73384633197945	"MP2"
"Zfp597"	1.73323385870982	"MP2"
"Rnf14"	1.73184589299626	"MP2"
"Pak1ip1"	1.73086801135905	"MP2"
"Lypla2"	1.73057520541116	"MP2"
"Tsg101"	1.72832597187054	"MP2"
"Pabpn1"	1.72829978025501	"MP2"
"Fbxo38"	1.72681664030594	"MP2"
"Irf3"	1.72480555007218	"MP2"
"Ywhag"	1.72410256642993	"MP2"
"Psmb10"	1.72161431024262	"MP2"
"Skiv2l"	1.71657239787644	"MP2"
"Prpf39"	1.71442967513907	"MP2"
"Phf2"	1.7137422173962	"MP2"
"Kif21b"	1.71251388157909	"MP2"
"C1qtnf9"	1.71250576301101	"MP2"
"Kif3b"	1.71212241432054	"MP2"
"Prpf8"	1.71028748394033	"MP2"
"Ctnnd2"	1.70979809490133	"MP2"
"Iws1"	1.70725167733262	"MP2"
"Col20a1"	1.70672328933173	"MP2"
"Stk19"	1.70519543066922	"MP2"
"Zranb2"	1.70414497112701	"MP2"
"Naga"	1.70267443528409	"MP2"
"Sec61a1"	1.70219678267582	"MP2"
"Cnpy3"	1.70218425201894	"MP2"
"Tk2"	1.70212995082981	"MP2"
"Pip4k2c"	1.7017030497067	"MP2"
"Ppia"	1.70166387435425	"MP2"
"Osgin2"	1.70136650434025	"MP2"
"Cep128"	1.70134852759569	"MP2"
"Elk4"	1.70130898685747	"MP2"
"Nat9"	1.69420810568316	"MP2"
"Kdm3a"	1.69345656245115	"MP2"
"Gm16576"	1.69314909801493	"MP2"
"Lyrm1"	1.69171303259404	"MP2"
"Aff2"	1.69160321701349	"MP2"
"Hspa14"	1.69073693003001	"MP2"
"4930579C12Rik"	1.68958220336937	"MP2"
"Cic"	1.68759873668503	"MP2"
"Psmd8"	1.68751278505602	"MP2"
"Ubtf"	1.68562889281584	"MP2"
"Stard3"	1.68533544934229	"MP2"
"Tnrc6a"	1.68509255773921	"MP2"
"Zfp706"	1.68427441535602	"MP2"
"Eif4e"	1.68077948514451	"MP2"
"Stk26"	1.67956089188076	"MP2"
"Pdcd2l"	1.67832369098097	"MP2"
"Zcchc11"	1.67765577912	"MP2"
"Rbm38"	1.67665583653495	"MP2"
"Unc50"	1.67534982983595	"MP2"
"Mthfd2l"	1.67474714095224	"MP2"
"Ncstn"	1.67334306944081	"MP2"
"Ppm1d"	1.67106373091116	"MP2"
"Rab10os"	1.67070021232041	"MP2"
"Rnaset2a"	1.67052920619313	"MP2"
"Fam177a"	1.66951265871367	"MP2"
"Stxbp5"	1.66846684556781	"MP2"
"Gm10634"	1.66690410430006	"MP2"
"Nrm"	1.66644255015211	"MP2"
"Spata1"	1.66608068620252	"MP2"
"Sacm1l"	1.66570265726783	"MP2"
"Svip"	1.66457486185366	"MP2"
"Bcap31"	1.6636217828022	"MP2"
"Ganc"	1.66360685419921	"MP2"
"Dmkn"	1.66273135375961	"MP2"
"Gm42670"	1.6619023115233	"MP2"
"9330160F10Rik"	1.66168846192951	"MP2"
"Nfx1"	1.65934995474006	"MP2"
"Ldlrad4"	1.65423320464994	"MP2"
"Bag6"	1.65413076640139	"MP2"
"Chsy1"	1.65352605932667	"MP2"
"Rogdi"	1.65208142054386	"MP2"
"Dcaf11"	1.64964264226027	"MP2"
"Mapk1"	1.64893994447188	"MP2"
"Anxa3"	1.64757451255995	"MP2"
"Nt5dc1"	1.6447957496064	"MP2"
"Gmeb1"	1.64334199183067	"MP2"
"Upf1"	1.64261716134175	"MP2"
"Nup155"	1.64203923996264	"MP2"
"Setd7"	1.64149034548922	"MP2"
"Gm15564"	1.637839933928	"MP2"
"Arhgap25"	1.63761213908549	"MP2"
"Acaa1a"	1.63041176524628	"MP2"
"Slc39a4"	1.63013372970568	"MP2"
"Ube4a"	1.62996620301085	"MP2"
"Nup210l"	1.62970197542569	"MP2"
"Tubb6"	1.62810133425885	"MP2"
"Tspyl1"	1.62623547853664	"MP2"
"Phf14"	1.62473596219881	"MP2"
"A930015D03Rik"	1.62463618395527	"MP2"
"Ric8"	1.62450316824605	"MP2"
"Elavl1"	1.62354549206695	"MP2"
"Pan3"	1.61988216525219	"MP2"
"Ppp2r3d"	1.61615291406245	"MP2"
"Carm1"	1.6160079456711	"MP2"
"Isyna1"	1.61370351728605	"MP2"
"Ifitm6"	1.61188464193502	"MP2"
"Kmt2d"	1.60965478485335	"MP2"
"Cops4"	1.60945669050499	"MP2"
"Lrwd1"	1.60921853953412	"MP2"
"Myl4"	1.6067780085483	"MP2"
"Ttc16"	1.60598568664335	"MP2"
"Ern1"	1.60437391447535	"MP2"
"Plk4"	1.60423540471079	"MP2"
"4933423P22Rik"	1.60333593047186	"MP2"
"Iqcc"	1.6025911566572	"MP2"
"Tsc22d2"	1.6020876581104	"MP2"
"Mib1"	1.60093461007956	"MP2"
"Gclc"	1.5989747257159	"MP2"
"Rnf5"	1.59856322006281	"MP2"
"Casc3"	1.59463311689558	"MP2"
"1700058P15Rik"	1.59317273934173	"MP2"
"Trappc2l"	1.59225603389219	"MP2"
"mt-Nd4l"	1.59030515026452	"MP2"
"Fam46a"	1.58678902784986	"MP2"
"Sh2d4b"	1.5859619749518	"MP2"
"Fcrl1"	1.58591578817258	"MP2"
"Gm43672"	1.58458994081883	"MP2"
"Txndc9"	1.58359950935969	"MP2"
"Ndufs7"	1.58350508244566	"MP2"
"Hnrnpl"	1.58323516679414	"MP2"
"Sfswap"	1.58285526271171	"MP2"
"Zfp654"	1.58237012699552	"MP2"
"Sik2"	1.58071097920646	"MP2"
"Akap8l"	1.5796317610994	"MP2"
"Dido1"	1.57725095473365	"MP2"
"Mrpl17"	1.57470190264843	"MP2"
"Wdr59"	1.57450999114495	"MP2"
"Chtop"	1.57201284243969	"MP2"
"Msh5"	1.57174995233324	"MP2"
"Fxr1"	1.57170291477258	"MP2"
"Wdr77"	1.5717010403943	"MP2"
"Pwwp2a"	1.56762617441659	"MP2"
"Nnt"	1.56707801002629	"MP2"
"Atxn1l"	1.56632858628795	"MP2"
"Fgfr2"	1.56489067863497	"MP2"
"Dcaf6"	1.56465669744078	"MP2"
"Gm10709"	1.56409301934319	"MP2"
"Fmnl3"	1.56348936702144	"MP2"
"Kptn"	1.56286565499538	"MP2"
"Dnhd1"	1.56224932998926	"MP2"
"Cdc26"	1.56173392895005	"MP2"
"Gm26518"	1.56046059140392	"MP2"
"Fnbp4"	1.56024623742575	"MP2"
"Rbm17"	1.55935947509137	"MP2"
"Pcnx"	1.55832131543496	"MP2"
"Amz1"	1.55732443729454	"MP2"
"Hbs1l"	1.55530934197792	"MP2"
"Rgs19"	1.55507296264453	"MP2"
"Hdgfrp2"	1.55467260051585	"MP2"
"Amz2"	1.55437802072482	"MP2"
"Cd3d"	1.54869099526562	"MP2"
"2010111I01Rik"	1.54772916828576	"MP2"
"Cfap54"	1.54673390592128	"MP2"
"Fgfr1op2"	1.54643192606081	"MP2"
"Fcho2"	1.54599156517937	"MP2"
"Mpdu1"	1.54486156044517	"MP2"
"Ndufs5"	1.54480116093663	"MP2"
"Tmem183a"	1.54298113865182	"MP2"
"Trmt112"	1.54295810995137	"MP2"
"Jkamp"	1.54128332705877	"MP2"
"Ppcdc"	1.5404015649031	"MP2"
"Spcs1"	1.53693915017622	"MP2"
"Raver1"	1.536395809277	"MP2"
"Tyk2"	1.53570593169182	"MP2"
"Kin"	1.53192161269909	"MP2"
"Zfp652"	1.53136549525121	"MP2"
"Gid8"	1.52964264338597	"MP2"
"Nf1"	1.52957413636902	"MP2"
"Cxcr1"	1.52938045560936	"MP2"
"Vps16"	1.52868913439397	"MP2"
"Arl2bp"	1.52815970004125	"MP2"
"Rnf125"	1.52635182912351	"MP2"
"Sec24c"	1.52377865756711	"MP2"
"Mcu"	1.52314382250448	"MP2"
"Fbxo31"	1.5226359935008	"MP2"
"Mat2a"	1.52087756055863	"MP2"
"Ssbp2"	1.51966541579279	"MP2"
"Stub1"	1.51889398869059	"MP2"
"Kdm6a"	1.5187138345025	"MP2"
"Taf12"	1.51783827989084	"MP2"
"Rreb1"	1.51656835029983	"MP2"
"Plcb2"	1.51552541129323	"MP2"
"Vsig10l"	1.51183157629349	"MP2"
"Gpr137"	1.50727095680115	"MP2"
"Rfk"	1.50714650189864	"MP2"
"Dnah7a"	1.50464631572225	"MP2"
"Dynlt1b"	1.50388100300356	"MP2"
"Ttc32"	1.50355026213536	"MP2"
"Strip1"	1.50171858779592	"MP2"
"Mmd"	1.5012194178875	"MP2"
"Mllt4"	1.49818412916262	"MP2"
"Copb1"	1.49759688996829	"MP2"
"Utp14a"	1.49491804697375	"MP2"
"Lipa"	1.49403677887699	"MP2"
"Rbbp7"	1.49391944538836	"MP2"
"Kctd13"	1.49335548652688	"MP2"
"Hcfc1r1"	1.49252150280849	"MP2"
"Pkn2"	1.49122394880396	"MP2"
"Pias4"	1.49105299259833	"MP2"
"Smim19"	1.48963544034373	"MP2"
"Api5"	1.48807776588482	"MP2"
"Mea1"	1.48690461307634	"MP2"
"Smap1"	1.4868492910081	"MP2"
"Zrsr2"	1.48406351906104	"MP2"
"Kctd10"	1.48145819226207	"MP2"
"Kmt2b"	1.47852526480808	"MP2"
"Gdap2"	1.47760809113148	"MP2"
"Tmem203"	1.47741863130977	"MP2"
"H2afx"	1.47550390289063	"MP2"
"Mb21d1"	1.47392007662655	"MP2"
"Plod3"	1.47214438352074	"MP2"
"Insr"	1.47184178111887	"MP2"
"Gm15336"	1.47164660130069	"MP2"
"Gatad1"	1.47161574035094	"MP2"
"Lsm1"	1.46948712494054	"MP2"
"Arl6ip5"	1.46946775583	"MP2"
"Eif2s2"	1.46795377177664	"MP2"
"Thrap3"	1.46751660480659	"MP2"
"Gm15345"	1.46640688125737	"MP2"
"6330416G13Rik"	1.4659632233544	"MP2"
"Ift57"	1.46581957719403	"MP2"
"H2afy"	1.46577042932479	"MP2"
"Dynlt1f"	1.46442741165915	"MP2"
"Lbp"	1.46326405765776	"MP2"
"Eif1a"	1.46213047048453	"MP2"
"AU019823"	1.46050061875806	"MP2"
"Mau2"	1.45953781572488	"MP2"
"Casp3"	1.45931885353954	"MP2"
"Slc10a1"	1.45903065243979	"MP2"
"Elk3"	1.45689392640305	"MP2"
"Dubr"	1.45606671280939	"MP2"
"Card10"	1.45540382070277	"MP2"
"Eif1ax"	1.45442972532766	"MP2"
"Gm8013"	1.45415596623407	"MP2"
"Arrb1"	1.45349961699775	"MP2"
"Pmf1"	1.45263330465287	"MP2"
"Itgb7"	1.45209015060154	"MP2"
"Slc30a9"	1.44845941366285	"MP2"
"Osbpl11"	1.4472921833427	"MP2"
"Swi5"	1.44682003527812	"MP2"
"Impa2"	1.44576642538947	"MP2"
"Snx4"	1.44528977257073	"MP2"
"Ovgp1"	1.44478171043232	"MP2"
"Zranb1"	1.44433213356878	"MP2"
"Dvl1"	1.44417461612012	"MP2"
"Supt20"	1.44234004243294	"MP2"
"Asna1"	1.44074635744875	"MP2"
"Ctsh"	1.4395594373069	"MP2"
"Dync2h1"	1.43933467183587	"MP2"
"Mvd"	1.43902708784889	"MP2"
"Zufsp"	1.43727592010918	"MP2"
"Sar1b"	1.43706441470004	"MP2"
"Gm2245"	1.43593637929318	"MP2"
"Rell1"	1.4357600138583	"MP2"
"Wipf2"	1.43564570138538	"MP2"
"Myeov2"	1.43226853321464	"MP2"
"Fcgr2b"	1.43202854097509	"MP2"
"Stfa2"	1.42991219529172	"MP2"
"Grk4"	1.42960928193532	"MP2"
"Unc45a"	1.4286536537867	"MP2"
"Zfp62"	1.42437596155271	"MP2"
"Smg6"	1.42409871088708	"MP2"
"Psmb3"	1.42381987989545	"MP2"
"Nr1h4"	1.42377493420901	"MP2"
"Ndufb3"	1.42148765052854	"MP2"
"Ppp1r13b"	1.42143810264686	"MP2"
"Skp1a"	1.42054798371726	"MP2"
"Pde6d"	1.42020179765604	"MP2"
"Stap1"	1.41954618597834	"MP2"
"Sdhaf1"	1.41698303621832	"MP2"
"Hbegf"	1.41464787925523	"MP2"
"Jmy"	1.41373864852754	"MP2"
"Capns2"	1.41360954961141	"MP2"
"Mprip"	1.41139635593463	"MP2"
"Sap30"	1.41013989710812	"MP2"
"Cetn3"	1.40954504484128	"MP2"
"Cdc14a"	1.40853369470429	"MP2"
"Tbc1d4"	1.40772970051186	"MP2"
"Vnn3"	1.4076300415337	"MP2"
"Arid3b"	1.40740483380228	"MP2"
"St6galnac4"	1.40678123712872	"MP2"
"Map3k7"	1.40655395257215	"MP2"
"Lsm3"	1.4033771062442	"MP2"
"Pola2"	1.40293046812742	"MP2"
"Limk2"	1.40285657549221	"MP2"
"Myh10"	1.40064458729958	"MP2"
"Fam134a"	1.39997500355999	"MP2"
"Lypla1"	1.39962696398593	"MP2"
"Trappc4"	1.39936705379727	"MP2"
"Il12a"	1.39933337569468	"MP2"
"Rps7"	1.39891555353992	"MP2"
"1700123O20Rik"	1.39855054020006	"MP2"
"9230111E07Rik"	1.39837628309728	"MP2"
"Sympk"	1.39684595445892	"MP2"
"9830107B12Rik"	1.39468706504599	"MP2"
"Xrn1"	1.39463537506848	"MP2"
"Cnga3"	1.39378562798491	"MP2"
"Nr6a1"	1.39342061932331	"MP2"
"Psme2b"	1.3933188244952	"MP2"
"Pdia3"	1.39198755719218	"MP2"
"Gm15441"	1.39189201770776	"MP2"
"Usp37"	1.39003175199341	"MP2"
"Ppp4r1"	1.38879151592574	"MP2"
"Atp8b5"	1.38826044884805	"MP2"
"Sp3"	1.38599136083702	"MP2"
"Csad"	1.383340621111	"MP2"
"Tmx3"	1.37792653190681	"MP2"
"1810009A15Rik"	1.37745470987336	"MP2"
"Clec16a"	1.37717923235098	"MP2"
"Msh3"	1.37713616026759	"MP2"
"Dcun1d3"	1.37506866547998	"MP2"
"Tmem208"	1.37394139633988	"MP2"
"Brd1"	1.37199068309423	"MP2"
"Rbmx"	1.37133238021406	"MP2"
"Tnfsf13b"	1.36932854134695	"MP2"
"Kdelr2"	1.3682577955153	"MP2"
"Ldb1"	1.36803225856702	"MP2"
"Vta1"	1.3677466605386	"MP2"
"Dhx16"	1.36722906883946	"MP2"
"Nelfb"	1.36553603132377	"MP2"
"Timp2"	1.36336161965805	"MP2"
"Rdx"	1.36307174318294	"MP2"
"Ywhab"	1.36282255380534	"MP2"
"Idh3g"	1.36207872085041	"MP2"
"Stx12"	1.36111722585672	"MP2"
"Wdr33"	1.36075200608189	"MP2"
"Fam126a"	1.36015312049924	"MP2"
"Brms1"	1.35989412374195	"MP2"
"Gm17275"	1.35903737750462	"MP2"
"Ccar1"	1.3576386347926	"MP2"
"Ppp3r1"	1.35720599376047	"MP2"
"Smyd3"	1.35664649932959	"MP2"
"Gm17173"	1.3559135983688	"MP2"
"Golgb1"	1.35568288694375	"MP2"
"Zbtb20"	1.35552176337547	"MP2"
"Map3k3"	1.35442866238084	"MP2"
"Pqlc3"	1.35430944709976	"MP2"
"Smu1"	1.35277390199846	"MP2"
"Tbrg1"	1.35246283652978	"MP2"
"Gm19710"	1.35239429731195	"MP2"
"Chmp2b"	1.35153331284775	"MP2"
"Hrh2"	1.35075587749702	"MP2"
"Sphk2"	1.35032586755991	"MP2"
"Sh3gl1"	1.35025855462839	"MP2"
"Rfxap"	1.3495512999511	"MP2"
"Nbr1"	1.34823645830383	"MP2"
"Pnpo"	1.3472475694194	"MP2"
"Etnk1"	1.34693771965287	"MP2"
"Nelfcd"	1.34592854707509	"MP2"
"Treml2"	1.34575244755362	"MP2"
"Ceacam10"	1.34563802299062	"MP2"
"Prdx2"	1.34358805570906	"MP2"
"Tmem185b"	1.34194563257087	"MP2"
"Tpi1"	1.3418114150488	"MP2"
"Glod4"	1.33847080473908	"MP2"
"Cdip1"	1.33635089180168	"MP2"
"Cep95"	1.33622585512918	"MP2"
"Tspan14"	1.33611829670062	"MP2"
"Ppp6c"	1.33432286779831	"MP2"
"Tmem63a"	1.33408388534808	"MP2"
"Rtf1"	1.33144229013707	"MP2"
"Med12"	1.33143445699238	"MP2"
"Polr2k"	1.33097541763058	"MP2"
"Rnf41"	1.33074621153954	"MP2"
"Creb3"	1.33034749807783	"MP2"
"Atp5a1"	1.33004683043609	"MP2"
"Gm7160"	1.32979586697628	"MP2"
"Ttc39c"	1.3293230169013	"MP2"
"0610040J01Rik"	1.32828668210954	"MP2"
"Gm13157"	1.32804151301363	"MP2"
"Zbtb1"	1.3266027706787	"MP2"
"Tmc4"	1.32274544111156	"MP2"
"Slc35c2"	1.32170045171202	"MP2"
"Dscr3"	1.32123756334472	"MP2"
"Mbd6"	1.32098895467256	"MP2"
"Gpatch11"	1.32087434739783	"MP2"
"Aldh16a1"	1.31968735775565	"MP2"
"Sharpin"	1.31873678582351	"MP2"
"Pex7"	1.3176569898939	"MP2"
"Rnf6"	1.31676543728699	"MP2"
"Itm2c"	1.31612742452575	"MP2"
"Mysm1"	1.31526758227134	"MP2"
"Svbp"	1.31486423770489	"MP2"
"Socs4"	1.31409445612861	"MP2"
"Gm20604"	1.3118940096485	"MP2"
"Rnf166"	1.31102154495954	"MP2"
"Araf"	1.30980275834161	"MP2"
"Traf2"	1.30907740193542	"MP2"
"Camkk1"	1.30663165032039	"MP2"
"Rbck1"	1.30613572693704	"MP2"
"Cdkl3"	1.30506025362805	"MP2"
"Kif1b"	1.30497722002763	"MP2"
"Ccnyl1"	1.30170921982077	"MP2"
"Ikbkg"	1.30086204774225	"MP2"
"Trim11"	1.30074900675357	"MP2"
"Med14"	1.29897700007303	"MP2"
"Cd2bp2"	1.29864753944844	"MP2"
"St8sia4"	1.29742183330517	"MP2"
"Mzt1"	1.29731686116425	"MP2"
"Lamtor5"	1.29726443319722	"MP2"
"Bckdha"	1.29708553321302	"MP2"
"Dynlt1c"	1.29539290054756	"MP2"
"Cds2"	1.29304566501638	"MP2"
"Rmnd5a"	1.2926639053577	"MP2"
"Derl2"	1.2914293755081	"MP2"
"Urm1"	1.29113723101392	"MP2"
"Selp"	1.29041443072216	"MP2"
"Zfx"	1.28765083164418	"MP2"
"Med28"	1.28717885259465	"MP2"
"Hipk2"	1.28659683304282	"MP2"
"Xpo1"	1.28633681700765	"MP2"
"Mta3"	1.2860433628675	"MP2"
"Nt5dc3"	1.28501177567188	"MP2"
"Swap70"	1.28448766088813	"MP2"
"Ube2l6"	1.28446333351809	"MP2"
"Man1c1"	1.28332138792403	"MP2"
"Hspa9"	1.2819205321936	"MP2"
"Brwd3"	1.28189248562821	"MP2"
"Pfdn6"	1.28110723608396	"MP2"
"Asns"	1.2809814304758	"MP2"
"Auh"	1.28046297370219	"MP2"
"Ubtd1"	1.27910706867029	"MP2"
"0610040F04Rik"	1.27731585192065	"MP2"
"1200007C13Rik"	1.27618578053743	"MP2"
"Dbnl"	1.27562908207714	"MP2"
"L3mbtl4"	1.27536054888055	"MP2"
"Cul4a"	1.27455079361423	"MP2"
"Sema7a"	1.27277656610108	"MP2"
"Agtrap"	1.27265715335465	"MP2"
"Rbm22"	1.27117298048546	"MP2"
"Cnot3"	1.27055810365986	"MP2"
"Ran"	1.26909330610282	"MP2"
"Ints8"	1.26905652315243	"MP2"
"Abcg1"	1.26823075213336	"MP2"
"Lrp1b"	1.26692623910193	"MP2"
"Abca3"	1.26638199638616	"MP2"
"Cbr3"	1.26606700994808	"MP2"
"Egln2"	1.26427685438476	"MP2"
"Usp50"	1.26380193551861	"MP2"
"Apobec1"	1.26320467828342	"MP2"
"Usp53"	1.26275927107943	"MP2"
"9030624J02Rik"	1.26257068368472	"MP2"
"Rbbp4"	1.26176949372197	"MP2"
"Ube2r2"	1.26158066689222	"MP2"
"Uxt"	1.26157591571513	"MP2"
"Gak"	1.26124013725591	"MP2"
"Uckl1"	1.26095116392437	"MP2"
"Ate1"	1.26089241220223	"MP2"
"Slc35d2"	1.26059990660256	"MP2"
"Rev3l"	1.25884121683988	"MP2"
"Flnb"	1.25835392624316	"MP2"
"Rnf40"	1.25761929875567	"MP2"
"Fermt3"	1.25677956348538	"MP2"
"Cmtr1"	1.25648055503127	"MP2"
"Park7"	1.25590769035916	"MP2"
"Rbm28"	1.25489279416194	"MP2"
"Rgs18"	1.25378068413019	"MP2"
"Fam234b"	1.25369187715189	"MP2"
"Slc35f5"	1.25361581513025	"MP2"
"Hgs"	1.25250462983063	"MP2"
"Gm26545"	1.25249596415476	"MP2"
"Dnaja2"	1.25210839730099	"MP2"
"Gm26778"	1.25101884332603	"MP2"
"Armc7"	1.25072111127004	"MP2"
"Actr1a"	1.24931228322533	"MP2"
"Wwox"	1.24782188861375	"MP2"
"Mis18a"	1.24689038483663	"MP2"
"Sh3bp2"	1.24657131723333	"MP2"
"Anp32b"	1.24650238792348	"MP2"
"Mrpl45"	1.24528422987911	"MP2"
"Smad7"	1.24426877391432	"MP2"
"Ldah"	1.24386086028792	"MP2"
"Ctnna3"	1.24310075386199	"MP2"
"0610010K14Rik"	1.24150080281446	"MP2"
"Stam2"	1.24055393203681	"MP2"
"Tbc1d2"	1.240111132672	"MP2"
"Zbtb37"	1.24007234564998	"MP2"
"Psme3"	1.24006921645423	"MP2"
"Kpnb1"	1.23619814151636	"MP2"
"Shc1"	1.2336774495905	"MP2"
"Mpzl3"	1.23260507506663	"MP2"
"Erc2"	1.23083178922905	"MP2"
"Kcnab1"	1.22776091962298	"MP2"
"Piwil2"	1.22450487439096	"MP2"
"Tnpo1"	1.22390464372636	"MP2"
"Mrpl43"	1.22376274325258	"MP2"
"Sec61g"	1.22329675547156	"MP2"
"Rpl28"	1.22322048042774	"MP2"
"Supt3"	1.22311462917053	"MP2"
"Pkib"	1.22300376906775	"MP2"
"Zfyve27"	1.22264252068596	"MP2"
"Zfp672"	1.22223922530366	"MP2"
"Rmnd1"	1.22097964759865	"MP2"
"Bptf"	1.22017897562208	"MP2"
"Zc3h15"	1.21944561353374	"MP2"
"Micu2"	1.21915194659047	"MP2"
"Mgrn1"	1.21783921426691	"MP2"
"Madd"	1.216746584349	"MP2"
"Hdac5"	1.21653366433762	"MP2"
"Cd48"	1.21645200994955	"MP2"
"Man1a2"	1.21435597741637	"MP2"
"2610001J05Rik"	1.21361615667956	"MP2"
"Umad1"	1.21298822274249	"MP2"
"Trmt1l"	1.2118558187193	"MP2"
"Napg"	1.20918344389173	"MP2"
"Top2b"	1.20728333947488	"MP2"
"Cdc73"	1.20552596203101	"MP2"
"Wwtr1"	1.20544663683401	"MP2"
"Zfp335os"	1.20457598900909	"MP2"
"Ocrl"	1.20339402073981	"MP2"
"Gdi2"	1.20303116352574	"MP2"
"Tbc1d10b"	1.20073136648754	"MP2"
"Paxbp1"	1.2006079751851	"MP2"
"Rab33b"	1.19839187654763	"MP2"
"Nol10"	1.19736290122769	"MP2"
"A930007I19Rik"	1.19689386090448	"MP2"
"Atg4c"	1.1952984832399	"MP2"
"Papolg"	1.1949421297525	"MP2"
"Lrrc28"	1.19307986120032	"MP2"
"Tmem219"	1.19275317043658	"MP2"
"Ndufa8"	1.19269131798813	"MP2"
"Ltf"	1.19040360810252	"MP2"
"Psmd13"	1.19000342714159	"MP2"
"Ipo5"	1.18988203851993	"MP2"
"Setx"	1.18790328360036	"MP2"
"Nfyb"	1.18647343207039	"MP2"
"Abhd4"	1.18628645522982	"MP2"
"Srebf2"	1.18598233100305	"MP2"
"Arel1"	1.18530245338009	"MP2"
"Rfx3"	1.18460903108845	"MP2"
"Mrpl10"	1.18366387192514	"MP2"
"Ahcyl1"	1.18288382871836	"MP2"
"Clasp1"	1.18176187195505	"MP2"
"Irak1"	1.18068929489683	"MP2"
"Cd69"	1.17929901902261	"MP2"
"BC049352"	1.17875158915974	"MP2"
"Zfp335"	1.17839153171185	"MP2"
"Fxr2"	1.17611032034417	"MP2"
"Gm4876"	1.17535213554833	"MP2"
"Zfp692"	1.17449788311175	"MP2"
"Prkar2b"	1.17414594960228	"MP2"
"1700109H08Rik"	1.17367733725547	"MP2"
"Zfp617"	1.17186259065358	"MP2"
"Gm11696"	1.17185869363208	"MP2"
"Slc4a1ap"	1.17014473841682	"MP2"
"Mettl7a1"	1.16944942180048	"MP2"
"Rhoc"	1.16877493746477	"MP2"
"Gvin1"	1.16778265866067	"MP2"
"Mvb12a"	1.16650031320851	"MP2"
"Tmf1"	1.16478607323161	"MP2"
"Gm11827"	1.16400225687459	"MP2"
"Cdkn2aipnl"	1.16378526659472	"MP2"
"Gphn"	1.16297235809832	"MP2"
"Dpm2"	1.16209920548156	"MP2"
"Fbxw11"	1.16178633810364	"MP2"
"Coro2a"	1.16114646361119	"MP2"
"Copb2"	1.16002798957011	"MP2"
"Tapbpl"	1.15951050371445	"MP2"
"Pramef8"	1.1589526357587	"MP2"
"Bdp1"	1.15845779272245	"MP2"
"Casd1"	1.15821111179269	"MP2"
"Kdsr"	1.15804758342487	"MP2"
"Polr2j"	1.15717076751033	"MP2"
"Abcc4"	1.1536759234591	"MP2"
"Rfx1"	1.15300765373885	"MP2"
"Zmym2"	1.15251775105329	"MP2"
"Sema6b"	1.15140526998684	"MP2"
"Gtpbp2"	1.15086246316795	"MP2"
"Cnot2"	1.1508299647157	"MP2"
"Ndufb10"	1.14872359830096	"MP2"
"Slc36a3os"	1.14733869560935	"MP2"
"Fam195b"	1.14708201857149	"MP2"
"Ubap2"	1.14680896399313	"MP2"
"Trim8"	1.14456932223842	"MP2"
"Cyp4f13"	1.1438231914768	"MP2"
"Phkg2"	1.14174902134337	"MP2"
"Prkra"	1.14155062211694	"MP2"
"Sars"	1.14132965727649	"MP2"
"Cox6c"	1.14078720367044	"MP2"
"Atxn3"	1.13927780067817	"MP2"
"Alyref"	1.13523465848314	"MP2"
"Arl1"	1.13465378440725	"MP2"
"Bcr"	1.13463949043459	"MP2"
"Prosc"	1.13447430400246	"MP2"
"Sntg1"	1.13419687084363	"MP2"
"Zfp64"	1.13385048408515	"MP2"
"Atp2c1"	1.13381096051818	"MP2"
"Kansl1"	1.13147498123862	"MP2"
"Rps6"	1.13137837852169	"MP2"
"Pcnxl3"	1.13107742320972	"MP2"
"Ak2"	1.13092378515758	"MP2"
"Il18r1"	1.13082782516486	"MP2"
"Pla2g4a"	1.13056699319352	"MP2"
"Snx6"	1.13023610479253	"MP2"
"Gm33370"	1.12756185136922	"MP2"
"Myo18a"	1.12696209568816	"MP2"
"Whamm"	1.12643452290591	"MP2"
"Rbm27"	1.12539617145057	"MP2"
"Scamp3"	1.12357580100869	"MP2"
"Stx2"	1.12227282602681	"MP2"
"Coa5"	1.12134034341935	"MP2"
"Sod1"	1.11974337720945	"MP2"
"Pi4ka"	1.11781789458476	"MP2"
"Il18"	1.11663225687224	"MP2"
"Nhsl2"	1.11614924807463	"MP2"
"Zfp384"	1.11401821883791	"MP2"
"Glrx5"	1.11309719994425	"MP2"
"Dus2"	1.1124475897366	"MP2"
"Tacc1"	1.11227565796342	"MP2"
"Slx4ip"	1.10903160276225	"MP2"
"Nxt2"	1.10877350719679	"MP2"
"Blvra"	1.10791505053367	"MP2"
"Ptgs1"	1.10718145835006	"MP2"
"Lrch4"	1.10585377960242	"MP2"
"Dram2"	1.10566712327625	"MP2"
"Ints6"	1.10554230677869	"MP2"
"Stk35"	1.10503002464522	"MP2"
"Zkscan3"	1.10494918761668	"MP2"
"Slc8a1"	1.1040516456195	"MP2"
"Cdk6"	1.10399063333551	"MP2"
"Agps"	1.10258900305971	"MP2"
"Clec12a"	1.10177695450345	"MP2"
"Pacs2"	1.10157785134512	"MP2"
"Nae1"	1.10148849860187	"MP2"
"Mark3"	1.10121527079426	"MP2"
"Pex6"	1.10057936864661	"MP2"
"Tm2d1"	1.09897588163617	"MP2"
"Ndufa1"	1.09795414641472	"MP2"
