"","SC78_8_factor1","SC78_8_factor2","SC78_8_factor3","SC78_8_factor4","SC78_8_factor5","SC78_8_factor6","SC78_8_factor7","SC78_8_factor8"
"83","Osm","Samsn1","Map2k4","Rps27a","H3f3a","Prkcb","Sik3","Map1lc3b"
"84","Gadd45a","Sema4d","Atp2b1","Tnfaip2","Lmnb1","Rps14","Cmip","Oaz1"
"85","Snap23","Msrb1","Lamp2","Alox5ap","Trafd1","Map4k4","Grina","Mrpl33"
"86","Coro1a","Ncf1","Eif1","Rpl39","Plek","Rps29","Emilin2","Calm1"
"87","Arhgap15","H3f3a","Cdk17","Serf2","Cxcl2","Itsn2","Osbpl9","H3f3b"
"88","Txn1","Fgr","Ralgapa1","Arpc3","Ier3","mt-Nd3","Rabgef1","Glrx"
"89","Ipcef1","Btg2","Pde7b","Xylt1","Oas1a","Gdi2","mt-Co1","Uba52"
"90","Gm42418","Casp4","Dennd4a","Csf3r","Prdx5","Cyth1","Dennd4a","Cd9"
"91","Gab2","Fcer1g","Pim1","Ptprc","S100a8","Rbm39","Ankrd33b","Shfm1"
"92","Fau","Lcp2","Ets2","Tpd52","Sat1","Rpl36","Isg15","Rpl37"
"93","Pag1","Hcar2","Cd53","Egr1","Rab7","Rpl7a","Taldo1","Rps29"
"94","Lmnb1","Tnfrsf1b","Ccnl1","Chst11","Irf1","Rpl30","Tspo","Atp6v1g1"
"95","Igf1r","C5ar1","Gcnt2","Rps10","Tpd52","Peli1","Lilrb4a","Stfa2l1"
"96","Polr2a","H2-Q7","Ppp1r3b","Cd9","Neat1","Ambra1","Map1lc3b","Gpx1"
"97","Plek","2810474O19Rik","Ccr1","Cox8a","Ddx5","Rpl24","Ncf2","Nedd9"
"98","Fcer1g","Ankrd33b","Itpkb","Samsn1","Cd52","Rpl22l1","Ddx6","Gabarap"
"99","Ddx5","Ccl3","Lyst","H2-K1","Grina","Clint1","Clec4e","Mmp9"
"100","Gm5150","B2m","Arhgap15","Selk","Zfp36","Kansl1","Hmgb2","Rps16"
"101","Il1rap","Rps9","Suco","Mir142hg","Sdcbp","Sh3kbp1","Anxa1","Lcp1"
"102","Gadd45b","S100a11","Arhgap26","Rps13","Lst1","Osbpl8","Sorl1","Slc16a3"
"103","Usp32","Chst11","Rab7","Cd52","Cd274","Rpl35","Coq10b","Mmp8"
"104","Taldo1","Fbxo11","Notch2","Mxd1","Trem1","Fndc3a","mt-Co2","Rps10"
"105","Ccnd3","Fau","Ncf2","Rpl10","Litaf","Ctss","Lyn","Cxcl2"
"106","Lst1","Antxr2","Csf3r","Tiparp","Psmb9","Macf1","Pfn1","Gpsm3"
"107","Zfand5","Pnrc1","Por","S100a8","Ier5","Rpl26","Pnrc1","Atxn10"
"108","Atg3","Cd9","Fem1c","Calm1","Cd14","Nsf","Coro1a","Ncf4"
"109","Ncf2","Actr3","Sp140","Clec4d","Rnf149","Morf4l1","Pik3ap1","Fxyd5"
"110","March7","Tpt1","Jdp2","Cfl1","Pnrc1","Cnbp","Tiparp","Aldoa"
"111","Alox5ap","Gm42418","Tlr4","Ubc","Lyn","Fnbp1","Il1rap","Rhoa"
"112","Zyx","Ninj1","Vmp1","Zfp36","Cdk2ap2","Pbx1","Alcam","Rps13"
"113","Lilrb4a","H2-K1","Arg2","Hp","Gabarap","Fus","Gabarap","Il1b"
"114","Steap4","Relb","H3f3b","Etf1","Usp25","Smg1","Ier3","Eno1"
"115","Fxyd5","Ddx5","Rab8b","Csf1","Cd9","Srrm2","Cd52","Spi1"
"116","Entpd1","Entpd1","Inpp5d","Rpl30","Fcgr3","Hnrnpa2b1","Rab7","Cst3"
"117","Klf6","Nr4a1","Aff4","Coq10b","Pfn1","Birc6","Gm42418","Asprv1"
"118","Sfxn5","Ier5","Klhl2","Pla2g7","Tspo","Pik3c2a","App","Msra"
"119","Mctp1","Ddx6","Lcp1","Dhx40","Kpna4","Serbp1","Gm5483","Sri"
"120","H3f3b","Rab11fip1","Junb","Myl6","Sik3","Arid1b","Braf","Actr3"
"121","Cd300lf","Hspa5","Pbx1","Cdc42","Csf3r","Rpl15","Wfdc21","Rdh12"
"122","Sh2d3c","Lpcat2","Actr3","Gmfg","Msn","Rps23","March7","Mcl1"
"123","Grina","Lrg1","Wfdc17","Clec4e","Marcks","Prkch","Iqgap1","Mxd1"
"124","Dock2","Il1r2","Iqgap1","Sik3","Rps27","Son","Ptprj","Ddx5"
"125","Suco","Rabgef1","Fxyd5","Kdm6b","Clec4d","Fryl","Sh2d3c","1110008F13Rik"
"126","Pla2g7","Txn1","Ago2","Gm5150","Ets2","Epb41","Zfp36","Cox8a"
"127","Ltb","Traf3","Zeb2","Taldo1","2810474O19Rik","Dock11","Suco","Btg1"
"128","Fgr","Picalm","Slc11a1","2810474O19Rik","Plin2","Fbxl17","Vps37b","Timp2"
"129","Atrnl1","Cd44","Vps4b","Srsf5","H2-Q4","Rpl9","Lst1","Ube2d3"
"130","Trps1","Hp","Ptbp3","Vps37b","Spag9","Atp2b1","Nedd9","Rpl23"
"131","Sat1","Icam1","Adam8","Rps23","Rps9","Wnk1","Mrpl33","Rps27"
"132","Fbxl5","Ppp1r15a","Nfkbiz","Ier3","Cd47","Dock8","Gda","Sat1"
"133","Pde4b","Lst1","Cyp4f18","Rab7","Entpd1","Ccl4","Stfa2l1","Arf5"
"134","Whsc1l1","Gsap","Dhrs9","Trib1","Tspan13","Tra2a","Gm5150","Grina"
"135","Pim1","Fxyd5","Arih2","Rac2","Itm2b","Nipbl","Sat1","Gda"
"136","Lsp1","Adam17","Agpat9","Itm2b","Jund","Rplp0","Lamp2","Vasp"
"137","Spi1","Sorl1","Grina","Atp6v1g1","Tap1","Lrch1","Lsp1","Pygl"
"138","Bcl6","Rbpj","Trem1","Ier2","Arg2","Ikzf1","Actr3","Rpl37a"
"139","Ccrl2","Fndc3b","Runx1","Igfbp6","Plaur","Camk1d","Rac2","Rpl34"
"140","Nfkbiz","Jund","Zcchc6","Arpc2","Trim12c","Zeb1","Gcnt2","Ifitm1"
"141","Xylt1","Nfe2l2","Sntb2","Ddit3","Arpc3","Elf1","Anxa2","Rps14"
"142","Tspo","Smox","Trps1","AF251705","Lilrb4a","Ubac2","Gab2","Iqgap1"
"143","Rap1b","Gpbp1","Mir142hg","Sdcbp","Rnf213","Rpl17","Etf1","Trem1"
"144","Emilin2","Bcl2a1b","Mbnl2","Ube2b","Cxcr2","Vps13b","Ccnl1","Gnb2"
"145","Selplg","Ell2","Fndc3b","Pik3ap1","Arpc2","Sgms1","Osm","App"
"146","Anxa1","Kpna4","Dopey2","Oaz1","Slc15a3","Rps5","Baz2b","Junb"
"147","Prkcb","Iqgap1","Diaph1","Myl12b","Helz2","Stag1","Mir142hg","Myh9"
"148","Tspan13","N4bp1","Atrnl1","Atp6v0e","Sp140","Map3k5","Arpc1b","Tmbim6"
"149","Adgre5","Gpcpd1","Btg2","Rpl37a","Ccr1","Tbc1d5","Gnai2","Ier2"
"150","Camk1d","Trem1","Fbxo11","Rap1b","Actr2","Gls","Cd53","Rpl18a"
"151","Anxa2","Vasp","Fosl2","Hmgb2","Clic1","Lyn","Ctnnb1","Selk"
"152","Hcar2","Snx18","Mirt1","Lsp1","Sppl2a","Eml4","Rps27a","Cap1"
"153","Ankrd33b","Cd274","Slc15a3","Rps8","Fos","Aff1","B2m","Rpl30"
"154","Chst11","Pfn1","Irak2","Cyba","Gm42418","Baz1a","Fosl2","Sh3glb1"
"155","Pfn1","Rap1b","Rbms1","Cstb","Mir142hg","Celf2","Myl6","R3hdm4"
"156","Cytip","App","Etf1","Ncf2","Tapbp","Ankrd11","Ctsd","Arpc4"
"157","B2m","Mrgpra2b","Trib1","Rabgef1","Cd300lf","Rps10","Ptgs2","Arhgap15"
"158","App","Ctnnb1","Sdcbp","Braf","Lgals9","Utrn","Nfkbiz","Adam8"
"159","Dusp16","Hck","Stk17b","Ctsb","Tlr4","Mycbp2","Ier5","Dstn"
"160","Eif1","Pde7b","Pag1","Ddx3x","Chst11","Zfp638","Arpc2","mt-Co1"
"161","Tbc1d15","Pbx1","Arpc3","Hspa5","Ccnl1","Lrrc8d","Hcar2","H2afz"
"162","Abtb2","Ncf4","Gda","Gab2","Casp4","Inpp5d","Plk3","Ubl5"
"163","Rsrc2","Igsf6","Gm26740","Slc16a3","Upp1","Polr2a","Sdcbp","Dnaja1"
"164","Rab8b","Nfkbie","Plin2","Rnf149","Rnf114","Arid5b","Tnfaip2","H2afj"
"165","Irg1","Lsp1","Smchd1","Gm43661","Samsn1","Ago2","Ccl6","Ldha"
"166","Klhl2","Oser1","Slc22a15","Ier5","Socs3","Rock2","Pla2g7","Zyx"
"167","Apbb1ip","Cmip","Wnk1","Mbnl2","Map1lc3b","Myo1f","Stx11","Trem3"
"168","Dmxl2","Rac2","Chd7","Cytip","Zbp1","Kmt2e","Snap23","Dhrs7"
"169","Cdkn2d","Zfand3","Ddx5","Ncf4","Picalm","Gm20388","Pde7b","Glipr2"
"170","Fam134b","Adgre5","Gpcpd1","Polr2a","Antxr2","Thoc2","Rap1b","Ly6g"
"171","Ier5","Fas","C5ar1","Jdp2","Calm1","Ybx1","Mrgpra2b","Hmgn2"
"172","Hdac4","Lyst","Bcl2l1","Rpl27a","Oasl2","Mtdh","Atp6v1g1","Samsn1"
"173","Ctsd","Gpr132","S100a11","Rplp2","Cd44","Kmt2c","Por","Ube2b"
"174","Sdcbp","Cdc42ep2","Gk","Ccr1","Il1rap","Rps26","Cyp4f18","Mbd2"
"175","Rbm39","Txnrd1","Skap2","Sat1","Basp1","Ptbp3","Retnlg","Cox4i1"
"176","Mbnl2","Trem3","Rab20","Plk3","Irgm1","Aff4","Gmfg","H2-K1"
"177","Mctp2","Slc15a3","Chd2","Gnai2","Cst3","Foxn3","Myl12b","Atp6v0e"
"178","Ndel1","Ccnl1","Plk3","Rps21","Myl12b","Zfp148","Btbd9","Rpl41"
"179","Cd44","Lilr4b","Tnfrsf1b","Entpd1","Epsti1","Rps27","Cyba","Rplp0"
"180","Atp8a1","Irak3","Slc2a1","Ndel1","Ptprc","Rassf3","Prr13","Ncf2"
"181","Cd52","Zc3h12a","Stat3","Fos","Fgl2","Itga4","Zyx","Tpm3-rs7"
"182","Fgl2","Arpc3","Gtdc1","Pfdn5","Gsap","Ncoa1","Dusp16","Ctsd"
"183","Pglyrp1","Trps1","Marcks","Gm2a","Xylt1","Igf1r","Sp140","Gpi1"
"184","Antxr2","Steap4","Ifitm2","Snap23","Atf3","Uvrag","Cd300lf","Tpm4"
"185","Cyba","S100a6","Nlrp3","Tceb2","Ube2d3","Ltb","Tpm4","Hck"
"186","Ncor1","Lyn","Kdm6b","Ube2d3","Gng5","Gm10073","Arpc5","Fis1"
"187","Nup98","Cd52","Dgat1","Atp6v0d1","Irf2","Ankrd12","Ell2","Rpl27a"
"188","Samsn1","Emilin2","4932438A13Rik","Emb","Cd53","Ncf1","Lilr4b","Emb"
"189","Fyb","Dock2","Gfod1","Rpl37","Ier2","Jak1","Lyst","Jund"
"190","Serinc3","Ubb","Zfand3","Ctsd","Rps29","Pip4k2a","Atg3","Slfn2"
"191","Lamp2","Igf1r","Ctsd","Fam134b","Ifi35","Hnrnpa3","Selk","Cnn2"
"192","Fcgr3","Gmfg","Cltc","Arpc5","Gab2","Nfkb1","Marcks","Samhd1"
"193","Prr5l","Zc3hav1","2810474O19Rik","Mrpl33","Ubc","Klf2","Gpcpd1","Lst1"
"194","Klf3","Grina","Cd300lf","Coro1a","Emilin2","Rps16","Pglyrp1","Rap1b"
"195","Mir142hg","Nab1","Snap23","Rps14","Cap1","Rps17","2810474O19Rik","Lrrfip1"
"196","Ccr1","Nadk","Elmo1","Anxa2","Anxa2","Cdk13","Lcn2","Chil1"
"197","Actr3","Neurl3","Syk","Dusp5","Ncf4","Lims1","Ddx3x","Lmnb1"
"198","Sell","Arhgap26","Cnnm2","Nudt4","Myl6","Dyrk1a","Ralgapa1","Plin2"
"199","Nfkbia","Il1f9","Rlf","Nfe2l2","Cxcr4","Faf1","Cdc42","Litaf"
"200","Arih1","Susd6","Pafah1b1","Rps3","Alcam","Srrm1","Sell","Vim"
"201","Kdm7a","Slc16a3","Myh9","D8Ertd738e","Baz2b","Rpl21","Igf1r","Mctp1"
"202","Rac2","Skap2","Klra2","Rbm39","Lcp1","Rps4x","C5ar1","Hcst"
"203","Rapgef6","Syk","Pitpnc1","Grina","Tnfrsf1a","Dgkd","Cyth1","Psap"
"204","Adipor1","Tank","Tnrc18","Serinc3","Cox8a","Ifrd1","Kdm6b","Chmp4b"
"205","Ptpre","Arih2","Dusp5","Rplp1","Rac1","Lcor","Ifitm3","Scand1"
"206","Tgfbi","Gcnt2","Egr1","Ptafr","Bcl2l1","Atp9b","Adam8","Fcgr3"
"207","Cd33","Fosl2","Csf2rb","Rhoa","Trim30b","Pitpnc1","Nlrp3","Rpl10"
"208","Il13ra1","Chil1","Slfn4","Gm10076","Lamp2","Tsc22d2","Mcemp1","Pilra"
"209","Tra2a","Ddx3x","2810403A07Rik","Csrnp1","Dtx3l","Camp","Csrnp1","Lyn"
"210","Tmem164","Ifnar1","Homer1","Arg2","Cyba","Pak2","Gapdh","Hacd4"
"211","Map1lc3b","Rab20","Top1","Ankrd33b","Fcgr4","Ankhd1","Skap2","Atp5l"
"212","Ptpn1","Ndel1","S100a6","Ptk2b","Nfe2l2","Crlf3","Trib1","Atg3"
"213","Ddx3x","Baz1a","Mctp1","Skap2","Cdc42","Fam172a","Sepn1","Chchd2"
"214","Clec4d","Coq10b","Tnrc6b","Ifitm3","Csrnp1","Cd47","Anxa11","Serp1"
"215","Calm2","Ntng2","Wbp1l","Cmip","Inpp5d","Irf2","Tspan13","Ppp1ca"
"216","Pip5k1b","Ctsz","Sp100","March7","Zfand5","Zfp36l2","Cytip","Cyp4f18"
"217","Ccl6","Fbxl5","Cxcl3","Hcar2","Hcar2","Bclaf1","Glrx","Fbxl5"
"218","Ctnnb1","Alox5ap","Npepps","Alcam","Cfl1","Ash1l","Fam134b","Rpl17"
"219","Cxcl2","Anxa1","Hpcal1","Sub1","Ptgs2","Npepps","Cxcr2","Rhog"
"220","Tnfaip2","Bcl2l11","Arhgap24","Irg1","Psme2","Atrx","Tgoln1","Sgms2"
"221","Ppp3ca","Jdp2","Msrb1","Fosl2","Hck","Huwe1","Jdp2","AB124611"
"222","Rps27a","Bcl3","Sh2d3c","Msn","Ppp1r3b","Calm2","Mbnl2","Kdm7a"
"223","Atp6v1g1","Basp1","Fnip1","Tgoln1","Dclre1c","Chka","mt-Cytb","Sub1"
"224","Ankrd11","mt-Atp6","Isg15","Zfand5","Tiparp","Tnrc6c","Spi1","Itgb2"
"225","Ets2","Cd300a","Ap2b1","Cd53","Csf1","Senp6","Cdk2ap2","Atp11b"
"226","Elmo1","Prdx5","Anxa11","Sh3bgrl3","Steap4","Tnrc6b","Pbx1","Tpm3"
"227","Ptpn12","Snx20","Rdh12","Gla","Pfdn5","Taok3","Hif1a","Uqcrh"
"228","Wipf1","Mefv","Mrpl33","Sorl1","Arih2","Ezr","Ube2d3","Tarm1"
"229","Cdc42","Osbpl9","Gsk3b","Zfp36l2","Ctsd","Nfat5","Cfl1","Ccr1"
"230","Mtus1","Tra2a","Abtb2","Clic1","Xaf1","Arfgef1","Cd84","Ier5"
"231","Gls","Xylt1","Pum2","Chchd2","Pkm","Prkce","Itm2b","Capza1"
"232","Csrnp1","Ccr1","Kctd12","Ccnl1","Cytip","Fam49b","Fem1c","Cmip"
"233","Slfn2","Spi1","Sepn1","Ssu72","Igtp","Acap2","Egr1","Hdc"
"234","Gmfg","Nr4a3","Nfe2l2","Ppp1r2","Gadd45b","Zc3h15","Syk","Stk17b"
"235","Notch2","Nfkbid","mt-Co1","Rabac1","Chmp2a","Fam107b","Clic1","Rps23"
"236","Etf1","Gtdc1","Fcer1g","Rpl38","Fam134b","Wac","Rps27","Rac1"
"237","Mapkapk2","Tax1bp1","Nup98","Fnip1","Ell2","Atp8a1","Slc15a3","Rpl28"
"238","Trim30a","Btbd9","Mapkapk2","Sntb2","AW011738","Pdcd4","Arih2","Myl12a"
"239","Clk1","Mcemp1","Whsc1l1","Dnaja1","Wnk1","Ncor1","Selplg","Cd44"
"240","Coq10b","Socs3","Bre","Fam32a","Ndel1","Usp34","Ptp4a1","Il1r2"
"241","Slc40a1","Coro1a","Map3k5","Tmbim6","Rbm39","Cnot6l","Pkm","Hpcal1"
"242","Il17ra","Tlr2","Crem","Rsrp1","Atp6v1g1","Gnaq","Mapkapk2","Upp1"
"243","Gnai2","Jak1","Fbxl5","1700112E06Rik","Trps1","Gm26825","Slfn4","Ier3"
"244","Slfn4","Taldo1","Tgoln1","Hnrnpf","Egr1","Cdc42","Trem3","Stfa2"
"245","Rassf3","Skil","Pdlim5","Emilin2","Irgm2","Eef2","Cap1","Diaph1"
"246","Ccnl1","Traf1","Celf2","Klf6","Plk3","Tle4","Kctd12","Aldh2"
"247","Txnip","Optn","Gm26756","Supt4a","Klf6","Baz2b","Notch2","Hspa8"
"248","Themis2","Atp2b1","Il18rap","Ifi27l2a","Tra2a","Itch","Fam49b","Clec4e"
"249","Msn","Snx10","Pias1","Antxr2","Ist1","Rock1","Ncf4","Selplg"
"250","Arpc1b","Pla2g7","Synj1","Basp1","Il1rn","Adam10","Rab8b","Ndel1"
"251","Hif1a","Rps27","Cdkn1a","Suco","Kdm6b","Rsrc2","Ptafr","Itgam"
"252","G0s2","Batf","Eea1","Marcks","Rac2","Abi1","Fam65b","Sell"
"253","Il1f9","Asprv1","Pde4b","Mapkapk2","1810037I17Rik","Dennd1b","Nudt4","Cxcr2"
"254","Numb","Ifnar2","Lrrfip1","Eif5","Skap2","Rab2a","Rab20","Ptprc"
"255","Slc7a11","Lcn2","Cap1","Cox6b1","Tgm2","Rps12","Ubc","Dazap2"
"256","Herc4","Hmgb2","Ankrd11","Cox4i1","Zcchc2","Tra2b","Cdkn1a","Mir142hg"
"257","Prr13","Tgif1","Kdm7a","Chmp4b","Slc7a11","Xrn2","Rhov","Snx18"
"258","St8sia4","Cst3","Rbm39","Hnrnpc","Ncf2","Itpr2","Prdx5","Gpx4"
"259","Gm20388","Gabarap","Mgea5","Ctnnb1","Ptafr","Rab10","Slc11a1","Alcam"
"260","Itgal","Sqstm1","Tyrobp","C5ar1","Sntb2","Wipf1","Adgre5","Lilrb4a"
"261","Arpc3","Mapk6","Sell","2310001H17Rik","Calm2","Dnaja1","Klf3","Atp6v1f"
"262","Pkm","Rps29","Ddx3x","Btbd9","Whsc1l1","Lcorl","Tax1bp1","Capzb"
"263","Trem1","Tgoln1","Stx11","Dazap2","Clec2d","Col4a3bp","Ypel3","Esd"
"264","Dhrs9","Fgl2","Tet2","Rheb","Gcnt2","mt-Atp8","Rdh12","Rnf130"
"265","Myo1f","Atrnl1","Rap1b","Fam49b","Nampt","Cux1","Csf2rb","C5ar1"
"266","Mef2a","Lrrc25","Cers6","Ptp4a1","Parp10","Birc3","Nfe2l2","Gm10076"
"267","Slpi","Nedd9","C130026I21Rik","Top1","Syk","Myh9","Themis2","Calm3"
"268","2810474O19Rik","Gm5150","Arid4b","Rps25","Lrg1","Kdm5a","Ube2b","Chmp2a"
"269","Slc6a6","Ctsb","Qsox1","Tra2a","1700112E06Rik","D930015E06Rik","Zcchc6","D8Ertd738e"
