"","V1","V2","V3","V4"
"Lypla1",0.782850057710881,2.46649150991778,1.63708362014071,1.81574396502337
"Tcea1",1.00568801633655,1.36346153882296,1.20743569938135,2.23270965453175
"Atp6v1h",3.43925844850611,2.05790362077869,1.28610145957347,6.09025300958068
"Rb1cc1",11.9638262245239,4.05512732111813,14.7746513551089,9.271500507333
"4732440D04Rik",0.744256756116788,0.234104096742056,0.261120614375776,0.797393225797184
"Pcmtd1",2.26571656139003,1.43506157733842,4.8062161131693,9.14984084543532
"Vcpip1",1.57959396181695,1.30074154133716,2.8233781413007,2.23226522340784
"Sgk3",1.50597098491969,4.95486071758014,12.8466733679332,1.46436009312766
"Mcmdc2",2.22044604925031e-16,2.22044604925031e-16,1.19758893600514,0.536893611023355
"Ppp1r42",0.108920692059023,1.86223953250553,2.22044604925031e-16,0.0199072217247204
"Cops5",0.100792211031174,1.70843767336949,0.778694324315172,1.39705317544181
"Cspp1",0.9288299331833,0.924156100484485,6.92445649101204,5.53527180493751
"Arfgef1",4.95294486930944,5.16035579741695,5.14813189267291,6.16729449526225
"Cpa6",2.22044604925031e-16,1.00391985999988,2.22044604925031e-16,0.130705668771869
"Ncoa2",6.15393417412175,3.32290794110747,12.5495022994468,7.61685635374527
"Tram1",0.695208406355892,2.41153561932426,3.46449279946338,3.14572000384848
"Terf1",2.22044604925031e-16,0.817103725171593,1.58032568150586,1.70872155576789
"Rpl7",11.1488619141309,23.571906905089,18.4567548218183,8.96794908822418
"Rdh10",2.22044604925031e-16,0.358733203632251,0.828878186724465,0.821796565996678
"Ube2w",2.22029730640066,1.98005426781607,6.99133525845522,2.77139145667983
"Tceb1",7.24109631568973,4.59964310463626,5.25617724509694,8.43680017441932
"Ly96",1.19462255634966,1.67591089003188,2.00158273995307,2.17567637081099
"Tram2",2.22044604925031e-16,0.444788410110034,1.02869431680749,0.507316789274167
"Ogfrl1",7.64295831769511,7.0464310002917,21.0357989341939,5.16296260155131
"Smap1",2.52059329315257,5.14807808760706,3.20845542152165,5.01636099654931
"Lmbrd1",9.21547375596646,4.96338563208483,5.3088683836009,5.76416353246078
"Phf3",3.12442476015211,2.23390478378614,8.14193498875747,7.93526148513228
"Ptp4a1",21.0545987753309,3.97987514951734,19.3851880430293,17.9468409934174
"Khdrbs2",0.0333777028953691,2.22044604925031e-16,0.201738238182121,1.14098777651005
"Rab23",2.22044604925031e-16,1.39437807222665,0.895148567650418,2.22044604925031e-16
"Zfp451",2.22044604925031e-16,0.21552904969734,1.16997456130724,1.43606623645066
"Ccdc115",0.00322155781888093,0.699176808068498,0.648341741149494,3.1970106372476
"Imp4",2.22044604925031e-16,0.631002394240659,0.301533192778862,2.26886031503178
"Ptpn18",1.13212860910241,8.29429703764742,3.21164795786105,5.3821777334591
"Fam168b",2.25463230440218,3.1265461828418,5.15957483128952,7.31297759116809
"Plekhb2",0.374681012942925,0.640033236734934,0.709055625894045,0.958976365775713
"Uggt1",0.226384197973848,0.661103524180395,2.15026555371559,1.66183487593062
"Neurl3",8.7223558477004,1.17715836233437,5.22197494999866,14.5390738939972
"Arid5a",7.29216141242783,0.541219688056046,13.8473286615239,2.37783316864826
"Kansl3",1.79938699946378,0.59669796305154,0.894059477193808,3.0676341184634
"Lman2l",0.16008959847273,1.20462623522004,0.961742251738136,0.405133423322564
"Cnnm4",1.20921182317589,0.0729594538761079,1.52717033862666,0.942266428865758
"Cnnm3",2.22044604925031e-16,0.173343560211443,1.42484569164933,0.0713037702193241
"Cox5b",5.72835178499156,11.043425870189,8.7105277899461,12.4476249601158
"Actr1b",0.563334164582886,0.447270918631634,1.42651085408558,1.13577541871144
"Tmem131",1.9550236095826,4.52879060599749,8.02175054906261,2.55189987592305
"Cnga3",0.388493881865988,1.43668337627497,1.53261657087596e-08,2.22044604925031e-16
"Inpp4a",4.06962889353699,7.53904908054204,6.44672572137781,1.99033981301702
