"","logFC","logCPM","F","PValue","FDR","Nhood","SpatialFDR","sub_celltype","sub_celltype_fraction","nh_size"
"1",-0.239435060403055,11.8404791107947,0.678929511984124,0.413209836137868,0.500595602088475,1,0.489672333066243,"Follicular B Cells",1,174
"2",-2.04942383138126,12.3467953044957,42.818347788372,1.47779484594328e-08,1.18519146644651e-07,2,1.21759189260283e-07,"Memory B Cells",1,259
"3",3.21759423831622,11.7889893684474,149.639885872892,3.1624832906258e-17,1.81165114220135e-15,3,2.14375022402862e-15,"Memory B Cells",1,153
"4",-2.32447617963887,12.1707096869405,44.7362195748736,8.38325158023952e-09,7.64019064471829e-08,4,7.83515094532318e-08,"Memory B Cells",1,228
"5",-1.09822167303514,12.2822902494381,16.3498528636495,0.000152089405650414,0.000462029179286485,5,0.000453913946605518,"Memory B Cells",0.983606557377049,244
"6",-1.01317176346425,11.1694541162334,7.0716413077241,0.011658395423658,0.0230296382506743,6,0.0224305777138138,"Memory B Cells",1,107
"7",-0.274832517909581,11.8229517640896,0.876057497187593,0.353025305247265,0.441006689732565,7,0.431343576607233,"Memory B Cells",0.97093023255814,172
"8",-1.55496669634022,12.0887903512259,24.7220542980527,5.82623514150947e-06,2.45928451762663e-05,8,2.4654511586075e-05,"Memory B Cells",0.995305164319249,213
"9",-0.450269782024796,11.5961285773237,1.70000042139229,0.197254264227956,0.266326464496331,9,0.260470230718166,"Memory B Cells",0.965753424657534,146
"10",1.04988557545138,10.6772520850634,7.24123595499049,0.00921051845404841,0.0185598889450925,10,0.0181006496775589,"Memory B Cells",0.708333333333333,72
"11",0.239648453771706,11.3996289775946,0.560332403944781,0.457042513478108,0.545458475906909,11,0.534548778782341,"Memory B Cells",0.848,125
"12",-1.714680673127,12.2254671759549,31.5877703767008,5.20121870867151e-07,2.67395987458625e-06,12,2.6882886579099e-06,"Memory B Cells",1,236
"13",-0.566698662580545,11.1112736137101,2.40837269427162,0.139192701641638,0.197230647909511,13,0.19338085171765,"Memory B Cells",0.980392156862745,102
"14",-2.15310144218139,12.1364528560127,39.6405113163394,3.87574011430497e-08,2.77530676042195e-07,14,2.84464598531422e-07,"Memory B Cells",1,222
"15",0.0978474262291669,11.7168747930049,0.111971627119125,0.739074207236921,0.796690207263455,15,0.794124067278186,"Follicular B Cells",1,158
"16",0.479305237684587,11.8375150028403,3.2829625195874,0.0749933958334221,0.117470123942196,16,0.115222038111265,"Memory B Cells",0.994152046783626,171
"17",-1.61021520547829,11.6666589255693,18.32611856852,6.79075801439744e-05,0.000227319142189661,17,0.000225226577523383,"Memory B Cells",0.980769230769231,156
"18",-0.637888812899129,11.6820290243266,3.95565114706547,0.0512671297300161,0.0853033984304417,18,0.0833253146603248,"Memory B Cells",0.82051282051282,156
"19",-1.51686574228428,10.8769795951518,10.3808793110098,0.00205642248219394,0.00479477242958044,19,0.00465820287306122,"Memory B Cells",1,86
"20",2.7987280171195,10.9205708524692,78.7431369466098,1.57305228810933e-12,2.86724530696292e-11,20,3.31518046361339e-11,"Naive B Cells",0.607142857142857,84
"21",-1.8852567198159,11.5194505618123,18.4734351413621,6.40084313128165e-05,0.000217520177596944,21,0.000215913607647344,"Memory B Cells",0.985714285714286,140
"22",1.34684056146067,11.7051440371204,26.2935148923248,3.29006189296568e-06,1.43403784682526e-05,22,1.44206820229974e-05,"Memory B Cells",0.993421052631579,152
"23",-1.56732519761117,11.2478708544589,16.1793956342664,0.000236748528562052,0.000682993956499158,23,0.000671011899030218,"Memory B Cells",1,114
"24",1.70347184916757,12.1144937753855,57.7262647065739,2.34462573309212e-10,2.93810912178106e-09,24,3.14961442061346e-09,"Memory B Cells",1,200
"25",0.20886226316787,10.6268669745253,0.221918425734913,0.639285559158283,0.706208014386974,25,0.703273840382206,"Memory B Cells",0.9,70
"26",0.0254462054293772,11.9235621430549,0.00835747907386433,0.927463143884337,0.95226034659216,26,0.951140298029456,"Memory B Cells",0.923913043478261,184
"27",-0.003320205717472,11.3160718942772,0.000110735933653273,0.991816655607525,0.994296197246544,27,0.99501242413516,"Memory B Cells",0.745762711864407,118
"28",-1.15998952354195,11.7567824005047,11.8708390595506,0.00104512699288933,0.00263582342231837,28,0.00258327806232666,"Memory B Cells",1,166
"29",0.311811050487675,11.5269242897417,0.828422294519804,0.3667552890254,0.455321581731225,29,0.445631340761496,"Memory B Cells",0.941605839416058,137
"30",-1.21874326068428,11.7230122246976,12.6016393490377,0.00075517177160064,0.00194117872058882,30,0.00190675523933369,"Memory B Cells",0.82716049382716,162
"31",-0.0475904719765881,11.3490206779884,0.0216659920023079,0.883471221529681,0.924988830195595,31,0.922270633674445,"Memory B Cells",0.818181818181818,121
"32",1.06417887420726,10.8656910147136,9.95502628804239,0.00250474805677761,0.00564271893689788,32,0.00550319728329009,"Naive B Cells",1,83
"33",-0.0121907161635763,11.7976585717746,0.00187406211927173,0.96561335537193,0.977805443192283,33,0.977099862024884,"Memory B Cells",0.952380952380952,168
"34",-0.317363881581989,11.5508262860163,0.879270162006933,0.352150407825443,0.441006689732565,34,0.431343576607233,"Memory B Cells",0.99290780141844,141
"35",2.03916560501476,11.7138438325004,62.6611414781968,6.69779884114947e-11,1.03567115272349e-09,35,1.15554509148161e-09,"Memory B Cells",1,150
"36",0.311446566623932,11.2514795626552,1.02105053576684,0.337265396993593,0.427985519602629,36,0.419087780772566,"Memory B Cells",0.651785714285714,112
"37",0.00452992327815994,10.9962154090443,0.000146015022220791,0.99040318935728,0.994296197246544,37,0.99501242413516,"Memory B Cells",0.989247311827957,93
