"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Lypla1",2.75391346990594,0.020848880073935,0.499265791375018,2.446992162163,0.882616154139221,0.856637800115487,1.19644142150108,4.49229291161623,1.22764512698366
"Tcea1",1.4667400408942,1.05263054936491,2.22044604925031e-16,0.789982606141934,1.10973888980926,1.30569108392587,2.51647072588518,3.73390854187458,1.37026811824423
"Atp6v1h",1.97216338976687,10.0348525553629,7.96666653543742,1.66239183599063e-08,3.923854987044,3.25247817531741,0.719848415571093,2.79671372392363,0.420395689691222
"Rb1cc1",4.22178082058589,10.5766295959776,6.13917378778218,7.99955004327524,16.6202510036796,23.7062894319229,6.3531325763062,4.38487615249506,10.9695099041222
"4732440D04Rik",0.0613487494347152,0.271790342885754,0.026226865017515,2.22044604925031e-16,1.37200647242777,0.863983757738092,0.553045400249699,1.27947002680191,0.0543975146573591
"Pcmtd1",0.834374052897983,3.36264107716564,5.23310178642386,0.970588949820976,3.04725683848202,10.4743687196071,2.17329903822576,9.22504057591178,5.67398957234068
"Vcpip1",1.30483135097648,0.089867982581976,1.24224384561715,2.00319166645812,2.35001879040751,5.13332639505482,0.443214850306396,2.19469108592517,2.4529651345478
"Sgk3",5.70229973106097,5.82147057669603,0.882305484579326,12.0591136823023,1.03263790259764,16.1375756229506,0.812754128712276,0.0562519867574659,4.02701465328237
"Mcmdc2",2.22044604925031e-16,1.33417645665828,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.51000273036623,2.22044604925031e-16,0.345554587422228,1.24070041665883
"Ppp1r42",3.37925443893375,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.145918646330988,0.157216736668477,2.22044604925031e-16,0.277941050940286,2.22044604925031e-16
"Cops5",1.84181466560453,2.22044604925031e-16,2.22044604925031e-16,0.810337946909288,0.518671155897546,0.571702287302858,1.78894637634183e-05,3.84388093314263,0.787080306248508
"Cspp1",0.224979088588333,7.46895400293175,0.425717506021849,1.46517616111026,1.8115406048411,11.5616291438218,0.805228865073192,7.18563270919427,3.52427105654861
"Arfgef1",6.3350816526642,2.00028847818699,3.58230281669622,0.689393012534736,7.69607479323142,14.4538717506361,4.68822346013823,5.86047907616807,3.03416929101114
"Cpa6",1.92421233581021,2.22044604925031e-16,0.111041908867042,2.22044604925031e-16,2.22044604925031e-16,0.0508439242873278,0.218888972012173,1.03590863494694e-14,0.0618114230652513
"Ncoa2",2.75085260556027,10.8577519060891,5.13349781288649,7.6260107204607,7.94408641098765,19.3071696980173,4.2910862928266,5.8504985881136,5.36212492183967
"Tram1",2.43369127686356,1.10360707945847,0.817801386001049,3.25359261535874,0.889293789462141,3.50898368947558,1.14782461919546,6.436858338756,2.0783168232542
"Terf1",0.675313122557693,1.06224322198868,0.319849378693143,1.03214401955931,2.22044604925031e-16,2.05172567568393,0.486493765863239,3.05751789630066,0.823905249327528
"Rpl7",27.4563417155775,0.363407473981956,2.7125346690717,35.5868170054728,13.9387384241807,2.22044604925031e-16,4.35169604066536,23.5317438506864,17.6287168829276
"Rdh10",0.152536039874302,0.653148983789854,2.22044604925031e-16,0.772847390878985,2.22044604925031e-16,0.581037403191916,6.00843856550212e-10,2.17403864455573,0.244990153855971
"Ube2w",1.81679592896785,2.88991698686499,1.44001717589267,6.33522105101632,2.82844415972169,7.18469136030391,2.22044604925031e-16,4.37220260248619,4.11734746533448
"Tceb1",5.78908212479764,10.0955655675343,4.9552164649646,6.31608335545645,9.60435132673159,2.35950177547314e-10,2.38027267470083,6.47453042752934,10.1313867434404
"Ly96",1.40368412053079,2.22044604925031e-16,1.30454876725411,3.58834160202631,1.03324662602608,1.34493973603375e-08,1.89565223623446,4.62954688235593,1.59827210935542
"Tram2",0.311318979220565,0.732856877369655,0.140801663264924,0.826187519701225,2.22044604925031e-16,1.22895439922502,2.22044604925031e-16,1.38071240641106,2.22044604925031e-16
"Ogfrl1",7.05735784789517,4.04563814384785,5.69040909265645,30.4259491923805,6.15497583996901,8.42981277580174,2.1232078719601,7.7523881888244,15.4560414587893
"Smap1",6.07092072475097,0.520394456897554,2.34217832526706,3.60737548935331,4.02299582866989,3.78263294137941,1.10436949390435,8.636955289644,3.69899781829129
"Lmbrd1",4.9334601298761,4.3113610760471,8.77038469239401,4.69350372353903,11.6418667696823,11.1359996348948,6.55970448555526,5.39516836844394,0.0867728193779951
"Phf3",1.78422840022724,5.00116095143915,5.83224251910593,4.87186077183224,3.27179757099096,13.3849642198014,2.89507461294074,6.2855936437274,6.42203216281519
"Ptp4a1",4.4685217589737,18.9248025118088,16.8848979688144,19.639273478177,23.7058946622942,12.023667858837,11.7001544501309,6.67904389222974,26.5084534520695
"Khdrbs2",2.22044604925031e-16,1.51422818513933e-07,0.193035408761948,2.22044604925031e-16,2.22044604925031e-16,0.328873000145591,0.712112569066505,2.22044604925031e-16,1.7996105577255
"Rab23",1.18952343887311,2.22044604925031e-16,2.22044604925031e-16,2.69265284768513,2.22044604925031e-16,0.248950563345616,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Zfp451",0.00506668173698499,0.964875829971283,0.707289369225605,0.161556566757049,2.37254143412352e-16,2.37333057635525,0.125878110589909,1.77565907922789,0.722664047371678
"Ccdc115",0.0881241538893415,5.42445925319494e-13,1.87088773747894,0.716492067136001,0.0177464565261438,2.22044604925031e-16,1.99010726735415e-11,6.6836741772439,0.989819859773843
"Imp4",0.546001071460543,2.22044604925031e-16,1.15416866373357,2.22044604925031e-16,2.22044604925031e-16,0.674473079152028,2.22044604925031e-16,3.3451192510323,1.37661200975434
"Ptpn18",10.5154034458528,2.24002196370341,1.45670517447547,5.68211202401962,1.36944218528351,0.841339231489296,2.4922985588081,8.80753358578955,4.59986245969633
"Fam168b",2.74484745818256,3.14928402435791,3.87600098064266,3.23969960888053,2.78049500639544,8.07431525808677,3.07064349900032,10.7757527418527,3.39632199047836
"Plekhb2",0.445412629818081,2.22044604925031e-16,0.695182700511541,0.824507483131286,0.581136104282347,0.994885633729787,0.0571997586636284,2.1545974403802,0.119005527698812
"Uggt1",0.415639560335849,0.713030924522688,0.0193060743140745,1.16891490926825,0.256004159272826,2.95691763794257,0.84971380089286,3.61269669095879,1.01030280378946
"Neurl3",0.48598397706261,1.72108674550773,4.37677734751383,1.04104727727282e-13,8.51491136784498,10.9673830486558,24.1540098265259,14.6629977457276,8.25553699413237
"Arid5a",0.695698810918267,2.61626140180547,3.31105523061863,15.4529118677227,7.49646908054503,7.68941792718326,0.68984400165498,2.22044604925031e-16,14.0099773582136
"Kansl3",0.223436333027001,2.22044604925031e-16,1.67855345985054,1.06713596846197e-08,2.80397233235572,2.38266861502938,1.14654595272231,4.09781807483925,1.83294651292396
"Lman2l",1.37055143243816,2.22044604925031e-16,2.22044604925031e-16,0.659254249042205,0.45209450170997,2.11123678795962,0.00393673210927383,1.2353981679212,2.22044604925031e-16
"Cnnm4",0.0491303273128279,1.63669688295227,0.371626491294991,0.636461990833207,1.48098417454735,2.34288176949084,0.981822021107808,2.35546513793848e-08,1.31301355882486
"Cnnm3",0.0780594541822845,2.22044604925031e-16,2.22044604925031e-16,0.474481115049042,2.22044604925031e-16,2.64321555493458,2.22044604925031e-16,0.932919015242275,2.22044604925031e-16
"Cox5b",12.2320689201973,2.98160126607675,5.12701381392711,14.502275636801,6.49488210676041,3.18165212797118e-07,5.70261371414058,21.6718791399693,12.3173231963098
"Actr1b",0.288337911563583,0.399292412146152,0.964068160859756,1.4296456841373,0.524516695717019,1.85058366515409,0.767523657758737,1.47954758841715,0.536240591703876
