"","logFC","logCPM","F","PValue","FDR","Nhood","SpatialFDR","celltype","celltype_fraction","nh_size"
"1",-0.707833009831392,11.1113432552147,12.8639382036631,0.000955868055412374,0.00266745850842514,1,0.00250772391959919,"Alveolar Macrophages",0.977900552486188,181
"2",-0.715695210429287,11.2838526540072,18.1115483506394,0.000380468768582962,0.00122018108108136,2,0.00112929925965827,"Alveolar Macrophages",0.995121951219512,205
"3",-0.737521261052748,11.1265429631388,14.3222842361575,0.000539119181821739,0.00164719022746326,3,0.00153727015970674,"Alveolar Macrophages",1,183
"4",2.94724572785215,9.92353956996381,36.4048995174071,2.00248335534118e-09,4.42262752479638e-08,4,6.09346345956328e-08,"Monocytes Apobec3b",0.946666666666667,75
"5",0.0832513004310843,10.8249227420386,0.10690522193795,0.743739647766419,0.783257149486978,5,0.780027811742458,"Granulocytes 3",0.959183673469388,147
"6",0.416092135849538,10.1781034528947,1.67897459836023,0.195254180521082,0.249473523211234,6,0.244053149084051,"Monocytes Apobec3b",1,91
"7",1.21676010486543,10.6253357368362,16.2097927088729,5.94468145300866e-05,0.000245734693217952,7,0.000235480266219659,"Granulocytes 4",0.645669291338583,127
"8",-0.868682147404391,11.0409935040118,17.3107049515586,7.8300488190477e-05,0.000312942821350719,8,0.000296256215470686,"Alveolar Macrophages",1,172
"9",-0.432824335257303,10.5031240663838,2.60099041839319,0.107001049607052,0.150385111538638,9,0.14650249849736,"Alveolar Macrophages",1,116
"10",-0.00368847184807102,10.1337913835239,0.000134670609549043,0.990742440933648,0.992025786064392,10,0.99254826832696,"Monocytes Apobec3b",1,88
"11",1.10198210773453,11.0798185647586,24.5553272876558,3.65396490105803e-06,2.39365666823547e-05,11,2.45553423508829e-05,"Granulocytes 4",0.870056497175141,177
"12",0.344765450064407,10.6040224674666,1.50233120680709,0.220499694890985,0.275869458800033,12,0.270662589840693,"Monocytes Apobec3b",1,125
"13",-0.466350353226488,10.6678910943696,2.97044375134488,0.0849985278524329,0.125319017667846,13,0.121350874876521,"Alveolar Macrophages",1,131
"14",-0.141292729265514,10.443686154275,0.258467887017332,0.611247230840389,0.663615322246658,14,0.658577583531393,"Monocytes Apobec3b",1,111
"15",1.40151785761465,10.2628163904134,16.8480923426223,4.2607754763034e-05,0.000187135195635371,15,0.000180073613567599,"Granulocytes 3",0.783505154639175,97
"16",-2.14398975315094,10.3306327220989,48.4197527870205,5.06514806035439e-12,3.91535945065394e-10,16,5.79557081361692e-10,"Alveolar Macrophages",1,102
"17",-0.683647910088916,10.6885676408838,6.48863039135455,0.0109528035012079,0.0217648254664105,17,0.02037147492129,"Alveolar Macrophages",0.992481203007519,133
"18",0.993049277040731,11.0641847072003,19.8721697532075,2.7612592026243e-05,0.000130948059118318,18,0.000127218140276908,"Granulocytes 4",1,175
"19",-1.49735023160274,10.7489495458738,31.2520567608531,2.67451506830165e-08,4.05372577999447e-07,19,4.86019216512996e-07,"Alveolar Macrophages",1,139
"20",-1.19053106895722,10.2072756415054,14.78351024986,0.000125478031262924,0.000466319798876155,20,0.000434070072921078,"Alveolar Macrophages",0.978494623655914,93
"21",-0.826804211508882,10.8251953287229,10.9430541651853,0.000961132518637587,0.00267250157160739,21,0.00251488886800269,"Alveolar Macrophages",0.959183673469388,147
"22",-3.2685371891193,9.69894090391869,43.7935114830988,5.01642550389237e-11,2.04089311289937e-09,22,2.96740646189556e-09,"Alveolar Macrophages",1,63
"23",1.73547777042443,11.1555884238939,60.30400572117,2.69351468025117e-12,2.6026085597927e-10,23,3.99124591079308e-10,"Granulocytes 4",1,187
"24",0.391864265120843,11.0800658777958,3.48584098036361,0.0810462883091695,0.120710560429649,24,0.116698956052584,"Granulocytes 4",1,177
"25",0.593495424858138,10.5259605734232,4.46771680608878,0.0347009219132164,0.0579348005160179,25,0.0553366791722717,"Monocytes Apobec3b",1,118
"26",-1.08043656564518,10.7389906036799,16.6191979908169,4.80086340948837e-05,0.000208486933456995,26,0.000200206408904991,"Granulocytes 3",0.456521739130435,138
"27",1.6009983543153,10.9147015332216,35.9467017997126,2.51966909639484e-09,5.2640654365222e-08,27,6.96978861313558e-08,"Granulocytes 4",1,157
"28",1.00196151595763,9.43136204372277,3.16526931774464,0.0754164580422387,0.114083996216537,28,0.110088844808239,"Monocytes Apobec3a",0.96078431372549,51
"29",1.29323878480614,10.815252745347,21.0061688893186,4.94622207370118e-06,3.05874373037681e-05,29,3.04460050174564e-05,"Granulocytes 4",0.897260273972603,146
"30",0.442811723788987,10.3560794889353,2.22114352037698,0.136336181111871,0.182019987435232,30,0.177453970562381,"Monocytes Apobec3b",1,104
"31",-0.923028742548203,11.0883446273536,21.0019088371911,1.98930088725006e-05,9.73246573319175e-05,31,9.60507587162015e-05,"Alveolar Macrophages",0.99438202247191,178
"32",-0.0271152839907604,10.192685830025,0.00751057823186257,0.930950139151633,0.935792532593254,32,0.934959492106146,"Monocytes Apobec3b",1,92
"33",-1.16441618424866,10.549125006597,18.6076803456688,1.70743045670528e-05,8.68318251995516e-05,33,8.569391926389e-05,"Alveolar Macrophages",0.975,120
"34",0.511640332534226,11.1335874759078,6.39351138935233,0.0212500225285904,0.0376578053447221,34,0.0358655358286507,"Monocytes Apobec3b",1,184
"35",0.347569438597731,10.636190566532,1.53101301678917,0.216148371336687,0.271679172428063,35,0.266808306001789,"Monocytes Apobec3b",1,128
"36",0.596883942140108,10.4911896762405,4.45636548876529,0.0349315807265788,0.0580441961652658,36,0.0553366791722717,"Granulocytes 3",0.591304347826087,115
