"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Xkr4",1.1198941044484,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Lypla1",0.721682884278061,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.26712748100505,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Tcea1",0.93268688443373,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.27071752369217,0.521401951064609,2.22044604925031e-16,2.22044604925031e-16,0.80953530097979
"Rgs20",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.521545753474896,2.22044604925031e-16
"Atp6v1h",1.4371584633886,0.895869110705305,1.98236714936927,2.22044604925031e-16,2.22044604925031e-16,1.1161884384822,3.31948910264163,9.37537132360802,2.22044604925031e-16
"Rb1cc1",7.0515437410622,6.13337627822674,12.6980174930817,2.22044604925031e-16,14.5999521853548,24.4447278110513,2.73739995301979,15.1165276238444,11.2013677669337
"4732440D04Rik",1.11479706340483,2.22044604925031e-16,1.60341967404233,1.58001687298449,1.627585715225,3.42171921233054,2.13413684061723,2.44575764133961,2.22044604925031e-16
"Pcmtd1",10.8493352817638,2.22044604925031e-16,1.95284075327354,2.22044604925031e-16,6.92050750684237,14.7219421947655,5.3350140319377,5.88846305072583,1.58041099437329
"Gm26901",1.61932586992942,0.267720022962885,2.22044604925031e-16,2.86430745914466,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.92800551716748
"Sntg1",2.22044604925031e-16,2.02044605115084,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.25775568900222,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Mybl1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.687047950746238,2.22044604925031e-16,2.22044604925031e-16
"Vcpip1",3.47087188271183,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.505373121051668,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
