"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tspan142",0.00495752996741762,1.26817634829496,0.417,0.436,1,"CD8 Activated/differentiating","Tspan14"
"Slc35e21",0.00497558996686958,0.265528276360796,0.08,0.173,1,"CD8 Activated/differentiating","Slc35e2"
"Tial13",0.00498555884174948,0.261363942398884,0.16,0.291,1,"CD8 Activated/differentiating","Tial1"
"Enpp12",0.00508505868290308,0.203618310775081,0.069,0.154,1,"CD8 Activated/differentiating","Enpp1"
"Tsc22d45",0.00508570380514483,0.174138265962368,0.189,0.341,1,"CD8 Activated/differentiating","Tsc22d4"
"Etv31",0.00508968363644588,0.100646142980627,0.091,0.188,1,"CD8 Activated/differentiating","Etv3"
"Atxn102",0.00509211913022974,0.256857099643818,0.16,0.294,1,"CD8 Activated/differentiating","Atxn10"
"Exoc42",0.00511877430728447,0.582441030634177,0.709,0.819,1,"CD8 Activated/differentiating","Exoc4"
"Sdccag32",0.00515720507462255,0.142954145014959,0.057,0.137,1,"CD8 Activated/differentiating","Sdccag3"
"Nfatc24",0.00516515895403447,1.1574373385871,0.297,0.253,1,"CD8 Activated/differentiating","Nfatc2"
"AU0403202",0.00520772182558356,0.118308324877682,0.109,0.214,1,"CD8 Activated/differentiating","AU040320"
"Tmem572",0.00520798598105549,0.125528426399926,0.137,0.252,1,"CD8 Activated/differentiating","Tmem57"
"Fyttd12",0.00526555927422216,0.257973179595973,0.109,0.214,1,"CD8 Activated/differentiating","Fyttd1"
"Rai11",0.005344085664402,0.223726210893576,0.189,0.33,1,"CD8 Activated/differentiating","Rai1"
"Vti1b1",0.00535270447233376,0.338626148467821,0.12,0.232,1,"CD8 Activated/differentiating","Vti1b"
"Man1a3",0.00551008010626299,0.287765097991024,0.526,0.774,1,"CD8 Activated/differentiating","Man1a"
"Ell24",0.00553918709761018,0.932248226724287,0.417,0.39,1,"CD8 Activated/differentiating","Ell2"
"Fbxo321",0.00554006067145457,0.608086119166808,0.08,0.17,1,"CD8 Activated/differentiating","Fbxo32"
"Ppp6r3",0.00555610779782094,0.612902433979284,0.549,0.617,1,"CD8 Activated/differentiating","Ppp6r3"
"Safb2",0.00555663924576883,0.24783522979988,0.183,0.328,1,"CD8 Activated/differentiating","Safb2"
"Gm42950",0.00565567953981127,4.24316653296365,0.011,0.002,1,"CD8 Activated/differentiating","Gm42950"
"Tmf13",0.00566372587804575,0.219538802466805,0.114,0.22,1,"CD8 Activated/differentiating","Tmf1"
"Hnrnpr2",0.00566798513991163,0.112024649920642,0.223,0.387,1,"CD8 Activated/differentiating","Hnrnpr"
"Gm172762",0.00569554493396933,3.13540418557854,0.023,0.006,1,"CD8 Activated/differentiating","Gm17276"
"4930432B10Rik",0.00571979621890796,2.78123648922733,0.011,0.002,1,"CD8 Activated/differentiating","4930432B10Rik"
"Nfrkb1",0.00574946068651454,0.130204314396714,0.114,0.219,1,"CD8 Activated/differentiating","Nfrkb"
"Efcab14",0.00587494666238201,0.494413549927464,0.109,0.215,1,"CD8 Activated/differentiating","Efcab14"
"Tubgcp32",0.0059011444656047,0.137556106230264,0.069,0.152,1,"CD8 Activated/differentiating","Tubgcp3"
"Lsg11",0.00590314513789197,0.586299245304414,0.08,0.17,1,"CD8 Activated/differentiating","Lsg1"
"Cmss1",0.00592879860246104,0.445200286513017,0.337,0.583,1,"CD8 Activated/differentiating","Cmss1"
"Exoc3",0.00595378839962287,0.18155361201762,0.103,0.203,1,"CD8 Activated/differentiating","Exoc3"
"Azin13",0.00597853872240109,0.297954024126944,0.246,0.428,1,"CD8 Activated/differentiating","Azin1"
"Mpp53",0.00620460512019833,0.222175953836257,0.103,0.2,1,"CD8 Activated/differentiating","Mpp5"
"C2cd51",0.00621582938555302,1.2140778860024,0.291,0.249,1,"CD8 Activated/differentiating","C2cd5"
"Pygb3",0.00626735238501098,0.205951038299531,0.091,0.186,1,"CD8 Activated/differentiating","Pygb"
"Tmem1543",0.0063225867182248,1.46874684631684,0.206,0.153,1,"CD8 Activated/differentiating","Tmem154"
"Gbp73",0.0063393776386946,0.111290296571319,0.154,0.276,1,"CD8 Activated/differentiating","Gbp7"
"Scn8a1",0.00635171613433749,4.09317770025553,0.017,0.004,1,"CD8 Activated/differentiating","Scn8a"
"Strbp2",0.00636084120148251,0.475311789108868,0.183,0.325,1,"CD8 Activated/differentiating","Strbp"
"Pcnt2",0.00643638814815756,0.108806857427269,0.12,0.23,1,"CD8 Activated/differentiating","Pcnt"
"Ifi351",0.00646119083329003,0.137958073873082,0.12,0.225,1,"CD8 Activated/differentiating","Ifi35"
"Susd61",0.00653428423430654,0.663963443009779,0.606,0.704,1,"CD8 Activated/differentiating","Susd6"
"A930011G23Rik3",0.00657489961289062,1.85598240220827,0.063,0.028,1,"CD8 Activated/differentiating","A930011G23Rik"
"Cd446",0.00668342227041921,1.13147109804784,0.343,0.299,1,"CD8 Activated/differentiating","Cd44"
"Larp12",0.00670753119918443,0.24810192065893,0.24,0.411,1,"CD8 Activated/differentiating","Larp1"
"Cyb5b2",0.00675444091981226,0.322986243935258,0.126,0.238,1,"CD8 Activated/differentiating","Cyb5b"
"Cd65",0.00680010374009924,1.22016293770367,0.371,0.351,1,"CD8 Activated/differentiating","Cd6"
"Atf7ip3",0.00680102163505231,0.653155700316115,0.554,0.594,1,"CD8 Activated/differentiating","Atf7ip"
"Prkcd3",0.00680215637505382,0.207519978454113,0.063,0.143,1,"CD8 Activated/differentiating","Prkcd"
"Ctps22",0.00686405954682058,0.247561078281354,0.2,0.347,1,"CD8 Activated/differentiating","Ctps2"
"Gorasp2",0.00689508374368934,0.526164307920703,0.126,0.236,1,"CD8 Activated/differentiating","Gorasp2"
"Snrnp701",0.00692690065263032,0.720853467434412,0.554,0.655,1,"CD8 Activated/differentiating","Snrnp70"
"Gskip4",0.00693720661589287,0.318301883155596,0.034,0.099,1,"CD8 Activated/differentiating","Gskip"
"Eif4e5",0.00696978807724639,0.387051109800581,0.154,0.281,1,"CD8 Activated/differentiating","Eif4e"
"Ankrd171",0.00699354067651359,0.774461569912816,0.594,0.706,1,"CD8 Activated/differentiating","Ankrd17"
"Tmem106b2",0.00700222903515649,0.332811968664049,0.046,0.116,1,"CD8 Activated/differentiating","Tmem106b"
"Fancc2",0.00700800218602125,0.120571498234694,0.069,0.149,1,"CD8 Activated/differentiating","Fancc"
"Fam219a1",0.00701545370026904,2.47129288982871,0.086,0.045,1,"CD8 Activated/differentiating","Fam219a"
"Cnot101",0.00704004693521181,0.265444594665405,0.126,0.234,1,"CD8 Activated/differentiating","Cnot10"
"Tbc1d312",0.00707207822583762,0.188066243260611,0.023,0.08,1,"CD8 Activated/differentiating","Tbc1d31"
"Tomm342",0.00712172383897351,0.234215252350283,0.137,0.253,1,"CD8 Activated/differentiating","Tomm34"
"Gmds1",0.00717250996351035,0.905818871350176,0.411,0.386,1,"CD8 Activated/differentiating","Gmds"
"Csnk2a11",0.0071818263593055,0.251103860963024,0.194,0.347,1,"CD8 Activated/differentiating","Csnk2a1"
"Foxo31",0.00720949894449146,0.132926979434778,0.223,0.381,1,"CD8 Activated/differentiating","Foxo3"
"Cpsf23",0.00721477392002857,0.476352112185395,0.057,0.134,1,"CD8 Activated/differentiating","Cpsf2"
"Pml2",0.00731609008903718,0.207622289798881,0.074,0.159,1,"CD8 Activated/differentiating","Pml"
"Ythdf11",0.00732841599919523,0.304675085432267,0.097,0.194,1,"CD8 Activated/differentiating","Ythdf1"
"Pccb1",0.00737853520041754,0.247733897458775,0.017,0.07,1,"CD8 Activated/differentiating","Pccb"
"Fxr22",0.00738640514283958,0.167944254999206,0.057,0.133,1,"CD8 Activated/differentiating","Fxr2"
"Stag21",0.00745450747902527,0.120314953998057,0.429,0.683,1,"CD8 Activated/differentiating","Stag2"
"Fam204a2",0.00749644489770213,0.368148599826605,0.126,0.237,1,"CD8 Activated/differentiating","Fam204a"
"Rheb4",0.0075020091962,0.33820153810382,0.251,0.434,1,"CD8 Activated/differentiating","Rheb"
"Rbks",0.00762288771204237,0.448756433303559,0.063,0.141,1,"CD8 Activated/differentiating","Rbks"
"Fam63b2",0.00764774725164847,0.270239734564143,0.189,0.328,1,"CD8 Activated/differentiating","Fam63b"
"Isy15",0.00764907439909222,0.366876505051682,0.234,0.405,1,"CD8 Activated/differentiating","Isy1"
"Rab6a2",0.00769552783699496,0.268550607478855,0.177,0.315,1,"CD8 Activated/differentiating","Rab6a"
"Ostm14",0.00769709975934074,0.122720037427579,0.074,0.159,1,"CD8 Activated/differentiating","Ostm1"
"Gm8898",0.0077150993661485,3.0636499799075,0.017,0.004,1,"CD8 Activated/differentiating","Gm8898"
"Vopp12",0.00771652229021368,0.144581288279082,0.126,0.234,1,"CD8 Activated/differentiating","Vopp1"
"Gm28501",0.00777653431260757,2.25408976428108,0.063,0.029,1,"CD8 Activated/differentiating","Gm28501"
"Commd73",0.00782387209099064,0.381271941151931,0.114,0.22,1,"CD8 Activated/differentiating","Commd7"
"Kif21b1",0.00782417217722807,0.287512583071413,0.183,0.317,1,"CD8 Activated/differentiating","Kif21b"
"Atp6v0d13",0.00785421010515772,0.381896928821406,0.171,0.299,1,"CD8 Activated/differentiating","Atp6v0d1"
"Zc3h131",0.00785712146426909,0.114258497050491,0.269,0.443,1,"CD8 Activated/differentiating","Zc3h13"
"Lnx23",0.0078767323184904,1.13494915822089,0.406,0.407,1,"CD8 Activated/differentiating","Lnx2"
"Ap3d11",0.00788963988533462,0.224503828514137,0.069,0.149,1,"CD8 Activated/differentiating","Ap3d1"
"Ccdc64b",0.00793181645394683,4.01879760041952,0.011,0.002,1,"CD8 Activated/differentiating","Ccdc64b"
"Topbp13",0.00795286331277749,0.230932426782614,0.109,0.209,1,"CD8 Activated/differentiating","Topbp1"
"Phrf12",0.00803527223855454,0.209005222644699,0.143,0.259,1,"CD8 Activated/differentiating","Phrf1"
"Pde4dip3",0.00807181767232098,0.298435538266098,0.04,0.106,1,"CD8 Activated/differentiating","Pde4dip"
"Nckap13",0.00810083652408686,1.77704500692999,0.126,0.078,1,"CD8 Activated/differentiating","Nckap1"
"Bsdc1",0.00812071017259721,0.101839483566679,0.114,0.214,1,"CD8 Activated/differentiating","Bsdc1"
"Elk42",0.00812712190921142,0.392911096985567,0.24,0.416,1,"CD8 Activated/differentiating","Elk4"
"Mrps353",0.00815424657984081,0.120789297814404,0.034,0.097,1,"CD8 Activated/differentiating","Mrps35"
"Rad23b2",0.0081551989239119,0.279771174564474,0.183,0.318,1,"CD8 Activated/differentiating","Rad23b"
"Ankrd101",0.00831428312254674,0.402015731474149,0.171,0.304,1,"CD8 Activated/differentiating","Ankrd10"
"Enox2",0.00836493620981235,0.202157190802679,0.137,0.245,1,"CD8 Activated/differentiating","Enox2"
"Zfand34",0.00836849866078632,0.838691209396313,0.52,0.592,1,"CD8 Activated/differentiating","Zfand3"
"Arih11",0.00840558653446885,0.543680701115887,0.714,0.874,1,"CD8 Activated/differentiating","Arih1"
"Dpp42",0.00843425633042274,0.353922420752973,0.137,0.249,1,"CD8 Activated/differentiating","Dpp4"
"Ly92",0.00848989400904018,0.144500197828829,0.074,0.157,1,"CD8 Activated/differentiating","Ly9"
"Cers44",0.00851244906856327,1.29067739390661,0.286,0.246,1,"CD8 Activated/differentiating","Cers4"
"Zkscan32",0.00852815172147785,0.27416521422921,0.109,0.209,1,"CD8 Activated/differentiating","Zkscan3"
"Egln14",0.00853073215831585,0.217025161910859,0.109,0.208,1,"CD8 Activated/differentiating","Egln1"
"Exoc6b1",0.00855908461682373,1.08145536942109,0.457,0.483,1,"CD8 Activated/differentiating","Exoc6b"
"Camk2d",0.00858096484973171,0.969895664223197,0.491,0.538,1,"CD8 Activated/differentiating","Camk2d"
"D030056L22Rik1",0.00859121818407793,0.218038940323352,0.04,0.104,1,"CD8 Activated/differentiating","D030056L22Rik"
"Herc64",0.00865365023712537,0.343520780037402,0.137,0.25,1,"CD8 Activated/differentiating","Herc6"
"Inpp5k3",0.00865798795686458,0.163279921707649,0.091,0.183,1,"CD8 Activated/differentiating","Inpp5k"
"Pabpc42",0.00867365600409874,0.103129238326101,0.051,0.122,1,"CD8 Activated/differentiating","Pabpc4"
"Slc17a91",0.00868452714757776,0.125460177544517,0.057,0.13,1,"CD8 Activated/differentiating","Slc17a9"
"Glipr25",0.00879627815293882,0.468957602589049,0.114,0.217,1,"CD8 Activated/differentiating","Glipr2"
"Baz2a2",0.00881706080428637,0.376104601549569,0.194,0.341,1,"CD8 Activated/differentiating","Baz2a"
"Adam195",0.00892012416807357,1.65593724659726,0.251,0.201,1,"CD8 Activated/differentiating","Adam19"
"Usp47",0.00900384511209493,0.280248538767785,0.137,0.25,1,"CD8 Activated/differentiating","Usp4"
"Gtf2e23",0.00902264211286162,0.20357121377207,0.08,0.163,1,"CD8 Activated/differentiating","Gtf2e2"
"Gtdc13",0.00902362028605568,1.01067850638299,0.469,0.493,1,"CD8 Activated/differentiating","Gtdc1"
"Fam177a2",0.00910802865329311,0.469638588875675,0.04,0.105,1,"CD8 Activated/differentiating","Fam177a"
"Rcbtb11",0.00913131615432595,0.23105865958121,0.154,0.272,1,"CD8 Activated/differentiating","Rcbtb1"
"Dnajb43",0.00913439081481313,0.164720674048583,0.091,0.18,1,"CD8 Activated/differentiating","Dnajb4"
"Cyb5r43",0.00918190561264578,0.113142472167557,0.08,0.164,1,"CD8 Activated/differentiating","Cyb5r4"
"Ppig2",0.00920617587200512,0.128838232240491,0.309,0.508,1,"CD8 Activated/differentiating","Ppig"
"Cd693",0.00922040201826557,0.300163625329867,0.171,0.291,1,"CD8 Activated/differentiating","Cd69"
"Gm210921",0.00928896119125899,0.147634207949382,0.28,0.472,1,"CD8 Activated/differentiating","Gm21092"
"Sesn11",0.00929556277454004,0.416056983674232,0.234,0.385,1,"CD8 Activated/differentiating","Sesn1"
"Fbxo281",0.00932518490392468,0.296480408679862,0.12,0.222,1,"CD8 Activated/differentiating","Fbxo28"
"Mfap1b",0.00935148634175848,0.244791452904828,0.103,0.198,1,"CD8 Activated/differentiating","Mfap1b"
"Parp111",0.00936816243367121,0.363267417366772,0.08,0.164,1,"CD8 Activated/differentiating","Parp11"
"Kif2a2",0.00943558861305146,0.205945554146588,0.206,0.348,1,"CD8 Activated/differentiating","Kif2a"
"Tnks22",0.00944973403376268,0.953869645521389,0.52,0.599,1,"CD8 Activated/differentiating","Tnks2"
"Ormdl24",0.00945733276927429,0.164101499687118,0.023,0.077,1,"CD8 Activated/differentiating","Ormdl2"
"Arhgap44",0.00948129509141085,0.24016437116997,0.143,0.258,1,"CD8 Activated/differentiating","Arhgap4"
"Ctla44",0.00952297761474624,0.64305030690456,0.32,0.254,1,"CD8 Activated/differentiating","Ctla4"
"Tfe32",0.00956089454853843,0.17027833991395,0.063,0.138,1,"CD8 Activated/differentiating","Tfe3"
"Tub2",0.00956105987186062,3.04590420790193,0.023,0.007,1,"CD8 Activated/differentiating","Tub"
"Gm159873",0.00966096923393431,1.40509640475687,0.131,0.082,1,"CD8 Activated/differentiating","Gm15987"
"Cops8",0.0098050224496136,0.460827127407448,0.074,0.156,1,"CD8 Activated/differentiating","Cops8"
"Phlpp12",0.00981458282332679,0.276422898248117,0.229,0.361,1,"CD8 Activated/differentiating","Phlpp1"
"Pxylp12",0.00986272651287665,0.184845673146945,0.04,0.102,1,"CD8 Activated/differentiating","Pxylp1"
"Trps14",0.00987948728446576,0.954598997989583,0.469,0.436,1,"CD8 Activated/differentiating","Trps1"
"Faf21",0.0099132827412293,0.223384321412263,0.126,0.229,1,"CD8 Activated/differentiating","Faf2"
"Snrnp401",0.00993319592941354,0.440356581646524,0.137,0.251,1,"CD8 Activated/differentiating","Snrnp40"
"Pbxip13",0.00993644307955219,0.337976713453945,0.171,0.306,1,"CD8 Activated/differentiating","Pbxip1"
"Ralgapa23",0.00994844911228364,1.08789270192193,0.457,0.488,1,"CD8 Activated/differentiating","Ralgapa2"
"Pik3r4",0.00995788760642749,0.462883814485704,0.04,0.103,1,"CD8 Activated/differentiating","Pik3r4"
"Prkd21",0.00997476118085304,0.220773930302548,0.171,0.296,1,"CD8 Activated/differentiating","Prkd2"
"Usp451",0.00997771295967329,0.2054638571567,0.069,0.147,1,"CD8 Activated/differentiating","Usp45"
"Cd741",0,6.67632682098526,0.961,0.017,0,"Other T Cells","Cd74"
"H2-Aa1",0,6.59790076243618,0.938,0.009,0,"Other T Cells","H2-Aa"
"H2-Eb11",0,6.33223660212804,0.93,0.01,0,"Other T Cells","H2-Eb1"
"Mef2c2",0,6.64625492515631,0.922,0.018,0,"Other T Cells","Mef2c"
"H2-Ab11",0,6.3662622863256,0.915,0.014,0,"Other T Cells","H2-Ab1"
"Bank1",0,10.3216567862363,0.853,0.002,0,"Other T Cells","Bank1"
"Cd79a",0,11.0468447573627,0.853,0.002,0,"Other T Cells","Cd79a"
"Ebf1",0,9.8608705716637,0.837,0.002,0,"Other T Cells","Ebf1"
"Gm43291",0,7.49038446641361,0.829,0.005,0,"Other T Cells","Gm43291"
"Pax5",0,10.4322851313606,0.791,0.001,0,"Other T Cells","Pax5"
"H2-DMb21",0,8.69870400614372,0.791,0.002,0,"Other T Cells","H2-DMb2"
"Napsa2",0,6.30187609288121,0.783,0.014,0,"Other T Cells","Napsa"
"Cd832",0,5.56588716028441,0.791,0.023,0,"Other T Cells","Cd83"
"Pkig1",0,6.54887669340963,0.767,0.016,0,"Other T Cells","Pkig"
"Ms4a1",0,10.8725902120117,0.752,0.001,0,"Other T Cells","Ms4a1"
"Blnk1",0,8.90523493178113,0.736,0.002,0,"Other T Cells","Blnk"
"Wdfy41",0,9.21526698184005,0.736,0.003,0,"Other T Cells","Wdfy4"
"Pou2af1",0,8.13487533004122,0.729,0.004,0,"Other T Cells","Pou2af1"
"Unc93b12",0,5.09555780685961,0.744,0.03,0,"Other T Cells","Unc93b1"
"Cd79b1",0,8.18857565670456,0.713,0.007,0,"Other T Cells","Cd79b"
"Ifi301",0,6.44683435987336,0.705,0.012,0,"Other T Cells","Ifi30"
"Bcar3",0,7.72099583696423,0.69,0.003,0,"Other T Cells","Bcar3"
"Ly861",0,8.76997362603131,0.674,0.002,0,"Other T Cells","Ly86"
"Mzb1",0,9.7364026096672,0.659,0.001,0,"Other T Cells","Mzb1"
"Blk1",0,3.19962903185273,0.682,0.026,0,"Other T Cells","Blk"
"Tnfrsf13c1",0,8.68822343543149,0.628,0.002,0,"Other T Cells","Tnfrsf13c"
"Lrrk22",0,5.37508558728667,0.636,0.01,0,"Other T Cells","Lrrk2"
"Scd1",0,8.98638947246182,0.62,0.001,0,"Other T Cells","Scd1"
"Cxcr5",0,4.50290143646874,0.628,0.02,0,"Other T Cells","Cxcr5"
"Dennd5b1",0,9.49448951671678,0.605,0.001,0,"Other T Cells","Dennd5b"
"Fcmr",0,9.55102841047889,0.597,0.001,0,"Other T Cells","Fcmr"
"Bcl11a",0,8.23981597107475,0.589,0.001,0,"Other T Cells","Bcl11a"
"Fcrla",0,8.13767549153805,0.589,0.002,0,"Other T Cells","Fcrla"
"Ctsh1",0,5.9751558220487,0.589,0.005,0,"Other T Cells","Ctsh"
"Gm43603",0,9.98400211982545,0.574,0,0,"Other T Cells","Gm43603"
"Cybb1",0,5.70020068154864,0.574,0.007,0,"Other T Cells","Cybb"
"Arhgap241",0,7.83338077552119,0.566,0.004,0,"Other T Cells","Arhgap24"
"Snx81",0,5.35479637751577,0.566,0.009,0,"Other T Cells","Snx8"
"Btk1",0,9.27143048088305,0.558,0.002,0,"Other T Cells","Btk"
"Siglecg",0,6.71197511015829,0.558,0.003,0,"Other T Cells","Siglecg"
"Fcrl11",0,6.9077475940045,0.558,0.005,0,"Other T Cells","Fcrl1"
"Cacna1e",0,10.4156289882632,0.543,0.001,0,"Other T Cells","Cacna1e"
"March11",0,7.37752776924968,0.543,0.002,0,"Other T Cells","March1"
"Cd19",0,5.14896914629285,0.543,0.009,0,"Other T Cells","Cd19"
"Cd1801",0,8.0620067776657,0.535,0.001,0,"Other T Cells","Cd180"
"Cd221",0,7.92060036507927,0.535,0.002,0,"Other T Cells","Cd22"
"Cd24a1",0,5.42366334251322,0.543,0.01,0,"Other T Cells","Cd24a"
"Zfp6082",0,5.79692672257441,0.519,0.009,0,"Other T Cells","Zfp608"
"Chst3",0,9.07280712128633,0.473,0,0,"Other T Cells","Chst3"
"Rasgrp3",0,8.91377947436107,0.465,0.001,0,"Other T Cells","Rasgrp3"
"Cd40",0,7.52767653833291,0.45,0.002,0,"Other T Cells","Cd40"
"Ncf21",0,5.36300646929989,0.45,0.006,0,"Other T Cells","Ncf2"
"Ly6d1",0,6.73003135202162,0.419,0.002,0,"Other T Cells","Ly6d"
"Lmo21",0,6.28968054959201,0.419,0.005,0,"Other T Cells","Lmo2"
"Apoe1",0,6.84286623308131,0.419,0.005,0,"Other T Cells","Apoe"
"Pld41",0,5.64855030586992,0.403,0.004,0,"Other T Cells","Pld4"
"Ciita1",0,7.12427980498282,0.395,0.002,0,"Other T Cells","Ciita"
"5031414D18Rik",0,6.05241752624503,0.395,0.004,0,"Other T Cells","5031414D18Rik"
"Cr2",0,11.0404832153917,0.388,0.001,0,"Other T Cells","Cr2"
"Spib",0,9.12437494849505,0.38,0.001,0,"Other T Cells","Spib"
"Rab30",0,6.26972411348346,0.372,0.002,0,"Other T Cells","Rab30"
"Fcer2a",0,7.63303501247982,0.372,0.002,0,"Other T Cells","Fcer2a"
"Rnase6",0,8.41511952976046,0.364,0.001,0,"Other T Cells","Rnase6"
"Pkib1",0,6.9013116454239,0.364,0.003,0,"Other T Cells","Pkib"
"Snn",0,5.7248203628507,0.364,0.005,0,"Other T Cells","Snn"
"H2-DMb11",0,3.94971978899997,0.364,0.005,0,"Other T Cells","H2-DMb1"
"Spi11",0,5.50344202714207,0.341,0.004,0,"Other T Cells","Spi1"
"Trim71",0,6.04207824232261,0.341,0.004,0,"Other T Cells","Trim7"
"Kynu1",0,7.52437343383853,0.333,0.002,0,"Other T Cells","Kynu"
"AC125149.3",0,7.10260064151335,0.333,0.002,0,"Other T Cells","AC125149.3"
"Il5ra",0,8.92403867347456,0.318,0.001,0,"Other T Cells","Il5ra"
"A530032D15Rik",0,7.3086237725466,0.31,0.002,0,"Other T Cells","A530032D15Rik"
"Hdac9",0,6.83349792677623,0.302,0.002,0,"Other T Cells","Hdac9"
"Fgd21",0,6.45988881106674,0.302,0.002,0,"Other T Cells","Fgd2"
"Cecr2",0,7.1077598586145,0.295,0.001,0,"Other T Cells","Cecr2"
"Hck1",0,6.98294348998398,0.295,0.003,0,"Other T Cells","Hck"
"Ppfibp2",0,7.06181492386812,0.287,0.002,0,"Other T Cells","Ppfibp2"
"2010309G21Rik",0,11.1176081442408,0.279,0,0,"Other T Cells","2010309G21Rik"
"Gm43388",0,9.59136512967288,0.271,0,0,"Other T Cells","Gm43388"
"Cacna1i",0,6.48661968363733,0.271,0.002,0,"Other T Cells","Cacna1i"
"BC0285281",0,8.19417254012356,0.264,0.001,0,"Other T Cells","BC028528"
"Plbd11",0,6.65921577347607,0.248,0.001,0,"Other T Cells","Plbd1"
"Lyl1",0,7.3379316868577,0.248,0.001,0,"Other T Cells","Lyl1"
"Vpreb3",0,6.67858957804515,0.233,0.001,0,"Other T Cells","Vpreb3"
"Tbc1d91",0,7.76676122627506,0.225,0.001,0,"Other T Cells","Tbc1d9"
"Fcrl5",0,11.3136814475954,0.209,0,0,"Other T Cells","Fcrl5"
"Apobec11",1.89344221672457e-300,4.96064230299097,0.434,0.01,3.20162144425957e-296,"Other T Cells","Apobec1"
"A530040E14Rik1",2.75390705962977e-296,5.18967395606505,0.457,0.012,4.65658144712798e-292,"Other T Cells","A530040E14Rik"
"Cd862",1.91301771934131e-292,5.02087378565263,0.667,0.031,3.23472166163422e-288,"Other T Cells","Cd86"
"Rassf41",1.40492211837073e-290,5.58200678292974,0.256,0.002,2.37558280995307e-286,"Other T Cells","Rassf4"
"Bhlhe41",4.34874908842539e-286,7.86135068459874,0.194,0.001,7.3532998336185e-282,"Other T Cells","Bhlhe41"
"Ccr62",3.23926054664609e-277,4.39604715709181,0.535,0.019,5.47726565832386e-273,"Other T Cells","Ccr6"
"Srpk3",9.860438167543e-272,4.81678340021351,0.24,0.002,1.66730148974985e-267,"Other T Cells","Srpk3"
"Lacc11",7.36577149429726e-270,7.88290918262803,0.209,0.001,1.24547830197072e-265,"Other T Cells","Lacc1"
"Klhl14",2.88613686350555e-269,7.54969901706768,0.178,0,4.88016882250154e-265,"Other T Cells","Klhl14"
"Il12a",3.08333070499595e-269,7.14755158003739,0.178,0,5.21360388907766e-265,"Other T Cells","Il12a"
"Cbfa2t31",8.51007535344403e-266,6.72217362069125,0.279,0.004,1.43896864151385e-261,"Other T Cells","Cbfa2t3"
"Gm20513",3.50650441524873e-264,6.9177430869199,0.202,0.001,5.92914831574408e-260,"Other T Cells","Gm20513"
"Hepacam21",1.38221599848481e-263,7.03882549990395,0.186,0.001,2.33718903183797e-259,"Other T Cells","Hepacam2"
"Dok3",3.4380516308739e-262,5.01747862747623,0.364,0.008,5.81340150264468e-258,"Other T Cells","Dok3"
"Syk3",8.30755744438594e-262,3.90308506044112,0.837,0.057,1.40472488827122e-257,"Other T Cells","Syk"
"Pik3c2b1",4.33110829107951e-261,4.36837090653872,0.364,0.008,7.32347100938635e-257,"Other T Cells","Pik3c2b"
"4930597A21Rik",3.46699348321994e-259,6.36642626763871,0.194,0.001,5.8623392807766e-255,"Other T Cells","4930597A21Rik"
"H2-DMa1",5.07882744074289e-258,4.28727471796485,0.698,0.04,8.58778931955215e-254,"Other T Cells","H2-DMa"
"Plpp31",8.46876108352913e-253,6.22773959084576,0.163,0,1.43198281161394e-248,"Other T Cells","Plpp3"
"Aldh23",1.50332817329473e-252,4.26100746587341,0.581,0.026,2.54197760822406e-248,"Other T Cells","Aldh2"
"Ankrd33b1",3.57979878536262e-252,5.7520126353213,0.264,0.003,6.05308176616965e-248,"Other T Cells","Ankrd33b"
"Gpr137b1",3.04827228456983e-249,5.91045717644784,0.287,0.005,5.15432360597913e-245,"Other T Cells","Gpr137b"
"Mpeg11",1.07633161250659e-248,5.77065663578866,0.225,0.002,1.81996912358739e-244,"Other T Cells","Mpeg1"
"Shisa8",4.46586435932178e-237,9.38608004166395,0.147,0,7.5513300451772e-233,"Other T Cells","Shisa8"
"Hmgn31",7.74177303727404e-237,5.23690226284716,0.333,0.008,1.30905640287267e-232,"Other T Cells","Hmgn3"
"Gga2",2.67704304105729e-234,4.45570120990539,0.473,0.018,4.52661207812378e-230,"Other T Cells","Gga2"
"Sh2b21",1.8882539497654e-224,7.04361142811746,0.194,0.002,3.19284860365832e-220,"Other T Cells","Sh2b2"
"Plcg23",4.21419969069599e-220,3.18895942692926,0.806,0.062,7.12579025699785e-216,"Other T Cells","Plcg2"
"Themis21",1.0266138360697e-218,5.52040232521185,0.225,0.003,1.73590133541025e-214,"Other T Cells","Themis2"
"Bfsp21",1.35678349162354e-208,6.27231807555209,0.202,0.002,2.29418520598624e-204,"Other T Cells","Bfsp2"
"Sdc43",2.81654789638487e-207,3.88791357928332,0.504,0.024,4.76250083799718e-203,"Other T Cells","Sdc4"
"Cfp1",2.15727056754714e-206,4.00328258440126,0.225,0.003,3.64772880266545e-202,"Other T Cells","Cfp"
"Nid11",3.40572694905214e-206,6.72480132358019,0.178,0.001,5.75874369815226e-202,"Other T Cells","Nid1"
"Tcf43",4.11491476667342e-201,3.5066915368022,0.775,0.065,6.95790937896809e-197,"Other T Cells","Tcf4"
"Gm12064",3.03504872001713e-196,8.52729894724555,0.124,0,5.13196388067697e-192,"Other T Cells","Gm12064"
