"","V1","V2","V3","V4","V5","V6","V7"
"Xkr4",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.738128212183594,2.22044604925031e-16,2.22044604925031e-16
"Lypla1",2.22044604925031e-16,1.03590948337752,0.87227592942387,2.22044604925031e-16,1.0695844483729e-05,2.22044604925031e-16,2.22044604925031e-16
"Tcea1",2.34491762432761,0.900518734649035,2.22044604925031e-16,2.22044604925031e-16,2.49395242835649e-09,2.22044604925031e-16,2.22044604925031e-16
"Rgs20",0.396657970926676,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Atp6v1h",4.76441646239555,6.82263055103979e-12,3.72055669168454,2.22044604925031e-16,2.22044604925031e-16,2.89491616409706,1.64362809620781
"Rb1cc1",15.9507948239817,13.7142059208785,5.54342455525267,4.95462734016205,6.19786669307745,17.2056320474338,11.4539316084393
"4732440D04Rik",2.22044604925031e-16,1.29555593837484,3.6828099056373,2.22044604925031e-16,1.41205317108437e-08,5.57587199379263,2.22044604925031e-16
"Pcmtd1",5.21373551769151,2.22968676993623,11.4727652339059,1.34613045415436,11.2349977411497,8.07805501905426,2.22044604925031e-16
"Gm26901",4.98926397300886e-14,0.172743892003981,2.22044604925031e-16,1.45383588865059,1.15441874202042,2.02151105451909,2.22044604925031e-16
"Sntg1",2.22044604925031e-16,2.00593877132576,2.22044604925031e-16,2.22044604925031e-16,1.6339196573461,2.22044604925031e-16,2.22044604925031e-16
"Mybl1",2.22044604925031e-16,2.22044604925031e-16,0.484141705025276,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Vcpip1",1.72139884147317,0.000165093636857617,2.18829886239396,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Sgk3",1.34793519193863,1.42376060132684,4.36267071214942,2.22044604925031e-16,5.06795201939202,1.35998825697297,4.40379177680435
"Mcmdc2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.274036854504454,2.22044604925031e-16
"Tcf24",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.510580684417013
"Ppp1r42",2.22044604925031e-16,2.22044604925031e-16,0.89480921641277,0.534408410866609,2.22044604925031e-16,0.808317795429037,2.22044604925031e-16
"Cspp1",2.22044604925031e-16,2.22044604925031e-16,10.633040778778,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.631870021222395
"Arfgef1",6.06269138317227,2.71968915220519,8.7577656309261,0.466209978910741,8.14636634455902,1.12148731642763,2.7834522962291
"Cpa6",0.407155899063316,2.22044604925031e-16,0.800829751794471,2.22044604925031e-16,6.1556999689366e-15,2.22044604925031e-16,0.906765460702581
"Prex2",1.90825679914272,2.22044604925031e-16,0.0609765306326579,0.662735604642523,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ncoa2",4.28966481797422,3.58201260651763,10.524143803351,3.92017332106629e-15,4.60680232258153,2.8248007073619,3.3009847989932
"Gm29570",2.22044604925031e-16,1.48439974140868,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.041303082620997
"Tram1",2.22044604925031e-16,2.22044604925031e-16,0.484141705025276,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Lactb2",2.22044604925031e-16,2.22044604925031e-16,0.490539709793987,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.413121962129092
"Kcnb2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.379870669789469,2.22044604925031e-16,2.22044604925031e-16
