"","V1","V2","V3","V4","V5"
"Lypla1",0.272228489523652,2.32620206056653,0.0925918663851993,1.90168483835666,1.18445452114367
"Tcea1",0.0525695359850625,2.35546272877092,2.22044604925031e-16,3.16218739809891,0.00108241849652894
"Atp6v1h",3.00189365374332,1.04317501783421,4.34544828349203,4.89506862753322,4.34398015729218
"Rb1cc1",7.47698779632357,2.84732882825731,13.1331462973175,7.32296883501156,11.4485702464258
"4732440D04Rik",0.880592398955385,0.491857937072755,0.664728624148796,1.39511685336163,2.22044604925031e-16
"Pcmtd1",5.11360386196951,0.591014134758009,4.01175074088801,8.77063724369562,4.45225540450579
"Gm26901",0.417929095869399,2.22044604925031e-16,2.22044604925031e-16,1.23220927562472,2.22044604925031e-16
"Vcpip1",2.00911685380817,1.29115642669501,1.28936182021894,2.06247299651564,1.12719512679378
"Sgk3",0.6289845676754,5.93934553518847,3.55012351301838,2.89707015571824,9.26126300856153
"Ppp1r42",0.180756857024781,3.58583514420681,0.0312487089046032,2.50036572281734e-06,2.22044604925031e-16
"Cops5",2.22044604925031e-16,2.12533760924004,2.22044604925031e-16,1.5622847233556,0.359140112210682
"Cspp1",0.519052133291774,0.932719295048564,1.50044538130963,3.88587009312001,4.28206477184356
"Arfgef1",3.48445061304265,5.08409077710635,5.14074881243375,6.42526654890351,2.1945717711499
"Cpa6",0.109139169710238,0.538841304731571,0.151026153406274,0.0280812282629252,2.22044604925031e-16
"Ncoa2",6.02723924211252,1.60372329450234,8.18721685189041,5.99635141583378,12.0888444340957
"Tram1",0.0905521435788212,2.27675004675812,0.432592114831165,3.81900314909835,1.62702110857197
"Lactb2",0.00125696300237895,0.736540013301906,0.434586616380695,0.811964985887995,2.22044604925031e-16
"Terf1",0.633873999872914,0.608692804557372,0.149023521235624,0.544270579006597,1.45907159170935
"Rpl7",2.22044604925031e-16,36.0946598381839,5.68898399028518,10.6399284709178,9.11821548074858
"Rdh10",0.108326127363084,0.293549161719828,8.87532790382328e-14,0.272083320469696,1.17596841496093
"Ube2w",1.54828058498075,1.6439040426727,3.73602566509289,1.98573573608433,7.04305564179972
"Tceb1",5.04711761682282,6.92954818798146,8.67372111452035,12.1182509704991,5.08502904488613
"Ly96",1.77697631016617,2.32626938678867,3.41937991072754,1.82277127494082,3.86853780579552
"Tram2",0.412658545376228,0.62983182610533,2.22044604925031e-16,0.229681735973342,0.742831705432571
"Ogfrl1",5.39983503566856,9.82477215287042,14.4114962192459,5.61709618713957,17.301904460575
"Smap1",2.85823973991364,6.15275646473555,2.78861509934618,3.30833046623488,2.87505540484173
"Sdhaf4",2.22044604925031e-16,0.468415023941722,2.22044604925031e-16,0.517724878302506,0.219949607022221
"Lmbrd1",8.78280990158701,5.86259309480383,10.9605830273082,8.15633291016382,4.66667802332104
"Phf3",3.93499670291606,1.37990904262227,2.41774543949089,4.97559197731071,5.86536079705834
"Ptp4a1",12.5926967590141,3.08283706734023,19.519102245323,17.4759544582795,16.158489933326
"Rab23",2.22044604925031e-16,0.681890269410576,2.22044604925031e-16,2.22044604925031e-16,0.533351308576858
"Zfp451",0.0254688464043603,0.120232630049288,0.0194595624458054,1.0942336125366,0.338692183325003
"Ccdc115",0.948658422073728,0.716531510241439,2.22044604925031e-16,2.33950957438355,2.22044604925031e-16
"Imp4",0.770464641817842,0.592824476905807,0.363709914022757,1.92747261518568,2.22044604925031e-16
"Ptpn18",0.0278644416151613,8.15305304975918,1.25066541669345,5.83496756429961,5.89569527256195
"Fam168b",3.60505689496879,3.48095335168468,1.79512219326967,7.02127960287645,2.9775476964646
"Plekhb2",0.940674740066373,0.713160152955473,0.2263503304447,2.19418777456886,0.357217361622682
"Uggt1",0.0577456049080961,0.877067860721273,0.0707253540659908,1.55509046798492,1.29936699759976
"Neurl3",7.6629923900582,2.22044604925031e-16,9.84275220264718,16.6846363762346,5.7749268836625
"Arid5a",2.56525875968994,1.42996977216353,6.46620749614288,4.47559979023773,15.0043672212336
"Kansl3",0.94943578423229,0.53687132814995,1.6559788064407,2.50508405391822,0.210719334005841
"Lman2l",0.122922593032238,1.39331610140365,0.258806156905331,0.654563288814848,0.646873364068846
"Cnnm4",0.737885462526812,0.143184983528903,1.77988772264221,0.69045537462525,1.12095869457417
"Cox5b",3.30213557839679,13.3052033079609,4.4370582767915,11.1716382017127,2.51543969160653
"Actr1b",0.0499315515261227,0.829439256510969,0.0817594913393388,0.961112958756648,1.33854648413192
"Tmem131",2.09673297254194,5.42328643714152,0.771395817423514,1.44177778445511,5.22930772921303
"Cnga3",0.745374596020421,1.55748588277917,0.0321563156219958,2.22044604925031e-16,0.19073908146793
"Inpp4a",4.16503997406717,7.06722978041166,6.38454813887407,2.02759525450746,6.10623234924923
"Coa5",0.697406115295789,1.84297859327456,2.22044604925031e-16,2.5557463937693,0.0282827354301498
"Unc50",0.640986001201202,2.875786539829,1.77362752172028,4.16498243793272,0.626392163895616
"Mgat4a",2.52301742752447,0.338522792593994,7.22505793306282,1.81128285646492,3.63297433045836
"Tsga10",0.442955718299161,0.2341135043349,2.22044604925031e-16,0.570103837887195,0.501735743893854
"Mitd1",2.12108663818208,0.697325164959532,2.22044604925031e-16,0.796463842259209,0.365250574736859
"Mrpl30",2.11810682519563,3.50208729472754,5.07153754680042e-08,2.412162079548,0.912078596444629
"Txndc9",0.957608577814331,4.64974426069745,0.934314781568179,3.03470161559723,0.0378038748247037
"Eif5b",0.996695969206834,1.25399983199159,2.22044604925031e-16,3.01702660527632,2.22044604925031e-16
"Rev1",1.00648940932962,0.00971989286069904,2.22044604925031e-16,0.551555168473685,0.363657778259709
"Pdcl3",1.31249051547317,7.39960288277134,1.44932655764518,3.71726654773505,6.40994196347319e-07
"Rpl31",2.22044604925031e-16,6.42037736385621,2.22044604925031e-16,4.07573411320911,2.22044604925031e-16
"Tbc1d8",0.967777728728424,7.07448894578804,1.84259648979713,1.06224705116166,0.00863537937804724
"Cnot11",0.16040160642361,0.376282015770244,0.900060627068422,0.827375367858814,1.91860901486802
"Rnf149",24.9809502954408,9.36128332573522,60.6987208769558,23.3123846762665,49.6382507675907
"Map4k4",7.27501016899109,7.59962771219764,3.03866238555386,4.63574944930033,2.22044604925031e-16
"Il1r2",32.5688579863702,17.8235755141455,60.5948969118953,37.0401543719475,42.1010302803456
"Gm16894",0.765615055711689,2.22044604925031e-16,0.545156664351813,0.733490215077955,1.54024096219417
"Il18r1",0.409113223906215,1.25583762950622,2.22044604925031e-16,0.347681059108516,0.0548115206406177
"Il18rap",7.25804410712735,2.35643007991634,18.6003377405655,4.54436376084439,16.0070855359347
"Uxs1",2.22044604925031e-16,0.228628983749534,0.200525168455439,0.0364886883391408,1.13669093549578
"Tpp2",1.45606407407131,2.3385455691555,2.22044604925031e-16,4.46184022706031,1.85103561617065
"Tex30",0.488344333862112,0.122363843491089,2.22044604925031e-16,1.23669360134502,0.347475003953634
"Slc40a1",3.82375184986174,5.4274530985511,5.71097432273177,2.78637454408322,19.433715340059
"Gm28321",0.0921665559908444,0.594986554739698,0.336465013101717,2.22044604925031e-16,2.22044604925031e-16
"Nabp1",8.3032074133164,11.4983296168151,15.823752903954,7.93652674295415,2.51528018091054
"Stat4",2.22044604925031e-16,2.22044604925031e-16,1.89047284341528,2.61742757497854,2.22044604925031e-16
"Stat1",14.3483136776894,2.35646230464283,1.24181961042072,2.89138362288275,5.76963616078929
"Gls",15.3648534795462,2.32718797632164,6.25001618350951,16.8258786066616,13.2177323035694
"Nab1",8.92136176221044,4.47408460914964,21.7190853802607,10.8958086613079,1.10827326221047
"Tmem194b",2.22044604925031e-16,2.22044604925031e-16,0.807151436400501,1.30536065767995,0.796000478161064
"Mfsd6",0.855147643541848,2.89120950047524,3.70198406239421,6.58504872604366,6.32085235480739
"Inpp1",1.52165202446522,3.45793625685732,2.08518480701706,0.170361755493826,1.03505169555724
"Hibch",2.22044604925031e-16,1.52375001737614,0.033235888236461,0.464340801972247,0.532983260399261
"Ormdl1",0.871906448909589,2.03816482020629,2.22044604925031e-16,1.1674002968215,0.120681183740593
"Asnsd1",2.22044604925031e-16,18.3362591521864,0.362715286418835,1.00781697286486,1.93218718668622
"Stk17b",2.22044604925031e-16,18.1235207298412,33.7478803263144,15.8025326523377,43.8464699725062
"Ankrd44",4.52903680958088,2.78145721023031,11.2668817047832,7.13083527667474,18.432420666164
"4930444A19Rik",2.22044604925031e-16,2.22044604925031e-16,1.19869953288696,0.8652650762752,0.664233739559062
"Sf3b1",15.0386220972644,8.61346576898957,25.9466461235828,16.9882706166965,17.5182903743713
"Coq10b",1.26632810261087,2.2642738800697,28.0917602531102,18.9193762170631,23.2734184092717
"Mob4",4.04073990626445,6.08914175176163,11.9731946331736,8.28698540937057,5.90573529485966
"Kctd18",2.22044604925031e-16,0.156780936757533,0.282748539331496,0.725111448246873,0.30587794700563
"Bzw1",3.01509642272843,6.27463107741546,4.2951111667016,9.70350689157521,1.36704412914053
"Clk1",11.4495779495594,6.12624992666319,26.3557194871344,14.2105831328025,27.8294189311952
"Ndufb3",2.22044604925031e-16,4.0295204660757,2.22044604925031e-16,3.46071272012479,0.831421447876659
"Cflar",15.2286668510002,8.9524560877609,8.10383686439422,1.04526098065508,1.22670268766799
"Casp8",3.93780371808344,1.50186546684948,2.22044604925031e-16,2.22044604925031e-16,0.656223736193386
