"","V1","V2","V3","V4","V5","V6","V7","V8"
"Lypla1",0.646690822665863,2.22044604925031e-16,2.22044604925031e-16,1.91428171354092,0.888735997283158,1.13553164566724,1.10094270635831,0.42959487066872
"Tcea1",2.22044604925031e-16,2.22044604925031e-16,1.74504611242872,2.05680902833156,2.22044604925031e-16,2.22044604925031e-16,3.63202191253911,1.6753862185646
"Atp6v1h",4.4264950478142,2.93972088242753,2.22044604925031e-16,6.76433167642514,3.15953377088764,3.6021268843163,1.50051398267585,1.87693188039359
"Rb1cc1",2.04164642566239,14.6853661552709,4.53443432917093,13.565554817095,9.3817309774608,6.63017195330168,13.9672800283705,3.86139388613899
"4732440D04Rik",1.73683172135015,2.22044604925031e-16,1.8366535198764,0.642644150577132,2.22044604925031e-16,2.22044604925031e-16,1.12845142110252,0.117787268779351
"Pcmtd1",4.36120491946009,7.09831354506756,3.34813662696052,11.983144627634,4.10599328405729,7.01121037095892,5.19644506111025,4.41759805217968
"Gm26901",2.24700739918492,2.22044604925031e-16,2.22044604925031e-16,2.55996837783307,2.22044604925031e-16,3.04334536122507,1.28227339641781e-05,0.653251639222698
"Sntg1",2.22044604925031e-16,0.121212853929796,0.555350043801934,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.24718557563299,2.22044604925031e-16
"Vcpip1",0.842703903899547,2.06510023419319,0.833856985933158,1.48251983763095,1.83345992418337,2.22044604925031e-16,1.58494890794821,1.60128388709133
"Sgk3",3.61082930921466,2.22044604925031e-16,1.62456862767054,2.63504431105808,3.82016478153588,2.50289248020899,2.45516445550215,6.02630024524474
"Ppp1r42",1.02071557589452,2.22044604925031e-16,1.603091411653,2.22044604925031e-16,0.828014248260486,2.62733699047761e-08,2.22044604925031e-16,2.22044604925031e-16
"Cops5",2.22044604925031e-16,1.34491314004641,2.22044604925031e-16,0.183876492580159,9.72319826063703e-11,2.22044604925031e-16,2.22044604925031e-16,1.11662164436491
"Cspp1",1.01125437978732,1.39746632775528,0.795556527031569,3.30677632028987,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.75388838282059
"Arfgef1",10.112944045137,2.68814398123122,9.61838027783479,2.86366138064729,10.0174995268879,6.29521049509201,5.01078628964316,7.05239688894339
"Prex2",2.22044604925031e-16,2.22044604925031e-16,0.388696002704217,0.392697566369549,0.347741068167522,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ncoa2",2.61241627936137,9.38953406969592,5.05626531655015,6.74744094609521,13.2020961681707,6.05730825907767,9.82769329786493,7.86323892543382
"Tram1",1.82231605814351,2.22044604925031e-16,1.63009825628856,2.97483230307345,2.73011915260511,2.22044604925031e-16,0.574536840226036,3.96848954201481
"Lactb2",0.253243490831555,2.22044604925031e-16,0.241091583568696,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.471336282863847
"Terf1",0.53404072420365,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.24081968257856,2.22044604925031e-16,2.22044604925031e-16,1.25211638382325
"Rpl7",4.20825215387041,2.22044604925031e-16,2.13878154808879,2.22044604925031e-16,5.85248242576584,4.13788414007148,2.22044604925031e-16,16.8581390130201
"Rdh10",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.0461002040707,2.22044604925031e-16,0.48506155315672
"Ube2w",1.89524220809984,2.22044604925031e-16,3.08759095463952,3.57160932985691,2.66298713303579,2.22044604925031e-16,1.03408338838207,1.49403076403948
"Tceb1",2.03967422755042,2.22044604925031e-16,5.30385048398906,5.17866840836771,4.41689455223404,1.33509859623102,8.39736085417384,3.2327494136587
"Ly96",0.628591694825975,1.87610755918575,2.63772151705824,2.45859083104963,1.2803605097827,1.12844866215836,2.22044604925031e-16,3.42378745552082
"Tram2",0.639707886415453,2.22044604925031e-16,0.237696306757159,2.22044604925031e-16,0.257114410864224,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Kcnq5",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.59314240164075
"Ogfrl1",9.94540732423303,5.44797172387424,14.7754357544245,8.22809586331898,13.1477698726486,5.01748750023223,11.5463340133923,2.22044604925031e-16
"Smap1",6.08635708081145,1.52894423689409,1.27074513164595,6.06083037954198,2.50692938970257,2.22044604925031e-16,2.22044604925031e-16,1.07193523456399
"Lmbrd1",5.91762062494227,15.2812761174602,9.79533832490787,9.36440440071907,2.71655700588744,6.91454193411733,1.34844965652557,2.61674483565361
"Phf3",1.22687042544647,5.78560928932596,2.22044604925031e-16,2.22044604925031e-16,7.08118627035865,3.53875244706819,3.90448456890388,2.6987708636094
"Ptp4a1",8.42036987783333,19.2430786253607,22.346352099632,27.8157356244224,2.63164900211007,21.4669260240242,23.9148379912421,4.84209931554825
"Prim2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.76988532110352,2.22044604925031e-16,0.373740468435826,0.939549407150033
"Zfp451",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.463124048520678,2.22044604925031e-16,2.22044604925031e-16,1.71533130679479
"Ccdc115",2.22044604925031e-16,2.22044604925031e-16,0.0919255036945568,2.22044604925031e-16,2.22044604925031e-16,1.72440822862724,2.22044604925031e-16,0.551388732640721
"Imp4",2.22044604925031e-16,3.43191983083243,2.22044604925031e-16,2.66263736867396,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.00269076271873e-13
"Ptpn18",6.17961115489435,2.22044604925031e-16,13.4879114837658,4.73206316293162,7.87758075738977,5.14657501399821,7.9220705846041,0.0593360160340162
"Fam168b",5.75062460554371,3.31009946302539e-16,9.3769389462215,2.60115171656658,2.96226563502256,2.63054328973773,5.57825566310327,3.28427327138222
"Plekhb2",2.22044604925031e-16,2.22044604925031e-16,1.75538167116437,1.6493744104787,0.88512783471939,0.489930354132019,1.45123061941347,0.622839473302862
"Neurl3",22.883790999753,20.92084021103,9.73011374427224,7.16568223465082,15.0828837027868,17.420943868858,36.7144647464414,4.08126098679835
"Arid5a",3.11505110565336,4.8335615288371,6.7617795006111,3.50068999431901,7.76651059317132,7.56947575040064,1.6354787692365,2.29041100491672
"4930403P22Rik",0.394756756979735,0.502419357414295,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.798084772555541,2.22044604925031e-16,2.22044604925031e-16
"Kansl3",0.459777969968928,2.03839208946909,2.22044604925031e-16,2.22044604925031e-16,0.793660445943648,3.99015249259464,1.32800564372129,1.99594089238037
"Lman2l",2.22044604925031e-16,1.95951618878819,2.22044604925031e-16,1.00854207739568,0.599232275324353,2.22044604925031e-16,2.22044604925031e-16,0.733812423071956
"Cnnm4",1.22254002793105,0.874834594451203,2.22044604925031e-16,2.22044604925031e-16,2.45802336997788,2.04930941826325,2.84070933079522,2.22044604925031e-16
"Cox5b",6.68102909568634,2.22044604925031e-16,6.71869261810142,7.0818014744674,4.19070461898652,3.68325707644052,6.87857238649191,1.88790847713323
"Actr1b",2.22044604925031e-16,0.656837561270024,1.47420923265579,0.631156905854322,0.276543825793215,2.22044604925031e-16,0.926025665044424,2.22044604925031e-16
"Tmem131",1.04135177112986,6.13963270706702e-16,4.13038792988812,2.45083534036972,4.53871497724052,4.15856493426167,2.22044604925031e-16,6.9364581152988
"Cnga3",2.22044604925031e-16,0.202183667621536,0.859264337872058,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.266773077492709,0.397517160677431
"Inpp4a",5.85489002365767,8.66810278697031,8.59426285053448,2.22044604925031e-16,10.0029894947324,3.95982075694316,2.37344609429991,2.23108970345717
"Coa5",3.90302681292272,0.197927135562091,2.64804303940389,2.65246202264782,1.01953253928364,2.22044604925031e-16,2.22044604925031e-16,2.07331932354402
"Unc50",6.46796141101607,2.22044604925031e-16,2.12957100391809,2.22044604925031e-16,2.22044604925031e-16,1.47741598722687,2.22044604925031e-16,1.91771368305125
"Mgat4a",6.20308597461385,6.05649905533263,12.998197119596,4.99432533119351,5.15436243690867,8.64843571921978,6.00977892584148,5.23499420432262
"Tsga10",0.984558665685548,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.784112620138565,2.22044604925031e-16,0.896789887038075,1.55602568310672
"Mitd1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.10310939075932,1.32170079335595,2.22044604925031e-16,0.396309073828749
"Mrpl30",2.61688926808789e-16,1.65005970989191,0.118007987735047,5.42055115823136e-05,2.22044604925031e-16,3.89643364219545,0.00374813165572115,3.44667122540989
"Txndc9",2.12521640238839,2.22044604925031e-16,0.585901372082878,2.22044604925031e-16,1.00573895559787,3.62338807526966,0.88404195324384,1.72354066879671
"Eif5b",0.341310676095269,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.35187180853497
"Rev1",2.22044604925031e-16,1.48957287319182,2.22044604925031e-16,0.652288617699537,0.352335623041649,2.22044604925031e-16,1.45670266110476,1.64603095630899e-15
"Aff3",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.4020333646669
"Pdcl3",1.75713327048434,0.675698733515009,1.20327165954045,1.26251302801535,0.744690882554706,3.87749707017588,0.884048756603666,3.35535271885762
"Rpl31",1.28826562120108,2.22044604925031e-16,2.22044604925031e-16,2.48882778432897,0.156069211976943,2.28377829315113,0.914256877528056,4.49571768628411
"Tbc1d8",1.92041422735135e-12,2.93524802235721,1.92073948842695,2.22044604925031e-16,1.9684695782975,2.22044604925031e-16,4.51100408543753,4.94692070123434
"Cnot11",0.596385289225927,0.997711934329753,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.2814460879507,0.000268391978906159,0.327175898331812
