"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Lypla1",0.598020255249706,2.96391947851512,2.02622879284641,1.46043099217683,1.3697412282887,2.22044604925031e-16,1.0553620657634,2.22044604925031e-16,0.279074906529323
"Tcea1",6.29448507582111,1.07024744539244,1.32444906976768,0.433793964163557,2.22044604925031e-16,2.22044604925031e-16,1.7449983749018e-13,2.22044604925031e-16,2.22044604925031e-16
"Atp6v1h",2.22044604925031e-16,2.67609737391158,2.22044604925031e-16,14.4643675628446,5.21380523569548,10.8221415232057,2.22044604925031e-16,2.22044604925031e-16,3.99258262860606
"Rb1cc1",8.73967823149766,1.72872101949633,5.29820258826896,9.67122888856427,15.1420773019457,12.1605168515217,11.4928461354568,7.41637216954096,10.0817941238347
"4732440D04Rik",1.35074728506766,2.22044604925031e-16,2.38266023177176,0.0016698374549691,1.49668156828487,0.599108975830652,4.16492147823162,2.22044604925031e-16,2.22044604925031e-16
"Pcmtd1",3.9306341507857,4.66764831417437,0.66276620834815,6.66850945302528,3.66282987890745,11.312809579069,13.1054391200388,5.62429286641144,12.3903600203068
"Gm26901",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.62638348703922,2.22044604925031e-16,1.20653823576768,1.22939719178236,2.22044604925031e-16,2.13246834300553
"Sntg1",0.583383333554329,2.22044604925031e-16,0.73789207448154,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.331844395218768
"Vcpip1",2.22044604925031e-16,2.7529801980018,3.31133013308582,2.61798791753045,2.34447388170794,1.24481017478229,1.21342575568714,1.3859239549019,2.22044604925031e-16
"Sgk3",3.40016565033558,4.73120445176957,4.31953071472764,0.593370699681191,3.91162812362298,0.83880291202318,2.22044604925031e-16,7.8007029907414,2.42686277753899
"Ppp1r42",2.22044604925031e-16,2.32977504057831,2.22044604925031e-16,2.22044604925031e-16,1.69779596063159,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Cops5",2.22044604925031e-16,2.09654460307275,0.549207591008075,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.677390995585644,2.22044604925031e-16,2.22044604925031e-16
"Cspp1",2.22044604925031e-16,2.22044604925031e-16,0.304414972134797,2.22044604925031e-16,2.22044604925031e-16,2.39596894660558,2.22044604925031e-16,8.20016606039811,2.22044604925031e-16
"Arfgef1",4.10183127261295,7.72960204048766,2.22044604925031e-16,7.61725161064914,6.28524550116888,10.564469303054,15.4267882477591,5.76204650640171,8.70273553035604
"Prex2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.518592550270483,2.22044604925031e-16,0.342831875077894,2.22044604925031e-16,2.22044604925031e-16
"Ncoa2",2.889363610261,3.57677685484159,4.42820307819848,11.2149896090019,11.1609119087799,14.731956025671,9.12075060536282,7.73123420899696,4.32864221639348
"Tram1",2.22044604925031e-16,4.72838162175948,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.72588038278307,1.61258309750327,2.22044604925031e-16
"Lactb2",2.22044604925031e-16,1.18224956809873,2.22044604925031e-16,1.48671403073266,0.212875694320927,0.431402887582986,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Terf1",2.22044604925031e-16,1.88759847346107,0.460995873033669,2.22044604925031e-16,2.22044604925031e-16,0.397629945660639,2.22044604925031e-16,2.36938203462741e-16,2.22044604925031e-16
"Rpl7",2.22044604925031e-16,14.9017400210228,1.20618085236271,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.299458075422609,2.22044604925031e-16
"Rdh10",2.22044604925031e-16,1.87736842000764,5.93738046108011e-09,2.22044604925031e-16,2.22044604925031e-16,1.06791057802579,2.22044604925031e-16,1.10384016565172e-12,0.260695188109689
"Ube2w",2.22044604925031e-16,2.96129792863218,2.22044604925031e-16,2.22044604925031e-16,0.991099824996276,2.56601690597754,5.00758729131023,0.905799821495249,2.22044604925031e-16
"Tceb1",4.53270169513936,3.33762069223478,6.49991039282339,4.95648034021672,5.61857356780083,2.22044604925031e-16,10.4625711118452,1.49472421411325,5.77272766474955
"Ly96",1.46844465885867,5.26806380162353e-10,2.22044604925031e-16,1.73649764153726,6.16220529360357,0.672195840336151,0.897381815636162,0.750569716152029,3.17751769050332
"Tram2",2.22044604925031e-16,0.449118453407512,2.22044604925031e-16,0.669376935510168,2.22044604925031e-16,7.21189586427282e-07,2.22044604925031e-16,0.801826587129326,0.0176553232987372
"Ogfrl1",10.7341165531026,8.52784323812742,11.2821466112641,11.0599971912785,17.0573698713065,0.864921323419004,11.4552053602777,10.8639612656838,9.40846032251348
"Smap1",2.22044604925031e-16,1.28123209409414,1.6803427394388,3.66011684143571,5.71363245362993,0.945868117909013,1.06439771024577,0.851070758066442,2.16404098631753
