"","V1","V2","V3","V4","V5"
"Xkr4",2.22044604925031e-16,4.97782751238562e-09,0.814112170757959,2.22044604925031e-16,2.22044604925031e-16
"Lypla1",2.22044604925031e-16,2.22044604925031e-16,1.08468931352223,2.22044604925031e-16,0.330788599090242
"Tcea1",2.22044604925031e-16,0.297317145451379,2.22044604925031e-16,2.11353624420451,2.22044604925031e-16
"Rgs20",2.22044604925031e-16,2.22044604925031e-16,0.383946125861381,3.96656306573563e-16,2.22044604925031e-16
"Atp6v1h",2.05721316927664,1.65345994731437,2.78178608012222,3.30879913574744,2.22044604925031e-16
"Rb1cc1",10.0287035820467,14.8461071240735,4.68362457807234,13.3984460595528,10.4920809110416
"4732440D04Rik",1.1510683239764,3.31946689147637,2.08466110998761,1.22691839095025,0.105824641209917
"Pcmtd1",2.05710710145447,8.59897262300174,8.8493881607747,7.72009030534223,1.22256694532987
"Gm26901",2.22044604925031e-16,2.01443254088592,2.22044604925031e-16,0.184156825192627,1.07493102458408
"Sntg1",2.22044604925031e-16,1.09845706398475,0.0199284217037799,2.22044604925031e-16,0.925211881414061
"Mybl1",2.22044604925031e-16,2.22044604925031e-16,0.316509019025228,2.22044604925031e-16,2.22044604925031e-16
"Vcpip1",0.758865185690204,2.22044604925031e-16,1.26387003469565,0.62851239984176,2.22044604925031e-16
"Sgk3",5.59961144724074,2.19330992429419,4.83950655583787,0.931934192130473,2.22044604925031e-16
"Mcmdc2",2.22044604925031e-16,0.201049133357422,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Tcf24",0.404262103352524,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ppp1r42",2.22044604925031e-16,0.801727128006815,0.422446878507406,0.353811754705568,2.22044604925031e-16
"Cspp1",1.31091944748547,2.22044604925031e-16,4.61824076037305,0.968094936276317,2.22044604925031e-16
"Arfgef1",3.17296610121197,1.77381986915515,14.2585120430104,3.92019314148484,0.909425721391264
"Cpa6",0.784870744222899,0.135248771593905,0.551810234069738,2.22044604925031e-16,2.22044604925031e-16
"Prex2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.86552801754812,0.210314222933123
"Ncoa2",3.84643594572014,3.07800690621613,7.96740627169165,3.82919635624859,1.84589966740375
"Gm29570",0.342512405615974,2.22044604925031e-16,2.22044604925031e-16,0.403950434107235,0.37200766355487
"Tram1",2.22044604925031e-16,2.22044604925031e-16,0.316509019025228,2.22044604925031e-16,2.22044604925031e-16
"Lactb2",0.327097280505474,2.22044604925031e-16,0.320691732871286,2.22044604925031e-16,2.22044604925031e-16
"Kcnb2",2.22044604925031e-16,2.22044604925031e-16,0.418975097170017,2.22044604925031e-16,2.22044604925031e-16
"Terf1",2.22044604925031e-16,2.22044604925031e-16,0.316509019025228,2.22044604925031e-16,2.22044604925031e-16
"Sbspon",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.25001628110704
"4930444P10Rik",0.33087527967493,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Rpl7",2.22044604925031e-16,2.22044604925031e-16,1.8634175477609,2.22044604925031e-16,2.22044604925031e-16
"Rdh10",2.22044604925031e-16,2.22044604925031e-16,0.779673768955128,2.22044604925031e-16,2.22044604925031e-16
"Ube2w",2.22044604925031e-16,2.22044604925031e-16,0.914766734197985,2.22044604925031e-16,2.22044604925031e-16
"Tceb1",1.19163809817186,9.17560515673342,2.21107429648905,2.22044604925031e-16,9.18123695414048
"Tmem70",0.293959559091658,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Ly96",3.72172914626122,3.44611181357648,0.00295069782109991,3.79316075680752,1.77998346468046
"Tram2",2.22044604925031e-16,2.22044604925031e-16,0.461485736290353,2.22044604925031e-16,2.22044604925031e-16
"Ogfrl1",5.88459938361569,15.7224115798686,4.62620891581934,10.6291098612723,16.0537414690896
"B3gat2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.451110789692646,2.22044604925031e-16
"Smap1",2.22044604925031e-16,2.22044604925031e-16,1.41456679136262,2.22044604925031e-16,2.22044604925031e-16
"Lmbrd1",2.82097538419662,9.84082156165728,8.69496633696702,12.2855398488824,2.22044604925031e-16
"Adgrb3",2.22044604925031e-16,0.227747004637302,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Phf3",0.10560760076404,2.22044604925031e-16,0.958804974566554,2.22044604925031e-16,2.22044604925031e-16
"Ptp4a1",13.4852149856334,37.6980761749024,7.16453867952871,12.3063364106624,26.8259281429979
"Zfp451",2.22044604925031e-16,2.22044604925031e-16,0.642055207212141,2.22044604925031e-16,2.22044604925031e-16
"Imp4",2.22044604925031e-16,2.22044604925031e-16,0.317144656491108,2.22044604925031e-16,2.22044604925031e-16
"Ptpn18",4.53329391329503,2.80661496461947,4.75294738939007,2.22044604925031e-16,1.53963511353406
"Fam168b",1.23104222266838,0.79307668846744,3.88710114922157,2.22044604925031e-16,2.22044604925031e-16
"Plekhb2",2.22044604925031e-16,2.22044604925031e-16,0.377755033214077,2.22044604925031e-16,2.22044604925031e-16
"Uggt1",2.22044604925031e-16,2.22044604925031e-16,0.316509019025228,2.22044604925031e-16,2.22044604925031e-16
"Neurl3",13.020729620594,19.0386855174994,7.02014464482275,14.1652718098843,40.4625193065763
"Arid5a",4.88909161018677,4.44903227960742,2.22044604925031e-16,12.9801839499437,3.56938715514577
"4930403P22Rik",2.22044604925031e-16,0.445392757659244,2.22044604925031e-16,2.22044604925031e-16,0.707389471582775
"Kansl3",0.81701980746564,2.22044604925031e-16,1.25072548632991,2.22044604925031e-16,2.22044604925031e-16
"Lman2l",2.22044604925031e-16,2.22044604925031e-16,0.807077283174785,2.22044604925031e-16,2.22044604925031e-16
"Cnnm4",1.22757272302744,1.69228853551376,1.31679105459657,0.876689464461273,0.740637368541893
"Cox5b",2.96263187200845,5.63644653068933,5.36756781261125,2.22044604925031e-16,2.22044604925031e-16
"Zap70",2.22044604925031e-16,2.22044604925031e-16,0.389360866220059,2.22044604925031e-16,2.22044604925031e-16
"Tmem131",2.22044604925031e-16,2.22044604925031e-16,0.797216746937031,2.22044604925031e-16,2.22044604925031e-16
"Cnga3",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.986886830201931,0.66040885490262
"Inpp4a",5.60160639512306,7.94594788527203,6.60881796030236,4.77602743522994,2.22044604925031e-16
"Coa5",2.86621092135248,2.22044604925031e-16,4.96144345946586,2.22044604925031e-16,2.22044604925031e-16
"Unc50",1.45985939583983,3.89012812543598,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Mgat4a",6.32414639207749,15.2652733784078,5.54804290078684,10.7498303415924,12.2891347774945
"Pdcl3",2.22695779280011,1.44832839878122,1.70370227059353,2.22044604925031e-16,2.22044604925031e-16
"Tbc1d8",3.80747958904634,0.0471487801620939,2.22044604925031e-16,0.798887195377406,4.68146344078543
"Cnot11",0.404058838107835,0.758127447063643,7.01518644929238e-11,2.22044604925031e-16,0.556472368015375
"Rnf149",39.0389555158583,68.6402437897629,8.08176743461229,48.1852477633777,78.4793549914415
"Map4k4",0.842691970150363,2.22044604925031e-16,7.44879443972509,0.000160359530923646,26.7442290968197
"Il1r2",47.1641678509566,102.727921444137,12.6564682484917,55.61378491091,66.0056078938219
"Gm16894",2.22044604925031e-16,2.31194074248355,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Il1rl1",2.22044604925031e-16,2.04356106887671,2.22044604925031e-16,0.117326775204817,1.77637495616082
"Il18r1",2.22044604925031e-16,2.22044604925031e-16,1.19672843393757,2.22044604925031e-16,2.22044604925031e-16
"Il18rap",13.2674870662041,19.8750630504921,8.11069075706556,9.56552815724156,22.0858756296489
"Nck2",2.22044604925031e-16,2.22044604925031e-16,0.721147330661208,2.22044604925031e-16,2.22044604925031e-16
"Tpp2",2.22044604925031e-16,2.22044604925031e-16,0.320691732871286,2.22044604925031e-16,2.22044604925031e-16
"Slc40a1",18.0670324926167,8.28642334214324,2.9130522152403,3.44380515599128,5.08124586859975
"Dnah7b",2.22044604925031e-16,2.22044604925031e-16,0.42093734516197,2.22044604925031e-16,2.22044604925031e-16
"4933411E06Rik",2.22044604925031e-16,0.927533475121321,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"Gm28321",2.22044604925031e-16,0.161095270618693,2.22044604925031e-16,2.22044604925031e-16,0.345929461728607
"Sdpr",2.22044604925031e-16,2.22044604925031e-16,0.404016915996764,2.22044604925031e-16,2.22044604925031e-16
"Nabp1",1.50746632267775,18.8665937448658,9.16721958093443,15.0551188988836,11.3565271223487
"Gm17767",2.22044604925031e-16,2.22044604925031e-16,0.438709810118244,2.22044604925031e-16,2.22044604925031e-16
"Stat4",0.460759191903434,2.03892555011307,6.1879439831841,9.21862187107007,6.74808317611337
"Stat1",2.1936751342605,0.377017834278601,2.4810564069859,0.649913795851648,2.22044604925031e-16
"Gls",3.33192311711829,1.37891888445772,12.4357940311334,8.0539779665714,2.75132738499888
"Nab1",1.34661005414354,18.0211701767382,9.16485678256263,16.4030463567479,36.0344130559236
"Tmem194b",2.22044604925031e-16,2.22044604925031e-16,0.705112556817237,2.22044604925031e-16,2.22044604925031e-16
"Mfsd6",14.4366792471294,12.6679626244615,2.22044604925031e-16,4.19245026429609,6.34788965919704
"Inpp1",2.47275657271145,5.93206899035973,0.707785054585871,1.9579572604975,4.50141970513458
"Hibch",2.22044604925031e-16,2.22044604925031e-16,0.325546188186913,2.22044604925031e-16,2.22044604925031e-16
"Ormdl1",2.22044604925031e-16,2.22044604925031e-16,0.327499772365272,2.22044604925031e-16,2.22044604925031e-16
"Dnah7a",2.22044604925031e-16,2.22044604925031e-16,0.508517315303172,0.740866066470553,0.907990092557489
"Stk17b",42.83116523299,45.9079649073801,11.725820024074,26.5590787114132,22.0791654407161
"Hecw2",2.22044604925031e-16,2.54842934230406,2.22044604925031e-16,0.834672067952331,0.226580118629273
"Ankrd44",12.0236009811782,1.84783433420712,14.9239346526131,20.0020232375406,7.64273990646934
"4930444A19Rik",1.05408947896151,2.22044604925031e-16,1.88929167679064,2.22044604925031e-16,2.22044604925031e-16
"Sf3b1",12.048791689627,30.9901109494623,7.41669598475979,24.6323572894138,28.1576754646955
"Coq10b",23.6712900820959,54.3680542134292,4.24506925469451,21.0144188916195,45.3330079803026
"Mob4",2.24840530446437,15.6889393485012,3.75178285638699,6.87056882352671,6.46442882785032
"Rftn2",0.373968904312274,0.26393608737523,2.22044604925031e-16,0.66534659489737,2.22044604925031e-16
"Mars2",2.22044604925031e-16,2.22044604925031e-16,1.03283002720911,0.634536141495494,2.22044604925031e-16
