"","V1","V2","V3","V4"
"Lypla1",0.399001676222919,1.24154925938093,0.424210955826309,1.17560134141106
"Tcea1",2.22044604925031e-16,1.1716561913249,2.15259590246733,1.37681213736005
"Atp6v1h",3.27791175020198,2.84034886574455,2.13334911010293,3.70892151651023
"Rb1cc1",9.57927345031677,3.61655925850625,12.3305902934143,8.1089513106538
"4732440D04Rik",2.22044604925031e-16,0.162490033539802,0.784067658139146,1.61939897860918
"Pcmtd1",4.17072407690566,5.75049684924009,4.75396898022686,8.52717914657407
"Gm26901",2.22044604925031e-16,0.559335058212334,1.35750352491473,1.7609850213057
"Sntg1",2.22044604925031e-16,0.0661973505838393,0.685575934263567,0.272002675598409
"Vcpip1",1.80153927398073,1.59148068753245,1.3268169465551,0.74084675661476
"Sgk3",3.05320018163163,4.48878632964758,1.90392715947982,2.32979104813353
"Ppp1r42",0.533161776269741,2.22044604925031e-16,2.22044604925031e-16,1.09903389262611
"Cops5",0.428805237511025,0.397197137752092,2.22044604925031e-16,0.310398700128537
"Cspp1",1.24659463118893,1.49914315751553,0.178726289623396,1.26201384613088
"Arfgef1",7.61251593479325,5.7582383625448,4.89151065476054,8.52740056045053
"Prex2",0.176004899530059,0.413423993874847,2.22044604925031e-16,0.164902330521599
"Ncoa2",10.4410892602412,5.92458767084451,7.44315969703262,6.7093578056334
"Tram1",2.02055377138551,2.6900297525817,1.21595486867736,1.26849629911874
"Lactb2",2.22044604925031e-16,0.371723609614084,0.184105010476281,2.22044604925031e-16
"Terf1",0.671562850471969,1.10058989753227,2.22044604925031e-16,0.00955079487183721
"Rpl7",3.22214779017703,16.0824141289266,5.44902491495556e-13,0.676791227739427
"Rdh10",2.22044604925031e-16,0.693313519778492,2.22044604925031e-16,0.161468876411364
"Ube2w",2.66308755723221,1.76051663095336,0.967403989733427,1.9872492260582
"Tceb1",3.8485286795664,3.13318513387937,5.58568706979585,3.35193919285691
"Ly96",1.52777138104497,2.39980804317021,2.22044604925031e-16,2.63670684056516
"Tram2",2.22044604925031e-16,0.412694629447068,2.22044604925031e-16,0.276660797147794
"Kcnq5",2.22044604925031e-16,0.810800746223838,2.22044604925031e-16,2.22044604925031e-16
"Ogfrl1",10.6302808190167,2.22044604925031e-16,9.48329176423917,12.8161844312582
"Smap1",2.00405275396588,2.30405925899151,1.28641205930454,3.6565702424157
"Lmbrd1",4.17926863944045,3.44889134456886,4.97744965170319,12.0752608225221
"Phf3",4.98881088860801,1.99111417986795,2.89711475428712,2.073178630544
"Ptp4a1",7.33937250861944,4.36213420735243,21.2241367399005,27.4980590303914
"Prim2",0.572067317755116,0.497749046488787,0.066494270011949,2.22044604925031e-16
"Zfp451",0.184903792585228,0.989005038847106,2.22044604925031e-16,2.22044604925031e-16
"Ccdc115",2.22044604925031e-16,0.420040769271363,2.22044604925031e-16,0.583465876523324
"Imp4",2.22044604925031e-16,1.3217868592462,0.570434818571767,1.20556460331225
"Ptpn18",6.38638172221077,2.27833458889801,6.16701441716654,8.47850043843592
"Fam168b",2.17761427503525,3.58838437729062,4.17722728267309,6.44268776468558
"Plekhb2",1.11323041653666,0.351203083880059,1.0709826617963,0.969799244907046
"Neurl3",12.2473944622728,4.33933854616927,29.9725916952818,17.8977752434712
"Arid5a",6.02180666866541,1.853464123565,2.26668315265294,7.47284417035133
"4930403P22Rik",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.60984400313306
"Kansl3",0.58507028153021,1.19559600263278,0.703289615517782,2.12522393527804
"Lman2l",2.064654148686,1.20908539959e-05,2.22044604925031e-16,2.22044604925031e-16
"Cnnm4",1.77626299346762,0.071527549800125,2.09649857823672,0.727410869156
"Cox5b",4.00053297144759,2.73814501360404,5.43442620758135,6.52681886669916
"Actr1b",0.436176433824145,1.35805235052329e-11,0.685028721770257,0.826680366408399
"Tmem131",4.2103913750949,4.26092552908923,0.571226220221666,2.76051748411678
"Cnga3",2.22044604925031e-16,0.39825186319267,0.247799863129208,0.301049217806881
"Inpp4a",7.03672961439431,1.71288398453637,2.32943962860817,8.5618777461027
"Coa5",0.930707201897454,3.19960699499287,0.128945141668358,2.55719763542125
"Unc50",2.22044604925031e-16,4.76707987544607,2.22044604925031e-16,2.30271915554548
"Mgat4a",5.15885073516922,3.98271019455989,5.60913576164088,11.5241576192219
"Tsga10",0.510807540298939,0.855934065379418,0.548222549346437,0.254391271500489
